,Date,Country,Energy_MoM,Food_MoM,Total_MoM,core_MoM,exchange_rate,unemployment_rate,gdp_growth_MoM,Open,High,Low,Close,Adj Close,Volume,interest_rate
3358,1990-02-01,Italy,7.26314375,7.26314375,7.26314375,7.26314375,116.39,9.0,0.1183205478467679,,,,,,,13.5
3359,1990-02-01,Japan,3.7362475,3.7362475,3.7362475,3.7362475,117.21,2.2,0.1936771951248908,2.2699007254698684,2.3382380006588934,2.293727669482163,2.3427400926080675,2.3427400926080675,-0.668867482137122,4.25
3360,1990-02-01,United Kingdom,7.159865,7.159865,7.159865,7.159865,113.81,6.8,0.1466801068071923,-1.3130406664114962,-1.3149828974512006,-1.3059050829819898,-1.3129476783847278,-1.3129476783847278,-1.055928627756865,14.875
3361,1990-02-01,United States,6.535476,6.535476,6.535476,6.535476,81.52,5.3,0.2791306851678798,-0.3416027030365576,-0.3657154964884534,-0.364783318223263,-0.3653145697568855,-0.3653145697568855,-0.5039305070034006,8.25
3362,1990-03-01,Canada,6.337222,6.337222,6.337222,6.337222,122.99,7.3,0.2518246017136614,-0.9282818821696112,-0.9311205662860156,-0.9281851641831872,-0.930475366993588,-0.9314488854796924,-0.9772106472714096,13.51
3363,1990-03-01,France,3.5627985,3.5627985,3.5627985,3.5627985,109.82,9.5,0.0660949130935426,-1.4137800541653125,-1.404921694510873,-1.4008681061019737,-1.3952588764007132,-1.3952588764007132,-0.95459859411732,10.0
3364,1990-03-01,Germany,3.05531925,3.05531925,3.05531925,3.05531925,102.8,,0.4542808968859302,-1.077806759217042,-1.082142285750726,-1.0727457224185737,-1.0776282147561862,-1.0776282147561862,-1.0981723907358265,7.85
3365,1990-03-01,Italy,6.98547775,6.98547775,6.98547775,6.98547775,117.13,8.9,0.1183205478467679,,,,,,,13.5
3366,1990-03-01,Japan,3.59756075,3.59756075,3.59756075,3.59756075,112.14,2.0,0.1936771951248908,1.9373413774398625,1.9173821103371855,1.8256467073863083,1.8225108743285388,1.8225108743285388,-0.668867482137122,5.25
3367,1990-03-01,United Kingdom,7.2162795,7.2162795,7.2162795,7.2162795,110.71,6.7,0.1466801068071923,-1.3089335418473105,-1.3122944139297263,-1.3100371547439775,-1.3167041967051716,-1.3167041967051716,-1.055928627756865,14.875
3368,1990-03-01,United States,6.00393475,6.00393475,6.00393475,6.00393475,83.02,5.2,0.2791306851678798,-0.3320259568124408,-0.3584513311035764,-0.3573257715817179,-0.357901642544181,-0.357901642544181,-0.5305743579947971,8.25
