,date,country,Energy_IDX2015,Food_IDX2015,Total_IDX2015,core_IDX2015,Energy_MoM,Food_MoM,Total_MoM,core_MoM
4181,1993-02,Italy,51.46733,60.08572,59.76886,60.44386,3.249335,3.249335,3.249335,3.249335
4182,1993-02,Japan,84.34662,92.55779,96.20769,98.85823,1.0183259,1.0183259,1.0183259,1.0183259
4183,1993-02,United Kingdom,38.83435,60.6,62.7,68.02374,2.341177,2.341177,2.341177,2.341177
4184,1993-02,United States,50.37088,57.40907,60.37542,62.25064,2.9701665,2.9701665,2.9701665,2.9701665
4186,1993-03,Canada,51.92083,59.98938,67.3163,70.295,2.18660925,2.18660925,2.18660925,2.18660925
4188,1993-03,France,54.58321,71.38,72.56,74.98751,1.4028948749999999,1.4028948749999999,1.4028948749999999,1.4028948749999999
4189,1993-03,Germany,49.62876,73.0122,71.46172,74.41712,3.1042140000000003,3.1042140000000003,3.1042140000000003,3.1042140000000003
4191,1993-03,Italy,51.78061,60.13908,59.97657,60.6805,3.43884475,3.43884475,3.43884475,3.43884475
4192,1993-03,Japan,84.34662,92.66441,96.4113,99.11118,0.8737696749999999,0.8737696749999999,0.8737696749999999,0.8737696749999999
4193,1993-03,United Kingdom,39.05313,61.1,63.0,68.20093,2.49765675,2.49765675,2.49765675,2.49765675
4194,1993-03,United States,50.51874,57.53288,60.58637,62.49832,2.8810055,2.8810055,2.8810055,2.8810055
4196,1993-04,Canada,51.98773,59.7769,67.3163,70.3241,1.9381363,1.9381363,1.9381363,1.9381363
4198,1993-04,France,54.66307,71.3,72.65,75.11992,1.3367046,1.3367046,1.3367046,1.3367046
4199,1993-04,Germany,49.81155,73.36879,71.64831,74.57455,2.980869625,2.980869625,2.980869625,2.980869625
4201,1993-04,Italy,52.45192,60.4059,60.23621,60.90095,3.80739225,3.80739225,3.80739225,3.80739225
4202,1993-04,Japan,84.24843,92.70693,97.12395,100.16,0.44938817499999995,0.44938817499999995,0.44938817499999995,0.44938817499999995
4203,1993-04,United Kingdom,39.83002,60.8,63.4,68.91489,2.212103,2.212103,2.212103,2.212103
4204,1993-04,United States,50.81446,57.78051,60.75513,62.62217,3.05375875,3.05375875,3.05375875,3.05375875
4206,1993-05,Canada,52.32227,60.55598,67.47432,70.35114,2.1707775,2.1707775,2.1707775,2.1707775
4208,1993-05,France,54.70295,71.43,72.75,75.21981,1.164766725,1.164766725,1.164766725,1.164766725
4209,1993-05,Germany,49.64603,73.54709,71.7416,74.69619,2.6776564,2.6776564,2.6776564,2.6776564
4211,1993-05,Italy,52.49667,60.56598,60.44392,61.13535,3.804703,3.804703,3.804703,3.804703
4212,1993-05,Japan,84.15023,92.39753,97.12395,100.2256,0.493957175,0.493957175,0.493957175,0.493957175
4213,1993-05,United Kingdom,39.66054,61.5,63.6,69.13306,2.0345055,2.0345055,2.0345055,2.0345055
4214,1993-05,United States,51.45518,58.06942,60.83952,62.62217,2.9716485,2.9716485,2.9716485,2.9716485
4216,1993-06,Canada,52.79063,60.62681,67.47432,70.28149,1.6719899999999999,1.6719899999999999,1.6719899999999999,1.6719899999999999
4218,1993-06,France,54.59787,70.87,72.71,75.31358,1.142443025,1.142443025,1.142443025,1.142443025
4219,1993-06,Germany,49.53433,73.72538,71.92818,74.93289,2.615374375,2.615374375,2.615374375,2.615374375
4221,1993-06,Italy,53.66028,60.83279,60.80742,61.45029,4.5807055000000005,4.5807055000000005,4.5807055000000005,4.5807055000000005
4222,1993-06,Japan,84.15023,91.6721,97.12395,100.4064,0.567050075,0.567050075,0.567050075,0.567050075
4223,1993-06,United Kingdom,39.81923,61.1,63.6,69.11269,2.028309975,2.028309975,2.028309975,2.028309975
4224,1993-06,United States,52.4902,57.49161,60.9239,62.66344,2.3122768,2.3122768,2.3122768,2.3122768
4226,1993-07,Canada,52.58991,60.55598,67.63234,70.52306,1.171456225,1.171456225,1.171456225,1.171456225
4228,1993-07,France,55.59676,70.66,72.77,75.32716,1.8143965,1.8143965,1.8143965,1.8143965
4229,1993-07,Germany,49.55362,73.27964,72.30135,75.50101,2.9591806000000003,2.9591806000000003,2.9591806000000003,2.9591806000000003
4231,1993-07,Italy,53.66028,60.88615,61.01513,61.71538,4.74627675,4.74627675,4.74627675,4.74627675
4232,1993-07,Japan,84.05204,93.44283,97.32757,100.1724,1.854738025,1.854738025,1.854738025,1.854738025
4233,1993-07,United Kingdom,39.54431,61.1,63.4,68.98291,2.21607825,2.21607825,2.21607825,2.21607825
4234,1993-07,United States,52.1452,57.40907,60.9239,62.74601,2.07085395,2.07085395,2.07085395,2.07085395
4236,1993-08,Canada,52.25537,60.13103,67.71135,70.7408,1.25189175,1.25189175,1.25189175,1.25189175
4238,1993-08,France,56.08128,69.91,72.77,75.4512,2.139515425,2.139515425,2.139515425,2.139515425
4239,1993-08,Germany,49.40738,72.8339,72.30135,75.60061,3.0958991,3.0958991,3.0958991,3.0958991
4241,1993-08,Italy,52.89946,60.88615,61.06705,61.85409,4.34115725,4.34115725,4.34115725,4.34115725
4242,1993-08,Japan,84.05204,95.21358,97.63299,100.1174,1.925369275,1.925369275,1.925369275,1.925369275
4243,1993-08,United Kingdom,39.41117,61.1,63.7,69.35995,2.48281675,2.48281675,2.48281675,2.48281675
4244,1993-08,United States,51.84948,57.6567,61.09266,62.99369,1.985247925,1.985247925,1.985247925,1.985247925
4246,1993-09,Canada,52.45609,59.7769,67.71135,70.7784,1.51291825,1.51291825,1.51291825,1.51291825
4248,1993-09,France,56.18118,70.21,73.0,75.67974,2.282177355,2.282177355,2.282177355,2.282177355
4249,1993-09,Germany,49.05906,72.56646,72.20805,75.57986,2.89317575,2.89317575,2.89317575,2.89317575
4251,1993-09,Italy,52.85471,61.15296,61.22284,62.00039,4.4215545,4.4215545,4.4215545,4.4215545
4252,1993-09,Japan,83.95385,94.38152,97.73479,100.5078,1.3387825,1.3387825,1.3387825,1.3387825
4253,1993-09,United Kingdom,39.55295,60.9,64.0,69.75851,2.7388515,2.7388515,2.7388515,2.7388515
4254,1993-09,United States,51.84948,57.78051,61.21924,63.11753,1.7904125,1.7904125,1.7904125,1.7904125
4256,1993-10,Canada,52.18846,59.7769,67.86937,71.01572,1.5683103250000001,1.5683103250000001,1.5683103250000001,1.5683103250000001
4258,1993-10,France,56.21639,70.5,73.13,75.78226,2.1238839499999997,2.1238839499999997,2.1238839499999997,2.1238839499999997
4259,1993-10,Germany,49.37285,72.56646,72.20805,75.52743,2.981311225,2.981311225,2.981311225,2.981311225
4261,1993-10,Italy,53.07848,61.36641,61.5344,62.34441,4.4369615,4.4369615,4.4369615,4.4369615
4262,1993-10,Japan,83.75747,93.27844,97.63299,100.7437,0.9388196750000001,0.9388196750000001,0.9388196750000001,0.9388196750000001
4263,1993-10,United Kingdom,39.39894,60.3,64.0,69.80054,1.8544755,1.8544755,1.8544755,1.8544755
4264,1993-10,United States,51.94805,58.11069,61.47239,63.36521,2.3139095000000003,2.3139095000000003,2.3139095000000003,2.3139095000000003
4266,1993-11,Canada,52.18846,60.13103,68.18541,71.3628,1.3797625500000001,1.3797625500000001,1.3797625500000001,1.3797625500000001
4268,1993-11,France,56.25641,70.84,73.2,75.79039,2.15307075,2.15307075,2.15307075,2.15307075
4269,1993-11,Germany,49.42667,72.65561,72.30135,75.62745,2.7338180000000003,2.7338180000000003,2.7338180000000003,2.7338180000000003
4271,1993-11,Italy,53.30225,61.47314,61.74212,62.57586,4.21760475,4.21760475,4.21760475,4.21760475
4272,1993-11,Japan,83.07012,91.27287,97.12395,100.6936,0.401969625,0.401969625,0.401969625,0.401969625
4273,1993-11,United Kingdom,39.30286,59.9,63.8,69.77071,1.376748125,1.376748125,1.376748125,1.376748125
4274,1993-11,United States,51.11018,58.27578,61.51458,63.53033,2.014310925,2.014310925,2.014310925,2.014310925
4276,1993-12,Canada,51.58628,60.48516,68.02739,71.16964,1.0384745,1.0384745,1.0384745,1.0384745
4278,1993-12,France,56.05165,70.62,73.17,75.82726,2.1658019,2.1658019,2.1658019,2.1658019
4279,1993-12,Germany,48.91485,72.92305,72.48793,75.91597,2.7751193,2.7751193,2.7751193,2.7751193
4281,1993-12,Italy,53.347,61.63322,61.84597,62.67105,4.208282,4.208282,4.208282,4.208282
4282,1993-12,Japan,82.87374,91.97259,97.12395,100.4858,0.53327125,0.53327125,0.53327125,0.53327125
4283,1993-12,United Kingdom,40.04269,60.1,64.0,69.80333,1.848958,1.848958,1.848958,1.848958
4284,1993-12,United States,50.46946,58.72976,61.51458,63.53033,1.9864402499999998,1.9864402499999998,1.9864402499999998,1.9864402499999998
4286,1994-01,Canada,51.11793,60.76846,68.02739,71.17717,0.39116575,0.39116575,0.39116575,0.39116575
4288,1994-01,France,56.08652,70.52,73.26,75.96987,1.786346475,1.786346475,1.786346475,1.786346475
4289,1994-01,Germany,51.07032,73.10135,72.8611,76.00719,2.6071494250000002,2.6071494250000002,2.6071494250000002,2.6071494250000002
4291,1994-01,Italy,54.73439,61.90003,62.15754,62.89607,4.63050975,4.63050975,4.63050975,4.63050975
4292,1994-01,Japan,82.87374,94.27093,97.22575,99.94491,0.777398,0.777398,0.777398,0.777398
4293,1994-01,United Kingdom,39.90379,60.4,64.0,69.40426,2.38594525,2.38594525,2.38594525,2.38594525
4294,1994-01,United States,49.9273,59.34884,61.68334,63.69545,1.7019375,1.7019375,1.7019375,1.7019375
4296,1994-02,Canada,51.7201,60.34351,67.47432,70.46201,-0.1958548,-0.1958548,-0.1958548,-0.1958548
4298,1994-02,France,56.2014,70.68,73.47,76.20332,1.83078571,1.83078571,1.83078571,1.83078571
4299,1994-02,Germany,51.16512,73.72538,73.42085,76.63241,2.6866612500000002,2.6866612500000002,2.6866612500000002,2.6866612500000002
4301,1994-02,Italy,54.77914,62.06012,62.41718,63.20007,4.677906,4.677906,4.677906,4.677906
4302,1994-02,Japan,82.67736,94.79466,97.22575,99.78735,0.61938435,0.61938435,0.61938435,0.61938435
4303,1994-02,United Kingdom,39.78289,60.7,64.2,69.85136,1.9323115,1.9323115,1.9323115,1.9323115
4304,1994-02,United States,50.27231,58.85358,61.89429,63.98441,1.9053375750000001,1.9053375750000001,1.9053375750000001,1.9053375750000001
4306,1994-03,Canada,51.85392,59.70607,67.47432,70.55749,0.0017587250000000165,0.0017587250000000165,0.0017587250000000165,0.0017587250000000165
4308,1994-03,France,56.09146,70.76,73.64,76.42847,1.3261630750000002,1.3261630750000002,1.3261630750000002,1.3261630750000002
4309,1994-03,Germany,51.05272,73.81453,73.51414,76.76171,2.49769725,2.49769725,2.49769725,2.49769725
4311,1994-03,Italy,54.77914,62.16684,62.57296,63.38224,4.486009,4.486009,4.486009,4.486009
4312,1994-03,Japan,82.67736,95.59636,97.73479,100.2488,0.908207,0.908207,0.908207,0.908207
4313,1994-03,United Kingdom,39.62492,61.1,64.4,70.05727,1.62149475,1.62149475,1.62149475,1.62149475
4314,1994-03,United States,50.22302,58.93612,62.10525,64.31465,1.8167078,1.8167078,1.8167078,1.8167078
4316,1994-04,Canada,51.78701,60.0602,67.47432,70.50353,0.14443155000000002,0.14443155000000002,0.14443155000000002,0.14443155000000002
4318,1994-04,France,56.18632,71.32,73.84,76.55376,1.5903461225000002,1.5903461225000002,1.5903461225000002,1.5903461225000002
4319,1994-04,Germany,51.16512,74.26027,73.60744,76.78912,2.409108,2.409108,2.409108,2.409108
4321,1994-04,Italy,54.73439,62.32693,62.67682,63.48557,3.9568587500000003,3.9568587500000003,3.9568587500000003,3.9568587500000003
4322,1994-04,Japan,82.57917,93.99661,97.93841,101.061,0.277345175,0.277345175,0.277345175,0.277345175
4323,1994-04,United Kingdom,41.37157,61.3,64.9,70.78317,2.44532675,2.44532675,2.44532675,2.44532675
4324,1994-04,United States,50.27231,59.01867,62.18963,64.35593,1.55141625,1.55141625,1.55141625,1.55141625
4326,1994-05,Canada,52.25537,60.0602,67.3163,70.24169,-0.334090475,-0.334090475,-0.334090475,-0.334090475
4328,1994-05,France,56.241,71.91,74.0,76.6221,1.7665264,1.7665264,1.7665264,1.7665264
4329,1994-05,Germany,51.35246,74.70601,73.79402,76.92857,2.715605,2.715605,2.715605,2.715605
4331,1994-05,Italy,54.68963,62.43365,63.04031,63.95021,4.040218,4.040218,4.040218,4.040218
4332,1994-05,Japan,82.57917,93.20799,98.04021,101.4105,0.24808909999999998,0.24808909999999998,0.24808909999999998,0.24808909999999998
4333,1994-05,United Kingdom,41.41043,61.8,65.1,70.97411,2.5188055,2.5188055,2.5188055,2.5188055
4334,1994-05,United States,50.71589,59.01867,62.23182,64.39722,1.330233,1.330233,1.330233,1.330233
4336,1994-06,Canada,52.99136,60.34351,67.47432,70.30667,-0.01280922249999999,-0.01280922249999999,-0.01280922249999999,-0.01280922249999999
4338,1994-06,France,56.19091,71.67,73.97,76.64539,1.88696275,1.88696275,1.88696275,1.88696275
4339,1994-06,Germany,51.31499,74.97345,73.88731,77.01351,2.69701225,2.69701225,2.69701225,2.69701225
4341,1994-06,Italy,54.73439,62.80719,63.14417,63.99215,3.30664875,3.30664875,3.30664875,3.30664875
4342,1994-06,Japan,82.48097,91.77945,97.63299,101.3146,-0.0905128,-0.0905128,-0.0905128,-0.0905128
4343,1994-06,United Kingdom,41.54069,61.8,65.1,70.9603,2.59913125,2.59913125,2.59913125,2.59913125
4344,1994-06,United States,52.09591,58.97739,62.44278,64.47977,1.806200575,1.806200575,1.806200575,1.806200575
4346,1994-07,Canada,53.45972,60.76846,67.71135,70.4818,0.51578595,0.51578595,0.51578595,0.51578595
4348,1994-07,France,56.06589,71.51,73.96,76.68544,1.3713019499999999,1.3713019499999999,1.3713019499999999,1.3713019499999999
4349,1994-07,Germany,51.18499,74.79516,74.0739,77.31791,2.55458175,2.55458175,2.55458175,2.55458175
4351,1994-07,Italy,54.73439,62.96727,63.29995,64.161,3.28178775,3.28178775,3.28178775,3.28178775
4352,1994-07,Japan,82.48097,91.07805,97.12395,100.8209,-0.98813805,-0.98813805,-0.98813805,-0.98813805
4353,1994-07,United Kingdom,41.49319,61.4,64.7,70.60406,2.49460625,2.49460625,2.49460625,2.49460625
4354,1994-07,United States,52.63807,59.43139,62.61154,64.56234,2.5331611499999998,2.5331611499999998,2.5331611499999998,2.5331611499999998
4356,1994-08,Canada,53.92807,60.48516,67.79036,70.57658,0.9186254,0.9186254,0.9186254,0.9186254
4358,1994-08,France,56.34555,71.03,73.95,76.75483,1.3556551000000001,1.3556551000000001,1.3556551000000001,1.3556551000000001
4359,1994-08,Germany,51.93432,74.34942,74.26048,77.51481,3.10923725,3.10923725,3.10923725,3.10923725
4361,1994-08,Italy,54.77914,63.02064,63.4038,64.28283,3.7030215,3.7030215,3.7030215,3.7030215
4362,1994-08,Japan,82.38278,93.40861,97.63299,100.8462,-0.788432775,-0.788432775,-0.788432775,-0.788432775
4363,1994-08,United Kingdom,42.06102,61.6,65.1,70.90522,2.987873,2.987873,2.987873,2.987873
4364,1994-08,United States,53.47594,59.72029,62.86469,64.81002,3.124972,3.124972,3.124972,3.124972
4366,1994-09,Canada,53.39281,59.7769,67.86937,70.86855,0.53661485,0.53661485,0.53661485,0.53661485
4368,1994-09,France,56.1757,71.56,74.18,76.95976,1.3052172535,1.3052172535,1.3052172535,1.3052172535
4369,1994-09,Germany,51.1498,74.17112,74.0739,77.43335,2.87732475,2.87732475,2.87732475,2.87732475
4371,1994-09,Italy,54.82389,63.44753,63.61152,64.45065,3.83286575,3.83286575,3.83286575,3.83286575
4372,1994-09,Japan,82.28459,93.23925,97.93841,101.3022,-0.552040325,-0.552040325,-0.552040325,-0.552040325
4373,1994-09,United Kingdom,41.94119,61.0,65.2,71.20613,2.55331625,2.55331625,2.55331625,2.55331625
4374,1994-09,United States,53.32808,59.8441,63.03345,65.01642,3.098779,3.098779,3.098779,3.098779
4376,1994-10,Canada,52.32227,59.98938,67.71135,70.75747,0.0038481499999999946,0.0038481499999999946,0.0038481499999999946,0.0038481499999999946
4378,1994-10,France,56.06091,72.18,74.34,77.04102,1.3555085,1.3555085,1.3555085,1.3555085
4379,1994-10,Germany,51.20486,74.26027,73.98061,77.28289,2.7059414999999998,2.7059414999999998,2.7059414999999998,2.7059414999999998
4381,1994-10,Italy,54.82389,63.87443,63.92308,64.76174,3.7836392500000002,3.7836392500000002,3.7836392500000002,3.7836392500000002
4382,1994-10,Japan,82.1864,94.52696,98.34563,101.5148,0.23205009999999998,0.23205009999999998,0.23205009999999998,0.23205009999999998
4383,1994-10,United Kingdom,41.61589,60.9,65.1,71.40307,2.65570325,2.65570325,2.65570325,2.65570325
4384,1994-10,United States,52.1452,59.76156,63.07565,65.22282,2.19002765,2.19002765,2.19002765,2.19002765
4386,1994-11,Canada,53.19208,60.13103,68.1064,71.13786,0.372999225,0.372999225,0.372999225,0.372999225
4388,1994-11,France,56.11089,71.7,74.35,77.16501,1.085017825,1.085017825,1.085017825,1.085017825
4389,1994-11,Germany,51.31726,73.99283,74.0739,77.43517,2.62685775,2.62685775,2.62685775,2.62685775
4391,1994-11,Italy,55.00291,64.14124,64.18272,65.02692,3.850176,3.850176,3.850176,3.850176
4392,1994-11,Japan,82.08821,93.2374,98.04021,101.5081,0.694827475,0.694827475,0.694827475,0.694827475
4393,1994-11,United Kingdom,41.33054,61.1,65.2,71.47963,2.927114,2.927114,2.927114,2.927114
4394,1994-11,United States,52.09591,59.88538,63.16003,65.30538,2.53989975,2.53989975,2.53989975,2.53989975
4396,1994-12,Canada,52.72372,60.34351,68.18541,71.26012,0.5825389,0.5825389,0.5825389,0.5825389
4398,1994-12,France,56.03601,71.32,74.33,77.23878,1.10254574,1.10254574,1.10254574,1.10254574
4399,1994-12,Germany,51.1498,74.17112,74.26048,77.68372,2.76359775,2.76359775,2.76359775,2.76359775
4401,1994-12,Italy,55.04766,64.51478,64.3385,65.13845,3.957631,3.957631,3.957631,3.957631
4402,1994-12,Japan,81.99002,92.1964,97.8366,101.5212,0.226870175,0.226870175,0.226870175,0.226870175
4403,1994-12,United Kingdom,42.06281,61.6,65.5,71.70949,3.1189235,3.1189235,3.1189235,3.1189235
4404,1994-12,United States,51.60305,60.79335,63.16003,65.18154,2.758446,2.758446,2.758446,2.758446
4406,1995-01,Canada,52.523,61.61837,68.42244,71.36789,1.248992675,1.248992675,1.248992675,1.248992675
4408,1995-01,France,56.70533,72.18,74.52,77.20932,1.7021597499999999,1.7021597499999999,1.7021597499999999,1.7021597499999999
4409,1995-01,Germany,51.03582,74.97345,74.54036,77.93709,1.8343152775,1.8343152775,1.8343152775,1.8343152775
4411,1995-01,Italy,55.22668,64.94167,64.59814,65.36368,3.415753425,3.415753425,3.415753425,3.415753425
4412,1995-01,Japan,81.79363,93.84406,97.8366,101.0405,-0.014987275000000022,-0.014987275000000022,-0.014987275000000022,-0.014987275000000022
4413,1995-01,United Kingdom,42.43093,62.2,65.5,71.52573,3.6974435,3.6974435,3.6974435,3.6974435
4414,1995-01,United States,51.35661,61.1648,63.41317,65.51178,2.89463875,2.89463875,2.89463875,2.89463875
4416,1995-02,Canada,52.65681,62.04332,68.73848,71.6862,2.05973825,2.05973825,2.05973825,2.05973825
4418,1995-02,France,57.05001,72.15,74.75,77.48866,1.7546685,1.7546685,1.7546685,1.7546685
4419,1995-02,Germany,51.02287,75.50834,74.91353,78.34527,1.6021369500000002,1.6021369500000002,1.6021369500000002,1.6021369500000002
4421,1995-02,Italy,55.4057,65.42193,65.06549,65.854,3.75074875,3.75074875,3.75074875,3.75074875
4422,1995-02,Japan,81.49906,93.28978,97.53118,100.82,-0.44445475,-0.44445475,-0.44445475,-0.44445475
4423,1995-02,United Kingdom,42.27692,62.5,65.7,72.03181,3.64767025,3.64767025,3.64767025,3.64767025
4424,1995-02,United States,51.11018,61.04099,63.66632,65.88331,2.8035212499999997,2.8035212499999997,2.8035212499999997,2.8035212499999997
4426,1995-03,Canada,52.99136,61.90167,68.8965,71.87479,2.461402,2.461402,2.461402,2.461402
4428,1995-03,France,56.92495,72.35,74.98,77.76823,1.826397,1.826397,1.826397,1.826397
4429,1995-03,Germany,50.79269,75.41919,74.91353,78.4005,1.42575985,1.42575985,1.42575985,1.42575985
4431,1995-03,Italy,57.41964,65.79546,65.6367,66.34348,5.0563645,5.0563645,5.0563645,5.0563645
4432,1995-03,Japan,81.40086,92.04266,97.42937,101.0467,-1.2163511,-1.2163511,-1.2163511,-1.2163511
4433,1995-03,United Kingdom,42.50901,62.9,66.0,72.28581,3.96488275,3.96488275,3.96488275,3.96488275
4434,1995-03,United States,50.86375,60.91717,63.87727,66.21355,2.6107175,2.6107175,2.6107175,2.6107175
4436,1995-04,Canada,53.19208,62.89323,69.13353,71.98322,2.99697625,2.99697625,2.99697625,2.99697625
4438,1995-04,France,56.96485,72.48,75.07,77.85451,1.5942447499999999,1.5942447499999999,1.5942447499999999,1.5942447499999999
4439,1995-04,Germany,50.97549,75.50834,75.00682,78.47844,1.352784575,1.352784575,1.352784575,1.352784575
4441,1995-04,Italy,57.50914,66.22236,65.89634,66.57684,5.33136175,5.33136175,5.33136175,5.33136175
4442,1995-04,Japan,81.30267,91.91927,97.73479,101.5324,-0.872322775,-0.872322775,-0.872322775,-0.872322775
4443,1995-04,United Kingdom,42.80768,62.9,66.4,73.1714,2.936313,2.936313,2.936313,2.936313
4444,1995-04,United States,51.20875,61.57752,64.08823,66.33739,3.08255575,3.08255575,3.08255575,3.08255575
4446,1995-05,Canada,54.39643,62.2558,69.29155,72.1525,3.351893,3.351893,3.351893,3.351893
4448,1995-05,France,57.12464,72.84,75.18,77.89799,1.53105225,1.53105225,1.53105225,1.53105225
4449,1995-05,Germany,50.95181,75.95408,75.00682,78.404,1.112963875,1.112963875,1.112963875,1.112963875
4451,1995-05,Italy,58.00144,66.75598,66.31176,66.95578,5.7170077500000005,5.7170077500000005,5.7170077500000005,5.7170077500000005
4452,1995-05,Japan,81.0081,92.5653,97.93841,101.6655,-0.5851286250000001,-0.5851286250000001,-0.5851286250000001,-0.5851286250000001
4453,1995-05,United Kingdom,42.83898,63.9,66.7,73.3395,3.19562325,3.19562325,3.19562325,3.19562325
4454,1995-05,United States,52.39163,61.37116,64.21481,66.37867,3.38838925,3.38838925,3.38838925,3.38838925
4456,1995-06,Canada,54.32952,62.39745,69.29155,72.13583,2.805974,2.805974,2.805974,2.805974
4458,1995-06,France,57.11455,72.65,75.18,77.94524,1.5857125,1.5857125,1.5857125,1.5857125
4459,1995-06,Germany,51.1583,75.86493,75.10011,78.50928,1.11683375,1.11683375,1.11683375,1.11683375
4461,1995-06,Italy,58.0462,67.18288,66.72718,67.40201,6.00511575,6.00511575,6.00511575,6.00511575
4462,1995-06,Japan,80.90991,92.42673,97.8366,101.622,-0.14901360000000002,-0.14901360000000002,-0.14901360000000002,-0.14901360000000002
4463,1995-06,United Kingdom,42.83611,63.7,66.8,73.5584,3.11994,3.11994,3.11994,3.11994
4464,1995-06,United States,53.87023,61.12353,64.34138,66.41994,3.27356925,3.27356925,3.27356925,3.27356925
4466,1995-07,Canada,53.92807,62.32663,69.44956,72.40192,2.182890775,2.182890775,2.182890775,2.182890775
4468,1995-07,France,56.81473,72.25,75.04,77.88728,1.349491,1.349491,1.349491,1.349491
4469,1995-07,Germany,50.38822,75.33005,75.2867,78.98584,0.738249275,0.738249275,0.738249275,0.738249275
4471,1995-07,Italy,58.00144,67.18288,66.83104,67.54527,5.8792095,5.8792095,5.8792095,5.8792095
4472,1995-07,Japan,80.61533,91.04733,97.32757,101.2906,-0.4324244,-0.4324244,-0.4324244,-0.4324244
4473,1995-07,United Kingdom,42.89224,63.2,66.6,73.21014,3.1907175,3.1907175,3.1907175,3.1907175
4474,1995-07,United States,53.27879,61.1648,64.34138,66.50251,2.47545325,2.47545325,2.47545325,2.47545325
4476,1995-08,Canada,53.19208,61.47672,69.29155,72.43635,1.2810347499999999,1.2810347499999999,1.2810347499999999,1.2810347499999999
4478,1995-08,France,57.55502,71.76,75.4,78.40797,1.8222057500000002,1.8222057500000002,1.8222057500000002,1.8222057500000002
4479,1995-08,Germany,50.49147,74.43857,75.2867,79.12513,0.20025402500000006,0.20025402500000006,0.20025402500000006,0.20025402500000006
4481,1995-08,Italy,58.00144,67.23624,67.03875,67.81037,5.948033,5.948033,5.948033,5.948033
4482,1995-08,Japan,80.51714,92.01731,97.42937,101.1756,-0.9068489000000001,-0.9068489000000001,-0.9068489000000001,-0.9068489000000001
4483,1995-08,United Kingdom,42.79904,64.2,66.9,73.48042,3.07163575,3.07163575,3.07163575,3.07163575
4484,1995-08,United States,52.93378,61.24734,64.51014,66.70891,1.77264375,1.77264375,1.77264375,1.77264375
4486,1995-09,Canada,53.3259,61.19341,69.37055,72.57201,1.714977925,1.714977925,1.714977925,1.714977925
4488,1995-09,France,57.80992,71.74,75.67,78.75005,1.87388655,1.87388655,1.87388655,1.87388655
4489,1995-09,Germany,50.81415,74.17112,75.2867,79.11682,0.788794675,0.788794675,0.788794675,0.788794675
4491,1995-09,Italy,57.73292,67.55641,67.19453,67.96368,5.7163805,5.7163805,5.7163805,5.7163805
4492,1995-09,Japan,80.41895,92.4393,98.04021,101.9148,-0.580137825,-0.580137825,-0.580137825,-0.580137825
4493,1995-09,United Kingdom,42.59465,64.4,67.2,73.9144,3.4653650000000003,3.4653650000000003,3.4653650000000003,3.4653650000000003
4494,1995-09,United States,52.34235,61.57752,64.63671,66.91531,1.6280662499999998,1.6280662499999998,1.6280662499999998,1.6280662499999998
4496,1995-10,Canada,52.72372,61.19341,69.29155,72.54328,1.9079791,1.9079791,1.9079791,1.9079791
4498,1995-10,France,57.75999,71.79,75.75,78.8528,1.684711525,1.684711525,1.684711525,1.684711525
4499,1995-10,Germany,50.54956,73.99283,75.10011,78.94358,0.5055492500000001,0.5055492500000001,0.5055492500000001,0.5055492500000001
4501,1995-10,Italy,57.73292,67.82323,67.45417,68.24511,5.597737,5.597737,5.597737,5.597737
4502,1995-10,Japan,80.41895,91.33075,97.73479,101.8421,-1.45234945,-1.45234945,-1.45234945,-1.45234945
4503,1995-10,United Kingdom,42.28555,63.6,67.1,73.61008,3.0500145,3.0500145,3.0500145,3.0500145
4504,1995-10,United States,51.50447,61.78388,64.84767,67.20428,2.00064625,2.00064625,2.00064625,2.00064625
4506,1995-11,Canada,52.523,61.19341,69.52857,72.87473,1.2596577500000001,1.2596577500000001,1.2596577500000001,1.2596577500000001
4508,1995-11,France,57.79498,72.1,75.81,78.85519,1.9283205,1.9283205,1.9283205,1.9283205
4509,1995-11,Germany,50.64208,73.99283,75.10011,78.9277,0.49928525,0.49928525,0.49928525,0.49928525
4511,1995-11,Italy,57.77767,67.92995,67.81767,68.70162,5.56651625,5.56651625,5.56651625,5.56651625
4512,1995-11,Japan,80.32076,89.67421,97.42937,101.9128,-1.569021475,-1.569021475,-1.569021475,-1.569021475
4513,1995-11,United Kingdom,42.00596,63.7,67.1,73.64957,2.9424805,2.9424805,2.9424805,2.9424805
4514,1995-11,United States,50.6666,61.70133,64.80548,67.28683,1.4820305,1.4820305,1.4820305,1.4820305
4516,1995-12,Canada,53.19208,61.54754,69.37055,72.52623,1.599623225,1.599623225,1.599623225,1.599623225
4518,1995-12,France,58.04503,72.25,75.88,78.88435,2.27624975,2.27624975,2.27624975,2.27624975
4519,1995-12,Germany,50.99918,74.08197,75.37999,79.22578,0.769488475,0.769488475,0.769488475,0.769488475
4521,1995-12,Italy,58.00144,68.09003,67.92152,68.78056,5.516991,5.516991,5.516991,5.516991
4522,1995-12,Japan,80.12437,89.95763,97.42937,101.8419,-1.171950525,-1.171950525,-1.171950525,-1.171950525
4523,1995-12,United Kingdom,43.50288,64.3,67.5,73.84589,3.47571275,3.47571275,3.47571275,3.47571275
