,date,country,Energy_IDX2015,Food_IDX2015,Total_IDX2015,core_IDX2015,Energy_MoM,Food_MoM,Total_MoM,core_MoM
2230,1974-05,Germany,22.12392,45.58733,37.57701,38.3596,9.89867,9.89867,9.89867,9.89867
2232,1974-05,Italy,8.568876,9.087565,8.036855,7.726353,24.569845,24.569845,24.569845,24.569845
2233,1974-05,Japan,48.70305,50.55202,47.4421,47.65784,23.383025,23.383025,23.383025,23.383025
2234,1974-05,United Kingdom,7.362205,13.25027,12.38279,13.26248,18.217175,18.217175,18.217175,18.217175
2235,1974-05,United States,18.92605,23.23602,20.50486,19.97965,16.74613425,16.74613425,16.74613425,16.74613425
2236,1974-06,Canada,12.1104,19.90203,20.62154,21.73018,14.751265,14.751265,14.751265,14.751265
2237,1974-06,France,15.5468,19.7204,19.85682,20.40333,19.44288,19.44288,19.44288,19.44288
2238,1974-06,Germany,22.12392,45.72956,37.70749,38.50443,8.8869125,8.8869125,8.8869125,8.8869125
2240,1974-06,Italy,8.687764,9.183617,8.15045,7.843844,24.862610000000004,24.862610000000004,24.862610000000004,24.862610000000004
2241,1974-06,Japan,53.90721,49.66145,47.74752,47.89899,26.944185,26.944185,26.944185,26.944185
2242,1974-06,United Kingdom,7.499122,13.42728,12.50938,13.36636,19.234302500000002,19.234302500000002,19.234302500000002,19.234302500000002
2243,1974-06,United States,19.07391,23.31856,20.67362,20.22733,16.48560875,16.48560875,16.48560875,16.48560875
2244,1974-07,Canada,12.1104,20.1145,20.77956,21.89751,13.8189535,13.8189535,13.8189535,13.8189535
2245,1974-07,France,15.98558,19.87458,20.1054,20.65212,20.52856,20.52856,20.52856,20.52856
2246,1974-07,Germany,22.48004,45.44509,37.83797,38.68053,8.63479675,8.63479675,8.63479675,8.63479675
2248,1974-07,Italy,9.382182,9.413074,8.315163,7.944287,28.45221,28.45221,28.45221,28.45221
2249,1974-07,Japan,54.20178,51.45965,48.66378,48.66104,28.5129175,28.5129175,28.5129175,28.5129175
2250,1974-07,United Kingdom,7.660201,13.41464,12.62446,13.50974,20.083135,20.083135,20.083135,20.083135
2251,1974-07,United States,19.27105,23.27729,20.84239,20.43373,16.92252725,16.92252725,16.92252725,16.92252725
2252,1974-08,Canada,12.1104,20.3978,21.01659,22.15472,12.587159999999999,12.587159999999999,12.587159999999999,12.587159999999999
2253,1974-08,France,16.17506,20.01474,20.26624,20.81457,20.4421875,20.4421875,20.4421875,20.4421875
2254,1974-08,Germany,22.6581,45.16061,37.90321,38.79277,9.09308875,9.09308875,9.09308875,9.09308875
2256,1974-08,Italy,9.484086,9.674548,8.496915,8.1134,30.039595,30.039595,30.039595,30.039595
2257,1974-08,Japan,54.39817,53.32946,49.17282,48.85101,28.86645,28.86645,28.86645,28.86645
2258,1974-08,United Kingdom,7.697659,13.50314,12.63597,13.49406,20.22712,20.22712,20.22712,20.22712
2259,1974-08,United States,19.32034,23.64874,21.09553,20.68141,15.383214,15.383214,15.383214,15.383214
2260,1974-09,Canada,12.1104,20.3978,21.17461,22.35933,12.5256125,12.5256125,12.5256125,12.5256125
2261,1974-09,France,16.25484,20.14088,20.48557,21.0731,20.558195,20.558195,20.558195,20.558195
2262,1974-09,Germany,22.92519,45.16061,37.96844,38.84631,9.02194175,9.02194175,9.02194175,9.02194175
2264,1974-09,Italy,9.554852,10.05342,8.741144,8.339789,32.5095675,32.5095675,32.5095675,32.5095675
2265,1974-09,Japan,56.65657,54.28008,49.88547,49.36893,28.27011,28.27011,28.27011,28.27011
2266,1974-09,United Kingdom,7.701686,13.68015,12.77407,13.6584,20.2902,20.2902,20.2902,20.2902
2267,1974-09,United States,19.36963,23.97891,21.34868,20.92909,16.678905,16.678905,16.678905,16.678905
2268,1974-10,Canada,12.1104,20.68111,21.41164,22.61654,13.0456375,13.0456375,13.0456375,13.0456375
2269,1974-10,France,16.31467,20.37915,20.73415,21.34666,20.4460525,20.4460525,20.4460525,20.4460525
2270,1974-10,Germany,23.37034,45.30285,38.2294,39.10854,8.411969,8.411969,8.411969,8.411969
2272,1974-10,Italy,9.602974,10.30422,8.905857,8.493611,31.4500875,31.4500875,31.4500875,31.4500875
2273,1974-10,Japan,57.34392,55.14659,51.00534,50.6092,29.92158,29.92158,29.92158,29.92158
2274,1974-10,United Kingdom,7.70974,14.03416,13.02725,13.94738,19.4274025,19.4274025,19.4274025,19.4274025
2275,1974-10,United States,19.22177,24.144,21.55964,21.17678,16.064705,16.064705,16.064705,16.064705
2276,1974-11,Canada,12.1104,20.89359,21.56966,22.78388,12.718024999999999,12.718024999999999,12.718024999999999,12.718024999999999
2277,1974-11,France,16.31467,20.57537,20.92423,21.55791,18.8023375,18.8023375,18.8023375,18.8023375
2278,1974-11,Germany,23.41485,45.72956,38.49035,39.36885,5.1663935,5.1663935,5.1663935,5.1663935
2280,1974-11,Italy,9.605804,10.48565,9.07625,8.676471,31.830165,31.830165,31.830165,31.830165
2281,1974-11,Japan,59.60233,55.02803,51.41257,51.00306,30.29402,30.29402,30.29402,30.29402
2282,1974-11,United Kingdom,7.886927,14.36289,13.25741,14.14631,20.7938575,20.7938575,20.7938575,20.7938575
2283,1974-11,United States,19.27105,24.39163,21.7284,21.38318,15.20599,15.20599,15.20599,15.20599
2284,1974-12,Canada,12.17731,21.24771,21.80669,23.02049,12.90718875,12.90718875,12.90718875,12.90718875
2285,1974-12,France,16.33461,20.72955,21.0997,21.75706,18.957005,18.957005,18.957005,18.957005
2286,1974-12,Germany,23.37034,45.94292,38.55558,39.42224,2.99813525,2.99813525,2.99813525,2.99813525
2288,1974-12,Italy,9.608636,10.61372,9.150086,8.743225,29.280252499999996,29.280252499999996,29.280252499999996,29.280252499999996
2289,1974-12,Japan,59.70052,55.09391,51.51438,51.09443,23.9734825,23.9734825,23.9734825,23.9734825
2290,1974-12,United Kingdom,8.41499,14.51461,13.45305,14.24438,22.76274,22.76274,22.76274,22.76274
2291,1974-12,United States,19.41891,24.68053,21.89716,21.46574,14.3649325,14.3649325,14.3649325,14.3649325
2292,1975-01,Canada,12.37803,21.24771,21.80669,22.99596,12.44058,12.44058,12.44058,12.44058
2293,1975-01,France,16.87312,20.86971,21.33365,21.97746,15.6049325,15.6049325,15.6049325,15.6049325
2294,1975-01,Germany,24.26064,46.29852,38.94701,39.76558,5.101936,5.101936,5.101936,5.101936
2296,1975-01,Italy,9.608636,10.76847,9.269361,8.864482,27.6342625,27.6342625,27.6342625,27.6342625
2297,1975-01,Japan,59.01317,56.19811,52.12522,51.71304,19.488120000000002,19.488120000000002,19.488120000000002,19.488120000000002
2298,1975-01,United Kingdom,9.080959,14.96978,13.79829,14.43135,24.3160225,24.3160225,24.3160225,24.3160225
2299,1975-01,United States,19.61606,24.84562,21.98155,21.5483,12.696355,12.696355,12.696355,12.696355
2300,1975-02,Canada,12.37803,21.46019,22.04372,23.2656,12.2988875,12.2988875,12.2988875,12.2988875
2301,1975-02,France,16.90303,21.06593,21.4945,22.14533,13.6267925,13.6267925,13.6267925,13.6267925
2302,1975-02,Germany,24.12709,46.51187,39.14273,39.99831,4.366708,4.366708,4.366708,4.366708
2304,1975-02,Italy,9.617127,10.86986,9.405676,9.021122,25.62971,25.62971,25.62971,25.62971
2305,1975-02,Japan,59.01317,56.41838,52.22703,51.75079,16.701505,16.701505,16.701505,16.701505
2306,1975-02,United Kingdom,9.197742,15.31115,14.02846,14.64594,22.5019225,22.5019225,22.5019225,22.5019225
2307,1975-02,United States,19.8132,24.92816,22.15031,21.71342,11.048905,11.048905,11.048905,11.048905
2308,1975-03,Canada,12.64567,21.38936,22.12273,23.34763,11.90869,11.90869,11.90869,11.90869
2309,1975-03,France,16.92298,21.29018,21.66996,22.3275,12.7832075,12.7832075,12.7832075,12.7832075
2310,1975-03,Germany,24.12709,46.79635,39.33844,40.20346,5.499505,5.499505,5.499505,5.499505
2312,1975-03,Italy,9.605804,10.96591,9.417035,9.01341,19.5968425,19.5968425,19.5968425,19.5968425
2313,1975-03,Japan,59.30775,57.85868,52.63426,51.9356,17.4417425,17.4417425,17.4417425,17.4417425
2314,1975-03,United Kingdom,9.309889,15.84217,14.30465,14.87252,23.9999575,23.9999575,23.9999575,23.9999575
2315,1975-03,United States,19.86249,24.84562,22.23469,21.83726,9.3189945,9.3189945,9.3189945,9.3189945
2316,1975-04,Canada,12.71257,21.46019,22.28075,23.53164,12.0797925,12.0797925,12.0797925,12.0797925
2317,1975-04,France,16.79334,21.54247,21.86005,22.5406,11.534438250000001,11.534438250000001,11.534438250000001,11.534438250000001
2318,1975-04,Germany,24.30515,47.43642,39.66463,40.49651,7.030665,7.030665,7.030665,7.030665
2320,1975-04,Italy,9.617127,11.12066,9.541989,9.141251,19.2413575,19.2413575,19.2413575,19.2413575
2321,1975-04,Japan,59.50413,58.14463,53.55052,53.12097,15.0656225,15.0656225,15.0656225,15.0656225
2322,1975-04,United Kingdom,9.556142,16.4617,14.85705,15.489,24.46958,24.46958,24.46958,24.46958
2323,1975-04,United States,20.05964,24.80435,22.31907,22.00238,9.19020225,9.19020225,9.19020225,9.19020225
2324,1975-05,Canada,12.77948,21.67267,22.51778,23.7931,9.69187925,9.69187925,9.69187925,9.69187925
2325,1975-05,France,16.81328,21.72468,22.02089,22.71305,11.16038275,11.16038275,11.16038275,11.16038275
2326,1975-05,Germany,24.26064,47.86314,39.86034,40.68264,6.695624,6.695624,6.695624,6.695624
2328,1975-05,Italy,9.577498,11.21671,9.621506,9.227465,18.5864425,18.5864425,18.5864425,18.5864425
2329,1975-05,Japan,59.50413,58.04213,53.85594,53.552,15.8404225,15.8404225,15.8404225,15.8404225
2330,1975-05,United Kingdom,9.85011,16.72721,15.47849,16.29626,26.97708,26.97708,26.97708,26.97708
2331,1975-05,United States,20.30607,24.88689,22.44565,22.08494,8.59966825,8.59966825,8.59966825,8.59966825
2332,1975-06,Canada,12.77948,22.52258,22.75481,23.9509,9.814120500000001,9.814120500000001,9.814120500000001,9.814120500000001
2333,1975-06,France,16.74348,21.93492,22.18173,22.8894,10.704968,10.704968,10.704968,10.704968
2334,1975-06,Germany,24.83933,48.64544,40.18653,40.90504,7.864756,7.864756,7.864756,7.864756
2336,1975-06,Italy,9.566175,11.32344,9.695343,9.300831,17.7352275,17.7352275,17.7352275,17.7352275
2337,1975-06,Japan,59.50413,57.17345,53.85594,53.74344,12.7776375,12.7776375,12.7776375,12.7776375
2338,1975-06,United Kingdom,10.14811,17.09386,15.7777,16.55394,28.1513975,28.1513975,28.1513975,28.1513975
2339,1975-06,United States,20.65108,25.34088,22.61441,22.1675,8.980223,8.980223,8.980223,8.980223
2340,1975-07,Canada,13.64929,23.08918,23.07084,24.15443,12.207317499999998,12.207317499999998,12.207317499999998,12.207317499999998
2341,1975-07,France,16.72353,22.07508,22.34258,23.07679,9.6390235,9.6390235,9.6390235,9.6390235
2342,1975-07,Germany,25.15094,48.43209,40.18653,40.90519,7.603053,7.603053,7.603053,7.603053
2344,1975-07,Italy,9.58882,11.38214,9.735102,9.337418,14.43339375,14.43339375,14.43339375,14.43339375
2345,1975-07,Japan,59.60233,57.41779,54.05956,53.95514,10.955397,10.955397,10.955397,10.955397
2346,1975-07,United Kingdom,10.28905,17.20765,15.93881,16.74686,28.20209,28.20209,28.20209,28.20209
2347,1975-07,United States,21.14394,26.08377,22.86756,22.29134,10.1457295,10.1457295,10.1457295,10.1457295
2348,1975-08,Canada,13.85001,23.30166,23.30787,24.39954,12.4088675,12.4088675,12.4088675,12.4088675
2349,1975-08,France,16.72353,22.29933,22.4888,23.22152,9.334019,9.334019,9.334019,9.334019
2350,1975-08,Germany,25.41803,47.86314,40.12129,40.88646,7.3535225,7.3535225,7.3535225,7.3535225
2352,1975-08,Italy,9.617127,11.45684,9.797579,9.399947,12.74746075,12.74746075,12.74746075,12.74746075
2353,1975-08,Japan,59.70052,57.67344,53.85594,53.64062,9.474346,9.474346,9.474346,9.474346
2354,1975-08,United Kingdom,10.29308,17.2203,16.03088,16.88981,28.3192125,28.3192125,28.3192125,28.3192125
2355,1975-08,United States,21.2918,25.95996,22.90975,22.37391,9.190209249999999,9.190209249999999,9.190209249999999,9.190209249999999
2356,1975-09,Canada,14.11765,23.08918,23.38688,24.50642,12.454858250000001,12.454858250000001,12.454858250000001,12.454858250000001
2357,1975-09,France,16.8432,22.55162,22.67889,23.40493,9.3402605,9.3402605,9.3402605,9.3402605
2358,1975-09,Germany,26.48638,47.79202,40.31701,41.02819,8.29075525,8.29075525,8.29075525,8.29075525
2360,1975-09,Italy,9.676572,11.59025,9.877095,9.46784,10.770523,10.770523,10.770523,10.770523
2361,1975-09,Japan,59.79871,60.02625,55.07763,54.6488,9.30670425,9.30670425,9.30670425,9.30670425
2362,1975-09,United Kingdom,10.31724,17.39731,16.16898,17.06221,28.1575775,28.1575775,28.1575775,28.1575775
2363,1975-09,United States,21.48895,25.83614,23.03632,22.53903,8.571048000000001,8.571048000000001,8.571048000000001,8.571048000000001
2364,1975-10,Canada,14.11765,23.16001,23.5449,24.69861,11.93247625,11.93247625,11.93247625,11.93247625
2365,1975-10,France,16.94292,22.73382,22.85435,23.58778,9.032384,9.032384,9.032384,9.032384
2366,1975-10,Germany,26.8425,47.86314,40.38224,41.05931,7.78203025,7.78203025,7.78203025,7.78203025
2368,1975-10,Italy,9.707708,11.71832,9.98501,9.577701,9.92375925,9.92375925,9.92375925,9.92375925
2369,1975-10,Japan,59.8969,62.53283,55.89209,55.11637,9.11293075,9.11293075,9.11293075,9.11293075
2370,1975-10,United Kingdom,10.45476,17.54903,16.39914,17.33904,27.71265,27.71265,27.71265,27.71265
2371,1975-10,United States,21.48895,26.00123,23.1629,22.66287,8.48528,8.48528,8.48528,8.48528
2372,1975-11,Canada,14.38528,23.30166,23.78193,24.94797,12.516176750000001,12.516176750000001,12.516176750000001,12.516176750000001
2373,1975-11,France,16.95289,22.87398,23.00057,23.7517,8.79576275,8.79576275,8.79576275,8.79576275
2374,1975-11,Germany,26.79799,47.86314,40.51272,41.23349,7.276219,7.276219,7.276219,7.276219
2376,1975-11,Italy,9.733185,11.84105,10.09861,9.697021,9.31965775,9.31965775,9.31965775,9.31965775
2377,1975-11,Japan,59.99509,60.92829,55.68847,55.25628,7.00510515,7.00510515,7.00510515,7.00510515
2378,1975-11,United Kingdom,10.54738,17.91569,16.59478,17.50001,26.837305,26.837305,26.837305,26.837305
2379,1975-11,United States,21.58752,26.08377,23.33166,22.82799,8.273313,8.273313,8.273313,8.273313
2380,1975-12,Canada,14.58601,23.08918,23.86094,25.06303,11.68497,11.68497,11.68497,11.68497
2381,1975-12,France,17.28198,23.02816,23.13217,23.8543,9.04010125,9.04010125,9.04010125,9.04010125
2382,1975-12,Germany,26.66444,48.28985,40.6432,41.34543,7.3741495,7.3741495,7.3741495,7.3741495
2384,1975-12,Italy,10.00778,11.96378,10.17812,9.748034,9.900423,9.900423,9.900423,9.900423
2385,1975-12,Japan,60.28967,60.18646,55.68847,55.38691,6.607827275,6.607827275,6.607827275,6.607827275
2386,1975-12,United Kingdom,10.93314,18.21913,16.80193,17.60718,25.987022500000002,25.987022500000002,25.987022500000002,25.987022500000002
2387,1975-12,United States,21.63681,26.20759,23.41604,22.91055,7.818949,7.818949,7.818949,7.818949
2388,1976-01,Canada,14.85364,23.01836,23.93995,25.14506,11.86536925,11.86536925,11.86536925,11.86536925
2389,1976-01,France,17.59112,23.02816,23.38075,24.1559,8.52640025,8.52640025,8.52640025,8.52640025
2390,1976-01,Germany,26.97605,48.78768,40.96939,41.64718,6.62334325,6.62334325,6.62334325,6.62334325
2392,1976-01,Italy,8.934962,12.12387,10.28604,9.950183,7.197873749999999,7.197873749999999,7.197873749999999,7.197873749999999
2393,1976-01,Japan,60.68243,61.72998,56.70654,56.35954,7.5893255,7.5893255,7.5893255,7.5893255
2394,1976-01,United Kingdom,11.05676,18.71222,17.02058,17.76169,23.2968825,23.2968825,23.2968825,23.2968825
2395,1976-01,United States,21.68609,26.20759,23.45823,22.99311,7.36432975,7.36432975,7.36432975,7.36432975
2396,1976-02,Canada,14.98745,22.87671,24.09797,25.35817,11.49875075,11.49875075,11.49875075,11.49875075
2397,1976-02,France,17.59112,23.49068,23.54159,24.2628,8.66665225,8.66665225,8.66665225,8.66665225
2398,1976-02,Germany,27.02056,49.35664,41.23034,41.8833,7.03870875,7.03870875,7.03870875,7.03870875
2400,1976-02,Italy,8.954777,12.4387,10.51323,10.17434,8.02617,8.02617,8.02617,8.02617
2401,1976-02,Japan,60.68243,62.7949,57.11377,56.66852,8.23338775,8.23338775,8.23338775,8.23338775
2402,1976-02,United Kingdom,11.01428,19.16738,17.23924,17.9801,22.6470925,22.6470925,22.6470925,22.6470925
2403,1976-02,United States,21.68609,26.0425,23.54262,23.11695,6.66813175,6.66813175,6.66813175,6.66813175
2404,1976-03,Canada,15.05436,22.66423,24.17698,25.48958,10.866940249999999,10.866940249999999,10.866940249999999,10.866940249999999
2405,1976-03,France,18.26924,23.72895,23.7463,24.40298,9.57184625,9.57184625,9.57184625,9.57184625
2406,1976-03,Germany,26.75347,49.56999,41.36081,42.04701,6.6347925,6.6347925,6.6347925,6.6347925
2408,1976-03,Italy,9.496703,12.75888,10.72338,10.3269,10.914839749999999,10.914839749999999,10.914839749999999,10.914839749999999
2409,1976-03,Japan,60.78062,62.82212,57.31738,56.9265,7.3429485,7.3429485,7.3429485,7.3429485
2410,1976-03,United Kingdom,10.97926,19.35703,17.3313,18.07391,20.7004725,20.7004725,20.7004725,20.7004725
2411,1976-03,United States,21.58752,25.7536,23.58481,23.28207,6.25692775,6.25692775,6.25692775,6.25692775
2412,1976-04,Canada,15.05436,22.52258,24.25599,25.61674,10.2744055,10.2744055,10.2744055,10.2744055
2413,1976-04,France,18.3191,23.92518,23.95101,24.62819,9.743176250000001,9.743176250000001,9.743176250000001,9.743176250000001
2414,1976-04,Germany,27.06508,49.99671,41.55653,42.19184,6.42717375,6.42717375,6.42717375,6.42717375
2416,1976-04,Italy,10.3258,13.16977,11.00737,10.52971,14.08526775,14.08526775,14.08526775,14.08526775
2417,1976-04,Japan,60.78062,64.4069,58.64088,58.29709,8.014850500000001,8.014850500000001,8.014850500000001,8.014850500000001
2418,1976-04,United Kingdom,11.22369,19.73633,17.66504,18.41364,18.7811475,18.7811475,18.7811475,18.7811475
2419,1976-04,United States,21.58752,25.83614,23.66919,23.40591,6.051144750000001,6.051144750000001,6.051144750000001,6.051144750000001
2420,1976-05,Canada,15.12127,22.87671,24.41401,25.75104,10.13256075,10.13256075,10.13256075,10.13256075
2421,1976-05,France,18.48863,24.10738,24.11185,24.78282,9.88504975,9.88504975,9.88504975,9.88504975
2422,1976-05,Germany,26.93153,50.13895,41.62177,42.26765,6.0197535,6.0197535,6.0197535,6.0197535
2424,1976-05,Italy,10.49281,13.38321,11.22888,10.75818,15.541652749999999,15.541652749999999,15.541652749999999,15.541652749999999
2425,1976-05,Japan,60.68243,63.92021,58.84449,58.73351,7.745780249999999,7.745780249999999,7.745780249999999,7.745780249999999
2426,1976-05,United Kingdom,11.55891,19.81219,17.86068,18.59864,16.3273825,16.3273825,16.3273825,16.3273825
2427,1976-05,United States,21.83395,25.91869,23.83795,23.52975,6.10381825,6.10381825,6.10381825,6.10381825
2428,1976-06,Canada,15.25509,22.94753,24.57203,25.92687,9.37368175,9.37368175,9.37368175,9.37368175
2429,1976-06,France,18.71799,24.17746,24.21421,24.87787,9.966619,9.966619,9.966619,9.966619
2430,1976-06,Germany,27.06508,50.13895,41.687,42.33667,4.816102,4.816102,4.816102,4.816102
2432,1976-06,Italy,10.60604,13.37788,11.27999,10.81775,15.4168475,15.4168475,15.4168475,15.4168475
2433,1976-06,Japan,60.87881,63.14095,58.9463,59.02031,8.0415995,8.0415995,8.0415995,8.0415995
2434,1976-06,United Kingdom,11.71194,19.79955,17.95274,18.70852,14.509887500000001,14.509887500000001,14.509887500000001,14.509887500000001
2435,1976-06,United States,22.17896,26.0425,23.96453,23.61231,5.6637845,5.6637845,5.6637845,5.6637845
2436,1976-07,Canada,15.25509,23.01836,24.73005,26.11906,6.695838125,6.695838125,6.695838125,6.695838125
2437,1976-07,France,18.71799,24.34566,24.44816,25.15563,10.1610485,10.1610485,10.1610485,10.1610485
2438,1976-07,Germany,26.97605,49.64111,41.62177,42.34715,4.21238275,4.21238275,4.21238275,4.21238275
2440,1976-07,Italy,10.60038,13.4259,11.33679,10.8824,15.3760525,15.3760525,15.3760525,15.3760525
2441,1976-07,Japan,64.02095,63.36135,59.35352,59.25687,9.372782,9.372782,9.372782,9.372782
2442,1976-07,United Kingdom,11.78442,19.49611,17.98727,18.85906,13.324285,13.324285,13.324285,13.324285
2443,1976-07,United States,22.37611,26.20759,24.0911,23.77743,4.579852649999999,4.579852649999999,4.579852649999999,4.579852649999999
2444,1976-08,Canada,15.25509,22.80588,24.73005,26.15634,5.3297697500000005,5.3297697500000005,5.3297697500000005,5.3297697500000005
2445,1976-08,France,18.71799,24.68204,24.62363,25.313,10.277660749999999,10.277660749999999,10.277660749999999,10.277660749999999
2446,1976-08,Germany,27.06508,49.99671,41.75224,42.44537,4.7038335,4.7038335,4.7038335,4.7038335
2448,1976-08,Italy,10.61453,13.59133,11.46175,11.00733,15.77179,15.77179,15.77179,15.77179
2449,1976-08,Japan,65.10106,62.39582,58.9463,58.86656,9.0941725,9.0941725,9.0941725,9.0941725
2450,1976-08,United Kingdom,11.88791,20.06506,18.24045,19.04148,14.63416,14.63416,14.63416,14.63416
2451,1976-08,United States,22.47468,26.24886,24.21767,23.90127,4.80100625,4.80100625,4.80100625,4.80100625
2452,1976-09,Canada,15.92417,22.66423,24.88807,26.30404,6.1774854999999995,6.1774854999999995,6.1774854999999995,6.1774854999999995
2453,1976-09,France,18.7878,25.10251,24.88682,25.56112,10.451222,10.451222,10.451222,10.451222
2454,1976-09,Germany,27.15411,49.78335,41.81748,42.55584,3.5331945000000005,3.5331945000000005,3.5331945000000005,3.5331945000000005
2456,1976-09,Italy,10.64284,13.96486,11.65486,11.17039,16.61373825,16.61373825,16.61373825,16.61373825
2457,1976-09,Japan,67.16308,65.50498,60.4734,59.99041,10.2542325,10.2542325,10.2542325,10.2542325
2458,1976-09,United Kingdom,11.89999,20.70988,18.48212,19.1988,15.302480000000001,15.302480000000001,15.302480000000001,15.302480000000001
2459,1976-09,United States,22.62254,26.08377,24.30205,24.06639,4.626189375,4.626189375,4.626189375,4.626189375
2460,1976-10,Canada,16.1249,22.66423,25.04609,26.48413,6.420602499999999,6.420602499999999,6.420602499999999,6.420602499999999
2461,1976-10,France,18.93738,25.39685,25.12078,25.79049,10.685188,10.685188,10.685188,10.685188
2462,1976-10,Germany,27.15411,49.78335,41.88272,42.64035,3.18476475,3.18476475,3.18476475,3.18476475
2464,1976-10,Italy,12.2986,14.35974,11.98996,11.37062,22.007327500000002,22.007327500000002,22.007327500000002,22.007327500000002
2465,1976-10,Japan,67.94862,65.79755,60.77882,60.25941,9.1736655,9.1736655,9.1736655,9.1736655
2466,1976-10,United Kingdom,12.06107,21.31676,18.81586,19.49266,15.9978975,15.9978975,15.9978975,15.9978975
2467,1976-10,United States,22.72111,26.0425,24.42863,24.19024,4.52417055,4.52417055,4.52417055,4.52417055
2468,1976-11,Canada,16.05799,22.45175,25.1251,26.63189,5.0945135,5.0945135,5.0945135,5.0945135
2469,1976-11,France,19.96453,25.57906,25.32549,25.90268,12.18871625,12.18871625,12.18871625,12.18871625
2470,1976-11,Germany,26.8425,50.13895,42.01319,42.78503,3.09686875,3.09686875,3.09686875,3.09686875
2472,1976-11,Italy,12.80812,14.62121,12.25123,11.60929,24.02688,24.02688,24.02688,24.02688
2473,1976-11,Japan,67.94862,64.201,60.77882,60.66629,9.40477975,9.40477975,9.40477975,9.40477975
2474,1976-11,United Kingdom,12.39447,21.7087,19.08054,19.6777,16.52673,16.52673,16.52673,16.52673
2475,1976-11,United States,22.86897,25.91869,24.47082,24.31408,4.17389165,4.17389165,4.17389165,4.17389165
2476,1976-12,Canada,16.05799,22.52258,25.20411,26.72177,4.9712914999999995,4.9712914999999995,4.9712914999999995,4.9712914999999995
2477,1976-12,France,19.9745,25.71922,25.41322,25.98697,11.516797,11.516797,11.516797,11.516797
2478,1976-12,Germany,27.06508,50.56566,42.14367,42.85567,3.389971,3.389971,3.389971,3.389971
2480,1976-12,Italy,12.91002,14.88269,12.26479,11.55296,23.10376,23.10376,23.10376,23.10376
2481,1976-12,Japan,67.94862,64.23511,61.49147,61.62183,10.2968665,10.2968665,10.2968665,10.2968665
2482,1976-12,United Kingdom,12.49051,22.11329,19.33372,19.92048,15.956362500000001,15.956362500000001,15.956362500000001,15.956362500000001
2483,1976-12,United States,23.16469,26.00123,24.5552,24.31408,4.3162731,4.3162731,4.3162731,4.3162731
2484,1977-01,Canada,16.39253,22.87671,25.44114,26.92567,5.7742466,5.7742466,5.7742466,5.7742466
2485,1977-01,France,19.9745,25.90142,25.48633,26.04235,10.71025825,10.71025825,10.71025825,10.71025825
2486,1977-01,Germany,27.24314,51.41909,42.60033,43.28146,3.57217125,3.57217125,3.57217125,3.57217125
2488,1977-01,Italy,12.47477,14.77063,12.42363,11.83336,25.2890375,25.2890375,25.2890375,25.2890375
2489,1977-01,Japan,67.85042,64.23511,62.00051,61.62183,8.65187725,8.65187725,8.65187725,8.65187725
2490,1977-01,United Kingdom,12.57508,22.90982,19.84008,20.4331,16.9424975,16.9424975,16.9424975,16.9424975
2491,1977-01,United States,23.36184,26.29013,24.68177,24.43792,4.88543065,4.88543065,4.88543065,4.88543065
2492,1977-02,Canada,16.39253,23.37248,25.59916,27.0433,6.1042545,6.1042545,6.1042545,6.1042545
2493,1977-02,France,20.27367,26.18174,25.6618,26.17767,10.900927750000001,10.900927750000001,10.900927750000001,10.900927750000001
2494,1977-02,Germany,27.37668,51.77468,42.79605,43.45903,3.444188,3.444188,3.444188,3.444188
2496,1977-02,Italy,12.58719,15.0321,12.6619,12.07726,25.138569999999998,25.138569999999998,25.138569999999998,25.138569999999998
2497,1977-02,Japan,68.53777,65.45659,62.40774,61.87067,8.91590675,8.91590675,8.91590675,8.91590675
2498,1977-02,United Kingdom,12.54286,23.09948,20.03572,20.69914,16.4341975,16.4341975,16.4341975,16.4341975
2499,1977-02,United States,23.65756,26.99175,24.93492,24.56176,6.224974,6.224974,6.224974,6.224974
2500,1977-03,Canada,17.06161,23.58496,25.9152,27.33349,7.954839,7.954839,7.954839,7.954839
2501,1977-03,France,20.43322,26.49009,25.89575,26.40246,10.1816115,10.1816115,10.1816115,10.1816115
2502,1977-03,Germany,27.19862,51.8458,42.86128,43.5521,3.36557125,3.36557125,3.36557125,3.36557125
2504,1977-03,Italy,12.64339,15.22421,12.82074,12.23713,22.6283325,22.6283325,22.6283325,22.6283325
2505,1977-03,Japan,68.53777,66.20972,62.71316,62.0279,9.1540635,9.1540635,9.1540635,9.1540635
2506,1977-03,United Kingdom,12.57105,23.36499,20.23136,20.92417,16.92667,16.92667,16.92667,16.92667
2507,1977-03,United States,23.90399,27.11557,25.10369,24.72688,7.166199499999999,7.166199499999999,7.166199499999999,7.166199499999999
2508,1977-04,Canada,17.19543,23.93909,26.07322,27.45962,8.7993605,8.7993605,8.7993605,8.7993605
2509,1977-04,France,20.83212,26.88254,26.23206,26.71771,11.02173575,11.02173575,11.02173575,11.02173575
2510,1977-04,Germany,27.24314,52.34364,43.057,43.7158,3.143681175,3.143681175,3.143681175,3.143681175
2512,1977-04,Italy,12.6996,15.41631,12.97958,12.39699,18.92449,18.92449,18.92449,18.92449
2513,1977-04,Japan,68.83234,66.4945,63.73123,63.31261,8.47295425,8.47295425,8.47295425,8.47295425
