country,Date,Open,High,Low,Close,Adj Close,Volume
Canada,1982-03-31,-1.2860135445926022,-1.2871139683092163,-1.2857955891242303,-1.2872122226064284,-1.2871599520649493,-0.9797688696437891
Canada,1982-04-30,-1.293662955838225,-1.2946592037480265,-1.2929432583977107,-1.2940976418470846,-1.2940255692252933,-0.9797688696437891
Canada,1982-05-31,-1.3029987060742145,-1.2990029040083855,-1.301663742158827,-1.2978880778315132,-1.2978050959277758,-0.9797688696437891
Canada,1982-06-30,-1.3249733826242127,-1.325757350517902,-1.3243999748094522,-1.3256383311830784,-1.325475561494249,-0.9797688696437891
Canada,1982-07-31,-1.3177585970175458,-1.3184543976419194,-1.3167454986160814,-1.3177966272976962,-1.3176564005400888,-0.9797688696437891
Canada,1982-08-31,-1.2862569391948087,-1.283964337242446,-1.2848344116783161,-1.2827784408475844,-1.2827389087828174,-0.9797688696437891
Canada,1982-09-30,-1.2837882528323663,-1.2850026729759978,-1.2843625481323693,-1.2847432232149643,-1.2846980645591866,-0.9797688696437891
Canada,1982-10-31,-1.2561113006324405,-1.2561542536288175,-1.2548456796323795,-1.254836930567074,-1.254877738701117,-0.9797688696437891
Canada,1982-11-30,-1.247957719401238,-1.2450267472342573,-1.2463348774478766,-1.2436568370930765,-1.2437297994558543,-0.9797688696437891
Canada,1982-12-31,-1.226678443873569,-1.2242946564293387,-1.2250142141021407,-1.222826769251129,-1.222959620740188,-0.9797688696437891
Canada,1983-01-31,-1.2125096480436086,-1.2115923450638906,-1.2110509229394497,-1.2100644284924704,-1.2102339771843722,-0.9797688696437891
Canada,1983-02-28,-1.1963415742744512,-1.1979555273132472,-1.19792650741387,-1.1998232789783754,-1.2000222893230559,-0.9797688696437891
Canada,1983-03-31,-1.1891441906709066,-1.1882297910589774,-1.1872137393471354,-1.1883997367223336,-1.1886315349384677,-0.9797688696437891
Canada,1983-04-30,-1.1576077288419249,-1.1580661295493027,-1.1564560610778771,-1.1562852553746756,-1.156609429123831,-0.9797688696437891
Canada,1983-05-31,-1.1375801878876217,-1.139462614323168,-1.1407277028720064,-1.1423927561768266,-1.1427568721042032,-0.9797688696437891
Canada,1983-06-30,-1.1394925406990275,-1.13963567027876,-1.1373023989074782,-1.1378198668924795,-1.1381971500602193,-0.9797688696437891
Canada,1983-07-31,-1.1284008859040924,-1.1303252514179154,-1.1313605746963713,-1.1324993118020037,-1.1328918811475164,-0.9797688696437891
Canada,1983-08-31,-1.1371629642517882,-1.1334402586185703,-1.1349606381965205,-1.131543005932449,-1.1319383585713811,-0.9797688696437891
Canada,1983-09-30,-1.1224378560927462,-1.124389465941103,-1.1266246168805893,-1.1286740883237851,-1.1290776635368902,-0.9797688696437891
Canada,1983-10-31,-1.1528790103788673,-1.1531686375560526,-1.15110840222152,-1.1527556088571154,-1.1530899250998206,-0.9797688696437891
Canada,1983-11-30,-1.1198301022590111,-1.1201149500379903,-1.119197336616706,-1.1214931345721275,-1.1219173752252918,-0.9797688696437891
Canada,1983-12-31,-1.120699353536923,-1.1214475146960396,-1.1184109187064124,-1.119493585935786,-1.1199235497584596,-0.9797688696437891
Canada,1984-01-31,-1.1318083678910702,-1.1337171650475133,-1.1326363278395835,-1.13401204777357,-1.1344002460771438,-0.9797688696437891
Canada,1984-02-29,-1.1447949734942886,-1.1432352426050705,-1.1435762918358057,-1.1425492256119818,-1.1429128644936055,-0.9797688696437891
Canada,1984-03-31,-1.1484979924269745,-1.1502786115476649,-1.146949116740565,-1.1491042591733613,-1.1494490983768708,-0.9797688696437891
Canada,1984-04-30,-1.1586508303754188,-1.1602812542308776,-1.1576793778272225,-1.1593280467778042,-1.1596434726106364,-0.9797688696437891
Canada,1984-05-31,-1.1766443318281907,-1.1768080979899087,-1.1746485031364595,-1.175585246560233,-1.1758539504999996,-0.9797688696437891
Canada,1984-06-30,-1.1789217871538833,-1.1783482790946813,-1.1769378701194528,-1.1771327488007608,-1.1773969851200903,-0.9797688696437891
Canada,1984-07-31,-1.1915780942490592,-1.1927638486454886,-1.190708930059551,-1.1911991217930744,-1.1914228905920325,-0.9797688696437891
Canada,1984-08-31,-1.149141229883847,-1.1495863877252972,-1.1470015531344318,-1.1479393132403808,-1.1482874303518729,-0.9797688696437891
Canada,1984-09-30,-1.1470202652545245,-1.147752019946016,-1.1453238871920135,-1.147261222421832,-1.1476113501701644,-0.9797688696437891
Canada,1984-10-31,-1.1531397857622407,-1.1545358049552226,-1.1520346362934908,-1.1541118329438698,-1.154442255204684,-0.9797688696437891
Canada,1984-11-30,-1.1510188211329182,-1.1523380027692027,-1.149413243259179,-1.151468959757941,-1.1518069768112447,-0.9790720955127838
Canada,1984-12-31,-1.1478373529669796,-1.1477693001915816,-1.1456908566172759,-1.1459397646040392,-1.146293689755764,-0.9793203501369433
Canada,1985-01-31,-1.1108941736557332,-1.112223623812991,-1.1106690627452311,-1.1120691409524273,-1.1125204887428974,-0.9783836272985721
Canada,1985-02-28,-1.114232090074132,-1.1137984076588843,-1.1119098298485974,-1.1120865453117366,-1.1125378448058096,-0.9787057122942288
Canada,1985-03-31,-1.1089296572788707,-1.110025821626971,-1.1068767893554405,-1.1089915832803374,-1.1094517331302671,-0.978490681337243
Canada,1985-04-30,-1.1026536885186944,-1.104695689744741,-1.1034689784108354,-1.1050794229048866,-1.1055508200758029,-0.9789567355573194
Canada,1985-05-31,-1.0894063075321023,-1.0896224991126866,-1.086954202294671,-1.0875181696639742,-1.0880401227056746,-0.978802614656819
Canada,1985-06-30,-1.0926572988227101,-1.0937412393057728,-1.0902221970775994,-1.0916563744621601,-1.0921663675304674,-0.9787740053878637
Canada,1985-07-31,-1.080366094241821,-1.0815581169320954,-1.0780589163320318,-1.0801632996681954,-1.0807063586356767,-0.9785100618097611
Canada,1985-08-31,-1.073446845580862,-1.0749819906196012,-1.071575363160042,-1.0729649415572287,-1.073528714261166,-0.9779840204128433
Canada,1985-09-30,-1.1025841229501154,-1.104626442012511,-1.103626244926533,-1.10560104428828,-1.1060709503034705,-0.9789539669183882
Canada,1985-10-31,-1.0987072962057574,-1.100075104180434,-1.0969853825729432,-1.0982114080235397,-1.0987026014137327,-0.9782885706952693
Canada,1985-11-30,-1.0679879220892305,-1.0686135230038196,-1.0654237933734685,-1.0664968448930814,-1.0670791758217388,-0.9782922622138442
Canada,1985-12-31,-1.0597474369521918,-1.0609125329799778,-1.057140208451404,-1.058950696743529,-1.059554792107237,-0.9797688696437891
Canada,1986-01-31,-1.0694482897024682,-1.0705344187608967,-1.0682723823372677,-1.0689658442845456,-1.0695411057628634,-0.9780458533489722
Canada,1986-02-28,-1.0678488758398927,-1.068405864307107,-1.0656335389489353,-1.066740251225469,-1.0673219060903412,-0.9776453235835996
Canada,1986-03-31,-1.0347130001483353,-1.0356463634635533,-1.031974835322011,-1.033443419585521,-1.0341208186231559,-0.9781049176461699
Canada,1986-04-30,-1.0220566930531594,-1.024415006595642,-1.0252990295944775,-1.0279490331502377,-1.028642201258138,-0.9778557401423668
Canada,1986-05-31,-1.0229085847718589,-1.0225113910841308,-1.0201436232936643,-1.020455055628956,-1.0211698008616499,-0.977923110356358
Canada,1986-06-30,-1.0293410442284052,-1.0291913678699756,-1.0265747827376897,-1.0268014491269095,-1.0274979741667756,-0.9787389359614025
Canada,1986-07-31,-1.0531237252369408,-1.0549074997709351,-1.0513731437759182,-1.0529172845655428,-1.053538730887001,-0.9780190898393044
Canada,1986-08-31,-1.0361212041961163,-1.03803454410072,-1.0340894427693834,-1.0367644260396556,-1.0374322620690266,-0.9783670154649852
Canada,1986-09-30,-1.0470389662915591,-1.0471891872515384,-1.0444002553710097,-1.0452668376091059,-1.045910253230387,-0.9782341207962901
Canada,1986-10-31,-1.0367818012122012,-1.036840432657142,-1.0340544567295373,-1.0349039849288169,-1.0355772002347696,-0.9782544241484519
Canada,1986-11-30,-1.0351650277904136,-1.0356117607224327,-1.0324292271809858,-1.0335303564827534,-1.034207514066994,-0.9780670795807777
Canada,1986-12-31,-1.0322616945670604,-1.0325313562628982,-1.029510708803397,-1.0301572218500052,-1.0308440448677478,-0.9786540310341807
Canada,1987-01-31,-0.9816365086302662,-0.9836084460670518,-0.9807527983651978,-0.9810031086448284,-0.9818313294752888,-0.977118359307038
Canada,1987-02-28,-0.9563239368838241,-0.9571654876026041,-0.9531757777769596,-0.9549220394751565,-0.9558252000101647,-0.9772171074289157
Canada,1987-03-31,-0.9138001473908207,-0.9157358664838978,-0.9123169898156395,-0.91308798754714,-0.9141114941265175,-0.977053757731978
Canada,1987-04-30,-0.9179030304001278,-0.9191451026090506,-0.9145539204047659,-0.9170523185508616,-0.9180643904989955,-0.9770103823887233
Canada,1987-05-31,-0.9218841842753993,-0.9247520986702341,-0.9203384354342726,-0.9225293430764927,-0.9235256942364626,-0.9779498738660257
Canada,1987-06-30,-0.9139044745217341,-0.915891642193924,-0.9109014205107502,-0.9129662843809463,-0.9139900865568547,-0.977413680793027
Canada,1987-07-31,-0.8623578737415715,-0.8642171169541722,-0.8592250343608643,-0.8625081177172859,-0.8636770243775459,-0.9761613331165051
Canada,1987-08-31,-0.8719717589201466,-0.871675845540181,-0.8686620492843867,-0.8689066393938532,-0.8700571810006853,-0.9776776243711297
Canada,1987-09-30,-0.8835849644818287,-0.8854857192464164,-0.8821360265471102,-0.8847639634087392,-0.8858689362320438,-0.9769706985640436
Canada,1987-10-31,-1.047108531860138,-1.040647663680165,-1.0444351987449534,-1.0383118858305267,-1.0389752542537554,-0.976625541577294
Canada,1987-11-30,-1.0325398719535561,-1.03490221440451,-1.0452915034031345,-1.0454407114035702,-1.0460836441180634,-0.9766292330958688
Canada,1987-12-31,-1.0149114730150715,-1.015900662030516,-1.01254158349416,-1.0138304470799966,-1.014564185162097,-0.978049544867547
Canada,1988-01-31,-1.0322790965701827,-1.0339850093898748,-1.032831139980192,-1.0317220860001857,-1.0324044355507507,-0.9775834906474706
Canada,1988-02-29,-1.012494928996131,-1.0085457839178582,-1.0097104875502838,-1.0060582969573657,-1.006814427241905,-0.978043084710041
Canada,1988-03-31,-0.9889208598055121,-0.9896826847583358,-0.9873062809509773,-0.9871060533607375,-0.9879166876410891,-0.977248485336802
Canada,1988-04-30,-0.9829403855471337,-0.9845948565639281,-0.980578038829577,-0.982585334704661,-0.9834089489151189,-0.9777523776222706
Canada,1988-05-31,-1.008044387919569,-1.0008621163895712,-1.0051667396241433,-0.9983383174630056,-0.9991166950750886,-0.977458901895569
Canada,1988-06-30,-0.9662334014520173,-0.9675834476792416,-0.9647797938758189,-0.9649023782975549,-0.965776843975328,-0.9776194829535756
Canada,1988-07-31,-0.9781421439594072,-0.9783129169259425,-0.9757721516000054,-0.9761694086687845,-0.9770114786644288,-0.9782590385466704
Canada,1988-08-31,-0.9937191013932386,-0.9940956116259304,-0.9917976351491532,-0.9919745196057429,-0.9927711657070504,-0.9776508608614619
Canada,1988-09-30,-0.9921370895337853,-0.9931611263657296,-0.9896480843278371,-0.9923396715539811,-0.9931352186745922,-0.9779018841245526
Canada,1988-10-31,-0.9716575209374041,-0.9742287794739768,-0.9708439412286797,-0.9729005728429209,-0.9737520609719331,-0.977929570513864
Canada,1988-11-30,-0.9935626531407785,-0.9929880704101376,-0.9906092617737514,-0.9904270598148718,-0.9912281735223216,-0.9776305575093002
Canada,1988-12-31,-0.9766122532215007,-0.976495829392227,-0.9737974029802123,-0.9738568787124755,-0.9747056259834301,-0.9783919332153654
Canada,1989-01-31,-0.9358269662843206,-0.9372813329550955,-0.9345813375873666,-0.9344570599069618,-0.9354190954797211,-0.9771248194645441
Canada,1989-02-28,-0.9417726365364545,-0.9442900991565695,-0.9399115034238006,-0.9421944437606311,-0.94313418370945,-0.9778797350131033
Canada,1989-03-31,-0.9435980642200691,-0.9437882537853485,-0.9403833456367963,-0.9411338390841919,-0.9420766944972875,-0.9780541592657656
Canada,1989-04-30,-0.9366788580030201,-0.9353258344568979,-0.9345988306072897,-0.9324923199892386,-0.9334600245740752,-0.9768405725342797
Canada,1989-05-31,-0.9214495586364434,-0.9213948300317459,-0.9182238706528024,-0.9186693533293127,-0.9196768069353735,-0.9773333902640238
Canada,1989-06-30,-0.9117313463269549,-0.9123093923631685,-0.9121247372600957,-0.9093671053254629,-0.9104012855872802,-0.977640709185381
Canada,1989-07-31,-0.8731887107092229,-0.8745139463118933,-0.8696407197502241,-0.8728709703975747,-0.8740100349378016,-0.9779960178482116
Canada,1989-08-31,-0.8659391635402215,-0.8690626837107468,-0.8640309215904359,-0.8660203598755369,-0.8671791723386438,-0.9784085450489524
Canada,1989-09-30,-0.8786128726385198,-0.879947928667474,-0.8751456451222788,-0.8777046703736185,-0.8788298857486617,-0.9779803288942683
Canada,1989-10-31,-0.8838457398652021,-0.8845165889951058,-0.8816816346881352,-0.8819471739786892,-0.883060182080205,-0.9779507967456694
Canada,1989-11-30,-0.8779869947408594,-0.8806747552309623,-0.8768932404784866,-0.8777394366425801,-0.878864513003763,-0.9774164494319582
Canada,1989-12-31,-0.8785954706353976,-0.8761579778900168,-0.8750407723345454,-0.8730448441920392,-0.874183425825478,-0.9777763724930072
Canada,1990-01-31,-0.9185462678570004,-0.9214294327728665,-0.9182937574006899,-0.919190974712706,-0.9201968947276794,-0.9768258064599802
Canada,1990-02-28,-0.926995364811956,-0.9240944775889868,-0.9236938099850113,-0.922268532384796,-0.9232655654695863,-0.9775068916370423
Canada,1990-03-31,-0.9282818821696113,-0.9311205662860157,-0.9281851641831872,-0.930475366993588,-0.9314488854796924,-0.9772106472714096
Canada,1990-04-30,-0.9843659491541269,-0.9849928937117874,-0.9824654503474619,-0.9823940990005442,-0.9832182443998918,-0.9779148044395646
Canada,1990-05-31,-0.9433720928429401,-0.9424038061406129,-0.940156192373211,-0.9404731101752956,-0.9414178430724064,-0.9774293697469701
Canada,1990-06-30,-0.9493525246574084,-0.949308721868736,-0.9463251698479029,-0.947097718724255,-0.9480234163365976,-0.9778649689388039
Canada,1990-07-31,-0.9449019411369366,-0.9468513357493282,-0.9425853328519791,-0.9441070554997404,-0.9450413561678055,-0.9774026062373025
Canada,1990-08-31,-0.983183801371295,-0.9840583662015974,-0.9810848670824186,-0.981455155040642,-0.9822820354513072,-0.9781898225733918
Canada,1990-09-30,-1.0159719341077775,-1.0164025496517262,-1.0137649002435056,-1.0139521926958472,-1.0146856351671214,-0.9777920614469504
Canada,1990-10-31,-1.0262290991871355,-1.028395293574257,-1.0251592134328003,-1.027531710573729,-1.0282260801018592,-0.9780421618303973
Canada,1990-11-30,-1.0185275243760559,-1.017856202778703,-1.01699795165249,-1.015412715589486,-1.016141931908012,-0.9775631872953089
Canada,1990-12-31,-1.001038214130819,-0.9995468742270769,-0.9984559478567638,-0.9970168596452128,-0.9977989922253265,-0.9788875195840407
Canada,1991-01-31,-0.9975785685783845,-0.99676069869204,-0.9949607571443481,-0.9942175170241287,-0.9950076365717615,-0.977400760478015
Canada,1991-02-28,-0.9619392661840055,-0.9637588941606638,-0.960603058040843,-0.96126843297311,-0.9621533733152905,-0.9771248194645441
Canada,1991-03-31,-0.9557675821108326,-0.9579096366616473,-0.9534553674344115,-0.9554784271275115,-0.9563800423636568,-0.9775585728970904
Canada,1991-04-30,-0.9583405743822332,-0.961041924107868,-0.9584535072195268,-0.9601556152187433,-0.9610437310436678,-0.9777939072062378
Canada,1991-05-31,-0.9506564015742759,-0.9494644975787623,-0.9474785998493611,-0.9467151624167076,-0.9476419224354201,-0.9768830249978906
Canada,1991-06-30,-0.9597661379892263,-0.9624609744937243,-0.9586632101290914,-0.9606772366021367,-0.9603136306465869,-0.9776240973517941
Canada,1991-07-31,-0.9461362949291352,-0.948893404475311,-0.9454339218157783,-0.9478453420807267,-0.9472064931895935,-0.9777791411319384
Canada,1991-08-31,-0.9533510805358021,-0.9543619895720123,-0.9511136067234539,-0.9516184373803314,-0.9509783178739376,-0.9779923263296366
Canada,1991-09-30,-0.9746303348415161,-0.9767208105844943,-0.972259510533569,-0.9742220306607137,-0.9735742992420074,-0.9781298353965503
Canada,1991-10-31,-0.955054821529291,-0.9547081014831962,-0.9519000246337475,-0.9519835468789127,-0.9513433044194356,-0.9772927835597003
Canada,1991-11-30,-0.9664767748322685,-0.9663720559900979,-0.9636962932881504,-0.9636852617363035,-0.9630410786455164,-0.9778105190398247
Canada,1991-12-31,-0.9526904410758072,-0.9548119097065579,-0.952232050685066,-0.952574743249886,-0.9519343017010482,-0.9779701772181875
Canada,1992-01-31,-0.936452844181981,-0.9392541961988373,-0.9350357294463416,-0.9380214726934837,-0.9373859320565477,-0.9774875111645243
Canada,1992-02-29,-0.9389215093224682,-0.9413481479115063,-0.938128964693649,-0.9404905145346047,-0.9398541424311955,-0.9772946293189877
Canada,1992-03-31,-0.9713793435509084,-0.9714598841845056,-0.9687992631950969,-0.9700142508749479,-0.9693679364544313,-0.9771414312981309
Canada,1992-04-30,-0.978646292723032,-0.9811164149565342,-0.9782362781186194,-0.9798381202621909,-0.9791884975874771,-0.9775825677678269
Canada,1992-05-31,-0.9757603615028012,-0.9760631895032471,-0.9727138597266416,-0.9742220306607137,-0.9735742992420074,-0.9778861951706094
Canada,1992-06-30,-0.975882090636837,-0.9768938665400864,-0.9729410556561291,-0.9742567969296753,-0.9736090538031936,-0.9767695108017136
Canada,1992-07-31,-0.9664593728291463,-0.9662855280123019,-0.9633817175908526,-0.9645720350679351,-0.9639275533502545,-0.9771811151228107
Canada,1992-08-31,-0.9715358342472785,-0.9740211207772643,-0.9697779336609342,-0.9716139237437466,-0.9709670706226148,-0.9774524417380631
Canada,1992-09-30,-0.9847310516684138,-0.9873118266167239,-0.9884597109524353,-0.9898706721625168,-0.9892176709583634,-0.9767695108017136
Canada,1992-10-31,-0.9832011609305072,-0.985529341824129,-0.9827800260447598,-0.9832286592542482,-0.9825778947926875,-0.9766476906887431
Canada,1992-11-30,-0.9928498501153269,-0.9949089661672148,-0.9913607363101012,-0.9924961409891363,-0.9918422556406684,-0.9767602820052764
Canada,1992-12-31,-0.9842095009016668,-0.9833488621336639,-0.9815217659214706,-0.9807422979531316,-0.9800923707904892,-0.9773536936161855
Canada,1993-01-31,-0.9877908331442269,-0.9903576283351379,-0.9865024126866629,-0.9885492143447241,-0.9878966581503932,-0.9760072122160046
Canada,1993-02-28,-0.9630345312829562,-0.9657144349088507,-0.9627525661962568,-0.9631288740839485,-0.9624848783604516,-0.9751609315827174
Canada,1993-03-31,-0.9387998226323426,-0.9397387613244925,-0.9365910722470057,-0.9369261017480829,-0.9362909299846922,-0.9744724633685057
Canada,1993-04-30,-0.9099232782025526,-0.9073253723921225,-0.9065324321202305,-0.9044117021832253,-0.9037874798629302,-0.9742205172257713
Canada,1993-05-31,-0.8918254920627774,-0.8911100378031547,-0.8884273698294585,-0.8882066305794104,-0.8875878654261476,-0.9763292972116613
Canada,1993-06-30,-0.8752575542169988,-0.876746393489023,-0.8734329931400147,-0.8736360405630125,-0.8730221821540965,-0.972343380030454
Canada,1993-07-31,-0.8735190516611754,-0.8758637912155083,-0.8719475370872379,-0.8734969330375095,-0.8728831214739899,-0.9740442472138217
Canada,1993-08-31,-0.8434255978862191,-0.8459424333936558,-0.840735509624907,-0.8438688129909682,-0.8432649788964721,-0.9741725274842981
Canada,1993-09-30,-0.8704766721884845,-0.8714335418523588,-0.8672464799794974,-0.8694282607772467,-0.8688158193665204,-0.9746551935379613
Canada,1993-10-31,-0.8248757416604557,-0.8266985773318397,-0.8234867093264135,-0.8233691096034689,-0.8227721789221903,-0.9740913140756511
Canada,1993-11-30,-0.8374624831870529,-0.8397469794834771,-0.8348285861218417,-0.8364617723669187,-0.8358604326432523,-0.9744540057756313
Canada,1993-12-31,-0.8109329172076243,-0.8139444041047,-0.8081253632117075,-0.8119108435281224,-0.8113177714951365,-0.9771017474734511
Canada,1994-01-31,-0.776301997228315,-0.7742280622963477,-0.7723870381772567,-0.7713113125206665,-0.7707319126532572,-0.972420901920526
Canada,1994-02-28,-0.7999977531090594,-0.7975213263190414,-0.7960319692140273,-0.7941061839548225,-0.7935191077608938,-0.9748462296242104
Canada,1994-03-31,-0.810011544808166,-0.8133905912468145,-0.8158496834870634,-0.8104850444537882,-0.8098924525682459,-0.9723083106039927
Canada,1994-04-30,-0.8217464370599736,-0.8228221408265758,-0.8178944041865485,-0.8213521566078181,-0.8207559051490487,-0.9746856485662039
Canada,1994-05-31,-0.8121151498782763,-0.814203988038088,-0.8082127429795178,-0.8109719420178769,-0.8103791861662998,-0.9753298185575173
Canada,1994-06-30,-0.8599760912849653,-0.8629365197827875,-0.8597842563416703,-0.8633948485992605,-0.862784438980731,-0.974276812884038
Canada,1994-07-31,-0.8391488646213295,-0.8398162694656965,-0.8363140421746184,-0.8366704548800015,-0.836069044881093,-0.9746588850565362
Canada,1994-08-31,-0.8101505910575039,-0.8103274670328456,-0.8073214522814909,-0.8070249729238078,-0.8064335462406629,-0.9733862340278525
Canada,1994-09-30,-0.8056652884186076,-0.808527701994685,-0.8025330580718423,-0.8062077321300992,-0.8056165806582972,-0.9750400343493907
Canada,1994-10-31,-0.8186345344626139,-0.8200532455371046,-0.8155875441836323,-0.8170748442841292,-0.8164800332391,-0.9746321215468684
Canada,1994-11-30,-0.8467113507391612,-0.8487286511786819,-0.8481278038489444,-0.8515540686660237,-0.8509476465099052,-0.9739104296654829
Canada,1994-12-31,-0.8318818730052958,-0.8339323669755703,-0.8288168751628475,-0.8306544046116677,-0.8300550205582159,-0.9770648322877026
Canada,1995-01-31,-0.8691553932684948,-0.8679032172582786,-0.8671241568377434,-0.8647510726860149,-0.8641402063498875,-0.9740036405094982
Canada,1995-02-28,-0.8477544522726552,-0.8493343470232537,-0.8448772594200369,-0.8460944484997017,-0.8454898649074546,-0.9743358771812357
Canada,1995-03-31,-0.8148967539675936,-0.815951785589584,-0.8110787822973378,-0.8132670251652199,-0.8126734964289314,-0.9717951895220869
Canada,1995-04-30,-0.820129663638186,-0.8225279119020781,-0.8192225937236274,-0.8191961385363213,-0.8186006131311621,-0.9740608590474085
Canada,1995-05-31,-0.7928003695055147,-0.7932987779025935,-0.789338713132473,-0.7897940629125152,-0.7892084388543973,-0.9726516218314549
Canada,1995-06-30,-0.7764063243592285,-0.7784159657216858,-0.7737326354024541,-0.7761275656877443,-0.7755465439146351,-0.9750400343493907
Canada,1995-07-31,-0.7618029028903123,-0.7644849612965339,-0.7598043516125602,-0.7608440761341794,-0.7602682011791386,-0.9760570477167652
Canada,1995-08-31,-0.7783186771706342,-0.7792120400174044,-0.774239506321198,-0.7779532405296213,-0.7773716039482099,-0.9753132067239305
Canada,1995-09-30,-0.7761976700974016,-0.777810269877114,-0.7734006093511355,-0.7756755617415877,-0.7750946921838523,-0.9739454990919441
Canada,1995-10-31,-0.7788575450526833,-0.7823789302047458,-0.784008547296039,-0.787950983711329,-0.7873659803225486,-0.979684887596211
Canada,1995-11-30,-0.7515109338047099,-0.7544131553810693,-0.7490216541320359,-0.7528284772295042,-0.7522553015813938,-0.972898030696327
Canada,1995-12-31,-0.7477905553128119,-0.7473178612017994,-0.7435517147998271,-0.7437349117387374,-0.7431647984100673,-0.9757441915175457
