TIME_PERIOD,interest_rate,country
1979-12,15.0,Italy
1980-01,15.0,Italy
1980-02,15.0,Italy
1980-03,15.0,Italy
1980-04,15.0,Italy
1980-05,15.0,Italy
1980-06,15.0,Italy
1980-07,15.0,Italy
1980-08,15.0,Italy
1980-09,16.5,Italy
1980-10,16.5,Italy
1980-11,16.5,Italy
1980-12,16.5,Italy
1981-01,16.5,Italy
1981-02,16.5,Italy
1981-03,19.0,Italy
1981-04,19.0,Italy
1981-05,19.0,Italy
1981-06,19.0,Italy
1981-07,19.0,Italy
1981-08,19.0,Italy
1981-09,19.0,Italy
1981-10,19.0,Italy
1981-11,19.0,Italy
1981-12,19.0,Italy
1982-01,19.0,Italy
1982-02,19.0,Italy
1982-03,19.0,Italy
1982-04,19.0,Italy
1982-05,19.0,Italy
1982-06,19.0,Italy
1982-07,19.0,Italy
1982-08,18.0,Italy
1982-09,18.0,Italy
1982-10,18.0,Italy
1982-11,18.0,Italy
1982-12,18.0,Italy
1983-01,18.0,Italy
1983-02,18.0,Italy
1983-03,18.0,Italy
1983-04,17.0,Italy
1983-05,17.0,Italy
1983-06,17.0,Italy
1983-07,17.0,Italy
1983-08,17.0,Italy
1983-09,17.0,Italy
1983-10,17.0,Italy
1983-11,17.0,Italy
1983-12,17.0,Italy
1984-01,17.0,Italy
1984-02,16.0,Italy
1984-03,16.0,Italy
1984-04,16.0,Italy
1984-05,15.5,Italy
1984-06,15.5,Italy
1984-07,15.5,Italy
1984-08,15.5,Italy
1984-09,16.5,Italy
1984-10,16.5,Italy
1984-11,16.5,Italy
1984-12,16.5,Italy
1985-01,15.5,Italy
1985-02,15.5,Italy
1985-03,15.5,Italy
1985-04,15.5,Italy
1985-05,15.5,Italy
1985-06,15.5,Italy
1985-07,15.5,Italy
1985-08,15.5,Italy
1985-09,15.5,Italy
1985-10,15.5,Italy
1985-11,15.0,Italy
1985-12,15.0,Italy
1986-01,15.0,Italy
1986-02,15.0,Italy
1986-03,14.0,Italy
1986-04,13.0,Italy
1986-05,12.0,Italy
1986-06,12.0,Italy
1986-07,12.0,Italy
1986-08,12.0,Italy
1986-09,12.0,Italy
1986-10,12.0,Italy
1986-11,12.0,Italy
1986-12,12.0,Italy
1987-01,12.0,Italy
1987-02,12.0,Italy
1987-03,11.5,Italy
1987-04,11.5,Italy
1987-05,11.5,Italy
1987-06,11.5,Italy
1987-07,11.5,Italy
1987-08,12.0,Italy
1987-09,12.0,Italy
1987-10,12.0,Italy
1987-11,12.0,Italy
1987-12,12.0,Italy
1988-01,12.0,Italy
1988-02,12.0,Italy
1988-03,12.0,Italy
1988-04,12.0,Italy
1988-05,12.0,Italy
1988-06,12.0,Italy
1988-07,12.0,Italy
1988-08,12.5,Italy
1988-09,12.5,Italy
1988-10,12.5,Italy
1988-11,12.5,Italy
1988-12,12.5,Italy
1989-01,12.5,Italy
1989-02,12.5,Italy
1989-03,13.5,Italy
1989-04,13.5,Italy
1989-05,13.5,Italy
1989-06,13.5,Italy
1989-07,13.5,Italy
1989-08,13.5,Italy
1989-09,13.5,Italy
1989-10,13.5,Italy
1989-11,13.5,Italy
1989-12,13.5,Italy
1990-01,13.5,Italy
1990-02,13.5,Italy
1990-03,13.5,Italy
1990-04,13.5,Italy
1990-05,12.5,Italy
1990-06,12.5,Italy
1990-07,12.5,Italy
1990-08,12.5,Italy
1990-09,12.5,Italy
1990-10,12.5,Italy
1990-11,12.5,Italy
1990-12,12.5,Italy
1991-01,12.5,Italy
1991-02,12.5,Italy
1991-03,12.5,Italy
1991-04,12.5,Italy
1991-05,11.5,Italy
1991-06,11.5,Italy
1991-07,11.5,Italy
1991-08,11.5,Italy
1991-09,11.5,Italy
1991-10,11.5,Italy
1991-11,11.5,Italy
1991-12,12.0,Italy
1992-01,12.0,Italy
1992-02,12.0,Italy
1992-03,12.0,Italy
1992-04,12.0,Italy
1992-05,12.0,Italy
1992-06,12.0,Italy
1992-07,13.75,Italy
1992-08,13.25,Italy
1992-09,15.0,Italy
1992-10,14.0,Italy
1992-11,13.0,Italy
1992-12,12.0,Italy
1993-01,12.0,Italy
1993-02,11.5,Italy
1993-03,11.5,Italy
1993-04,11.0,Italy
1993-05,10.5,Italy
1993-06,10.0,Italy
1993-07,9.0,Italy
1993-08,9.0,Italy
1993-09,8.5,Italy
1993-10,8.0,Italy
1993-11,8.0,Italy
1993-12,8.0,Italy
1994-01,8.0,Italy
1994-02,7.5,Italy
1994-03,7.5,Italy
1994-04,7.5,Italy
1994-05,7.0,Italy
1994-06,7.0,Italy
1994-07,7.0,Italy
1994-08,7.5,Italy
1994-09,7.5,Italy
1994-10,7.5,Italy
1994-11,7.5,Italy
1994-12,7.5,Italy
1995-01,7.5,Italy
1995-02,8.25,Italy
1995-03,8.25,Italy
1995-04,8.25,Italy
1995-05,9.0,Italy
1995-06,9.0,Italy
1995-07,9.0,Italy
1995-08,9.0,Italy
1995-09,9.0,Italy
1995-10,9.0,Italy
1995-11,9.0,Italy
1995-12,9.0,Italy
1996-01,9.0,Italy
1996-02,9.0,Italy
1996-03,9.0,Italy
1996-04,9.0,Italy
1996-05,9.0,Italy
1996-06,9.0,Italy
1996-07,8.25,Italy
1996-08,8.25,Italy
1996-09,8.25,Italy
1996-10,7.5,Italy
1996-11,7.5,Italy
1996-12,7.5,Italy
1997-01,6.75,Italy
1997-02,6.75,Italy
1997-03,6.75,Italy
1997-04,6.75,Italy
1997-05,6.75,Italy
1997-06,6.25,Italy
1997-07,6.25,Italy
1997-08,6.25,Italy
1997-09,6.25,Italy
1997-10,6.25,Italy
1997-11,6.25,Italy
1997-12,5.5,Italy
1998-01,5.5,Italy
1998-02,5.5,Italy
1998-03,5.5,Italy
1998-04,5.0,Italy
1998-05,5.0,Italy
1998-06,5.0,Italy
1998-07,5.0,Italy
1998-08,5.0,Italy
1998-09,5.0,Italy
1998-10,4.0,Italy
1998-11,4.0,Italy
1998-12,3.0,Italy
1999-01,3.0,Italy
1999-02,3.0,Italy
1999-03,3.0,Italy
1999-04,2.5,Italy
1999-05,2.5,Italy
1999-06,2.5,Italy
1999-07,2.5,Italy
1999-08,2.5,Italy
1999-09,2.5,Italy
1999-10,2.5,Italy
1999-11,3.0,Italy
1999-12,3.0,Italy
2000-01,3.0,Italy
2000-02,3.25,Italy
2000-03,3.5,Italy
2000-04,3.75,Italy
2000-05,3.75,Italy
2000-06,4.25,Italy
2000-07,4.25,Italy
2000-08,4.25,Italy
2000-09,4.25,Italy
2000-10,4.25,Italy
2000-11,4.25,Italy
2000-12,4.25,Italy
2001-01,4.25,Italy
2001-02,4.25,Italy
2001-03,4.25,Italy
2001-04,4.25,Italy
2001-05,4.25,Italy
2001-06,4.25,Italy
2001-07,4.25,Italy
2001-08,4.25,Italy
2001-09,4.25,Italy
2001-10,4.25,Italy
2001-11,4.25,Italy
2001-12,4.25,Italy
2002-01,4.25,Italy
2002-02,4.25,Italy
2002-03,4.25,Italy
2002-04,4.25,Italy
2002-05,4.25,Italy
2002-06,4.25,Italy
2002-07,4.25,Italy
2002-08,4.25,Italy
2002-09,4.25,Italy
2002-10,4.25,Italy
2002-11,4.25,Italy
2002-12,4.25,Italy
2003-01,4.25,Italy
2003-02,4.25,Italy
2003-03,4.25,Italy
2003-04,4.25,Italy
2003-05,4.25,Italy
2003-06,4.25,Italy
2003-07,4.25,Italy
2003-08,4.25,Italy
2003-09,4.25,Italy
2003-10,4.25,Italy
2003-11,4.25,Italy
2003-12,4.25,Italy
2004-01,4.25,Italy
2004-02,4.25,Italy
2004-03,4.25,Italy
2004-04,4.25,Italy
2004-05,4.25,Italy
2004-06,4.25,Italy
2004-07,4.25,Italy
2004-08,4.25,Italy
2004-09,4.25,Italy
2004-10,4.25,Italy
2004-11,4.25,Italy
2004-12,4.25,Italy
2005-01,4.25,Italy
2005-02,4.25,Italy
2005-03,4.25,Italy
2005-04,4.25,Italy
2005-05,4.25,Italy
2005-06,4.25,Italy
2005-07,4.25,Italy
2005-08,4.25,Italy
2005-09,4.25,Italy
2005-10,4.25,Italy
2005-11,4.25,Italy
2005-12,4.25,Italy
2006-01,4.25,Italy
2006-02,4.25,Italy
2006-03,4.25,Italy
2006-04,4.25,Italy
2006-05,4.25,Italy
2006-06,4.25,Italy
2006-07,4.25,Italy
2006-08,4.25,Italy
2006-09,4.25,Italy
2006-10,4.25,Italy
2006-11,4.25,Italy
2006-12,4.25,Italy
2007-01,4.25,Italy
2007-02,4.25,Italy
2007-03,4.25,Italy
2007-04,4.25,Italy
2007-05,4.25,Italy
2007-06,4.25,Italy
2007-07,4.25,Italy
2007-08,4.25,Italy
2007-09,4.25,Italy
2007-10,4.25,Italy
2007-11,4.25,Italy
2007-12,4.25,Italy
2008-01,4.25,Italy
2008-02,4.25,Italy
2008-03,4.25,Italy
2008-04,4.25,Italy
2008-05,4.25,Italy
2008-06,4.25,Italy
2008-07,4.25,Italy
2008-08,4.25,Italy
2008-09,4.25,Italy
2008-10,3.75,Italy
2008-11,3.25,Italy
2008-12,2.5,Italy
2009-01,2.0,Italy
2009-02,2.0,Italy
2009-03,1.5,Italy
2009-04,1.25,Italy
2009-05,1.0,Italy
2009-06,1.0,Italy
2009-07,1.0,Italy
2009-08,1.0,Italy
2009-09,1.0,Italy
2009-10,1.0,Italy
2009-11,1.0,Italy
2009-12,1.0,Italy
2010-01,1.0,Italy
2010-02,1.0,Italy
2010-03,1.0,Italy
2010-04,1.0,Italy
2010-05,1.0,Italy
2010-06,1.0,Italy
2010-07,1.0,Italy
2010-08,1.0,Italy
2010-09,1.0,Italy
2010-10,1.0,Italy
2010-11,1.0,Italy
2010-12,1.0,Italy
2011-01,1.0,Italy
2011-02,1.0,Italy
2011-03,1.0,Italy
2011-04,1.25,Italy
2011-05,1.25,Italy
2011-06,1.25,Italy
2011-07,1.5,Italy
2011-08,1.5,Italy
2011-09,1.5,Italy
2011-10,1.5,Italy
2011-11,1.25,Italy
2011-12,1.0,Italy
2012-01,1.0,Italy
2012-02,1.0,Italy
2012-03,1.0,Italy
2012-04,1.0,Italy
2012-05,1.0,Italy
2012-06,1.0,Italy
2012-07,0.75,Italy
2012-08,0.75,Italy
2012-09,0.75,Italy
2012-10,0.75,Italy
2012-11,0.75,Italy
2012-12,0.75,Italy
2013-01,0.75,Italy
2013-02,0.75,Italy
2013-03,0.75,Italy
2013-04,0.75,Italy
2013-05,0.5,Italy
2013-06,0.5,Italy
2013-07,0.5,Italy
2013-08,0.5,Italy
2013-09,0.5,Italy
2013-10,0.5,Italy
2013-11,0.25,Italy
2013-12,0.25,Italy
2014-01,0.25,Italy
2014-02,0.25,Italy
2014-03,0.25,Italy
2014-04,0.25,Italy
2014-05,0.25,Italy
2014-06,0.15,Italy
2014-07,0.15,Italy
2014-08,0.15,Italy
2014-09,0.05,Italy
2014-10,0.05,Italy
2014-11,0.05,Italy
2014-12,0.05,Italy
2015-01,0.05,Italy
2015-02,0.05,Italy
2015-03,0.05,Italy
2015-04,0.05,Italy
2015-05,0.05,Italy
2015-06,0.05,Italy
2015-07,0.05,Italy
2015-08,0.05,Italy
2015-09,0.05,Italy
2015-10,0.05,Italy
2015-11,0.05,Italy
2015-12,0.05,Italy
2016-01,0.05,Italy
2016-02,0.05,Italy
2016-03,0.0,Italy
2016-04,0.0,Italy
2016-05,0.0,Italy
2016-06,0.0,Italy
2016-07,0.0,Italy
2016-08,0.0,Italy
2016-09,0.0,Italy
2016-10,0.0,Italy
2016-11,0.0,Italy
2016-12,0.0,Italy
2017-01,0.0,Italy
2017-02,0.0,Italy
2017-03,0.0,Italy
2017-04,0.0,Italy
2017-05,0.0,Italy
2017-06,0.0,Italy
2017-07,0.0,Italy
2017-08,0.0,Italy
2017-09,0.0,Italy
2017-10,0.0,Italy
2017-11,0.0,Italy
2017-12,0.0,Italy
2018-01,0.0,Italy
2018-02,0.0,Italy
2018-03,0.0,Italy
2018-04,0.0,Italy
2018-05,0.0,Italy
2018-06,0.0,Italy
2018-07,0.0,Italy
2018-08,0.0,Italy
2018-09,0.0,Italy
2018-10,0.0,Italy
2018-11,0.0,Italy
2018-12,0.0,Italy
2019-01,0.0,Italy
2019-02,0.0,Italy
2019-03,0.0,Italy
2019-04,0.0,Italy
2019-05,0.0,Italy
2019-06,0.0,Italy
2019-07,0.0,Italy
2019-08,0.0,Italy
2019-09,0.0,Italy
2019-10,0.0,Italy
2019-11,0.0,Italy
2019-12,0.0,Italy
2020-01,0.0,Italy
2020-02,0.0,Italy
2020-03,0.0,Italy
2020-04,0.0,Italy
2020-05,0.0,Italy
2020-06,0.0,Italy
2020-07,0.0,Italy
2020-08,0.0,Italy
2020-09,0.0,Italy
2020-10,0.0,Italy
2020-11,0.0,Italy
2020-12,0.0,Italy
2021-01,0.0,Italy
2021-02,0.0,Italy
2021-03,0.0,Italy
2021-04,0.0,Italy
2021-05,0.0,Italy
2021-06,0.0,Italy
2021-07,0.0,Italy
2021-08,0.0,Italy
2021-09,0.0,Italy
2021-10,0.0,Italy
2021-11,0.0,Italy
2021-12,0.0,Italy
2022-01,0.0,Italy
2022-02,0.0,Italy
2022-03,0.0,Italy
2022-04,0.0,Italy
2022-05,0.0,Italy
2022-06,0.0,Italy
2022-07,0.5,Italy
2022-08,0.5,Italy
2022-09,1.25,Italy
2022-10,1.25,Italy
2022-11,2.0,Italy
2022-12,2.5,Italy
2023-01,2.5,Italy
2023-02,3.0,Italy
2023-03,3.5,Italy
2023-04,3.5,Italy
2023-05,3.75,Italy
2023-06,4.0,Italy
2023-07,4.0,Italy
2023-08,4.25,Italy
2023-09,4.5,Italy
2023-10,4.5,Italy
2023-11,4.5,Italy
2023-12,4.5,Italy
2024-01,4.5,Italy
2024-02,4.5,Italy
2024-03,4.5,Italy
2024-04,4.5,Italy
2024-05,4.5,Italy
2024-06,4.25,Italy
2024-07,4.25,Italy
2024-08,4.25,Italy
2024-09,3.65,Italy
1946-01,2.0,United Kingdom
1946-02,2.0,United Kingdom
1946-03,2.0,United Kingdom
1946-04,2.0,United Kingdom
1946-05,2.0,United Kingdom
1946-06,2.0,United Kingdom
1946-07,2.0,United Kingdom
1946-08,2.0,United Kingdom
1946-09,2.0,United Kingdom
1946-10,2.0,United Kingdom
1946-11,2.0,United Kingdom
1946-12,2.0,United Kingdom
1947-01,2.0,United Kingdom
1947-02,2.0,United Kingdom
1947-03,2.0,United Kingdom
1947-04,2.0,United Kingdom
1947-05,2.0,United Kingdom
1947-06,2.0,United Kingdom
1947-07,2.0,United Kingdom
1947-08,2.0,United Kingdom
1947-09,2.0,United Kingdom
1947-10,2.0,United Kingdom
1947-11,2.0,United Kingdom
1947-12,2.0,United Kingdom
1948-01,2.0,United Kingdom
1948-02,2.0,United Kingdom
1948-03,2.0,United Kingdom
1948-04,2.0,United Kingdom
1948-05,2.0,United Kingdom
1948-06,2.0,United Kingdom
1948-07,2.0,United Kingdom
1948-08,2.0,United Kingdom
1948-09,2.0,United Kingdom
1948-10,2.0,United Kingdom
1948-11,2.0,United Kingdom
1948-12,2.0,United Kingdom
1949-01,2.0,United Kingdom
1949-02,2.0,United Kingdom
1949-03,2.0,United Kingdom
1949-04,2.0,United Kingdom
1949-05,2.0,United Kingdom
1949-06,2.0,United Kingdom
1949-07,2.0,United Kingdom
1949-08,2.0,United Kingdom
1949-09,2.0,United Kingdom
1949-10,2.0,United Kingdom
1949-11,2.0,United Kingdom
1949-12,2.0,United Kingdom
1950-01,2.0,United Kingdom
1950-02,2.0,United Kingdom
1950-03,2.0,United Kingdom
1950-04,2.0,United Kingdom
1950-05,2.0,United Kingdom
1950-06,2.0,United Kingdom
1950-07,2.0,United Kingdom
1950-08,2.0,United Kingdom
1950-09,2.0,United Kingdom
1950-10,2.0,United Kingdom
1950-11,2.0,United Kingdom
1950-12,2.0,United Kingdom
1951-01,2.0,United Kingdom
1951-02,2.0,United Kingdom
1951-03,2.0,United Kingdom
1951-04,2.0,United Kingdom
1951-05,2.0,United Kingdom
1951-06,2.0,United Kingdom
1951-07,2.0,United Kingdom
1951-08,2.0,United Kingdom
1951-09,2.0,United Kingdom
1951-10,2.0,United Kingdom
1951-11,2.5,United Kingdom
1951-12,2.5,United Kingdom
1952-01,2.5,United Kingdom
1952-02,2.5,United Kingdom
1952-03,4.0,United Kingdom
1952-04,4.0,United Kingdom
1952-05,4.0,United Kingdom
1952-06,4.0,United Kingdom
1952-07,4.0,United Kingdom
1952-08,4.0,United Kingdom
1952-09,4.0,United Kingdom
1952-10,4.0,United Kingdom
1952-11,4.0,United Kingdom
1952-12,4.0,United Kingdom
1953-01,4.0,United Kingdom
1953-02,4.0,United Kingdom
1953-03,4.0,United Kingdom
1953-04,4.0,United Kingdom
1953-05,4.0,United Kingdom
1953-06,4.0,United Kingdom
1953-07,4.0,United Kingdom
1953-08,4.0,United Kingdom
1953-09,3.5,United Kingdom
1953-10,3.5,United Kingdom
1953-11,3.5,United Kingdom
1953-12,3.5,United Kingdom
1954-01,3.5,United Kingdom
1954-02,3.5,United Kingdom
1954-03,3.5,United Kingdom
1954-04,3.5,United Kingdom
1954-05,3.0,United Kingdom
1954-06,3.0,United Kingdom
1954-07,3.0,United Kingdom
1954-08,3.0,United Kingdom
1954-09,3.0,United Kingdom
1954-10,3.0,United Kingdom
1954-11,3.0,United Kingdom
1954-12,3.0,United Kingdom
1955-01,3.5,United Kingdom
1955-02,4.5,United Kingdom
1955-03,4.5,United Kingdom
1955-04,4.5,United Kingdom
1955-05,4.5,United Kingdom
1955-06,4.5,United Kingdom
1955-07,4.5,United Kingdom
1955-08,4.5,United Kingdom
1955-09,4.5,United Kingdom
1955-10,4.5,United Kingdom
1955-11,4.5,United Kingdom
1955-12,4.5,United Kingdom
1956-01,4.5,United Kingdom
1956-02,5.5,United Kingdom
1956-03,5.5,United Kingdom
1956-04,5.5,United Kingdom
1956-05,5.5,United Kingdom
1956-06,5.5,United Kingdom
1956-07,5.5,United Kingdom
1956-08,5.5,United Kingdom
1956-09,5.5,United Kingdom
1956-10,5.5,United Kingdom
1956-11,5.5,United Kingdom
1956-12,5.5,United Kingdom
1957-01,5.5,United Kingdom
1957-02,5.0,United Kingdom
1957-03,5.0,United Kingdom
1957-04,5.0,United Kingdom
1957-05,5.0,United Kingdom
1957-06,5.0,United Kingdom
1957-07,5.0,United Kingdom
1957-08,5.0,United Kingdom
1957-09,7.0,United Kingdom
1957-10,7.0,United Kingdom
1957-11,7.0,United Kingdom
1957-12,7.0,United Kingdom
1958-01,7.0,United Kingdom
1958-02,7.0,United Kingdom
1958-03,6.0,United Kingdom
1958-04,6.0,United Kingdom
1958-05,5.5,United Kingdom
1958-06,5.0,United Kingdom
1958-07,5.0,United Kingdom
1958-08,4.5,United Kingdom
1958-09,4.5,United Kingdom
1958-10,4.5,United Kingdom
1958-11,4.0,United Kingdom
1958-12,4.0,United Kingdom
1959-01,4.0,United Kingdom
1959-02,4.0,United Kingdom
1959-03,4.0,United Kingdom
1959-04,4.0,United Kingdom
1959-05,4.0,United Kingdom
1959-06,4.0,United Kingdom
1959-07,4.0,United Kingdom
1959-08,4.0,United Kingdom
1959-09,4.0,United Kingdom
1959-10,4.0,United Kingdom
1959-11,4.0,United Kingdom
1959-12,4.0,United Kingdom
1960-01,5.0,United Kingdom
1960-02,5.0,United Kingdom
1960-03,5.0,United Kingdom
1960-04,5.0,United Kingdom
1960-05,5.0,United Kingdom
1960-06,6.0,United Kingdom
1960-07,6.0,United Kingdom
1960-08,6.0,United Kingdom
1960-09,6.0,United Kingdom
1960-10,5.5,United Kingdom
1960-11,5.5,United Kingdom
1960-12,5.0,United Kingdom
1961-01,5.0,United Kingdom
1961-02,5.0,United Kingdom
1961-03,5.0,United Kingdom
1961-04,5.0,United Kingdom
1961-05,5.0,United Kingdom
1961-06,5.0,United Kingdom
1961-07,7.0,United Kingdom
1961-08,7.0,United Kingdom
1961-09,7.0,United Kingdom
1961-10,6.5,United Kingdom
1961-11,6.0,United Kingdom
1961-12,6.0,United Kingdom
1962-01,6.0,United Kingdom
1962-02,6.0,United Kingdom
1962-03,5.0,United Kingdom
1962-04,4.5,United Kingdom
1962-05,4.5,United Kingdom
1962-06,4.5,United Kingdom
1962-07,4.5,United Kingdom
1962-08,4.5,United Kingdom
1962-09,4.5,United Kingdom
1962-10,4.5,United Kingdom
1962-11,4.5,United Kingdom
1962-12,4.5,United Kingdom
1963-01,4.0,United Kingdom
1963-02,4.0,United Kingdom
1963-03,4.0,United Kingdom
1963-04,4.0,United Kingdom
1963-05,4.0,United Kingdom
1963-06,4.0,United Kingdom
1963-07,4.0,United Kingdom
1963-08,4.0,United Kingdom
1963-09,4.0,United Kingdom
1963-10,4.0,United Kingdom
1963-11,4.0,United Kingdom
1963-12,4.0,United Kingdom
1964-01,4.0,United Kingdom
1964-02,5.0,United Kingdom
1964-03,5.0,United Kingdom
1964-04,5.0,United Kingdom
1964-05,5.0,United Kingdom
1964-06,5.0,United Kingdom
1964-07,5.0,United Kingdom
1964-08,5.0,United Kingdom
1964-09,5.0,United Kingdom
1964-10,5.0,United Kingdom
1964-11,7.0,United Kingdom
1964-12,7.0,United Kingdom
1965-01,7.0,United Kingdom
1965-02,7.0,United Kingdom
1965-03,7.0,United Kingdom
1965-04,7.0,United Kingdom
1965-05,7.0,United Kingdom
1965-06,6.0,United Kingdom
1965-07,6.0,United Kingdom
1965-08,6.0,United Kingdom
1965-09,6.0,United Kingdom
1965-10,6.0,United Kingdom
1965-11,6.0,United Kingdom
1965-12,6.0,United Kingdom
1966-01,6.0,United Kingdom
1966-02,6.0,United Kingdom
1966-03,6.0,United Kingdom
1966-04,6.0,United Kingdom
1966-05,6.0,United Kingdom
1966-06,6.0,United Kingdom
1966-07,7.0,United Kingdom
1966-08,7.0,United Kingdom
1966-09,7.0,United Kingdom
1966-10,7.0,United Kingdom
1966-11,7.0,United Kingdom
1966-12,7.0,United Kingdom
1967-01,6.5,United Kingdom
1967-02,6.5,United Kingdom
1967-03,6.0,United Kingdom
1967-04,6.0,United Kingdom
1967-05,5.5,United Kingdom
1967-06,5.5,United Kingdom
1967-07,5.5,United Kingdom
1967-08,5.5,United Kingdom
1967-09,5.5,United Kingdom
1967-10,6.0,United Kingdom
1967-11,8.0,United Kingdom
1967-12,8.0,United Kingdom
1968-01,8.0,United Kingdom
1968-02,8.0,United Kingdom
1968-03,7.5,United Kingdom
1968-04,7.5,United Kingdom
1968-05,7.5,United Kingdom
1968-06,7.5,United Kingdom
1968-07,7.5,United Kingdom
1968-08,7.5,United Kingdom
1968-09,7.0,United Kingdom
1968-10,7.0,United Kingdom
1968-11,7.0,United Kingdom
1968-12,7.0,United Kingdom
1969-01,7.0,United Kingdom
1969-02,8.0,United Kingdom
1969-03,8.0,United Kingdom
1969-04,8.0,United Kingdom
1969-05,8.0,United Kingdom
1969-06,8.0,United Kingdom
1969-07,8.0,United Kingdom
1969-08,8.0,United Kingdom
1969-09,8.0,United Kingdom
1969-10,8.0,United Kingdom
1969-11,8.0,United Kingdom
1969-12,8.0,United Kingdom
1970-01,8.0,United Kingdom
1970-02,8.0,United Kingdom
1970-03,7.5,United Kingdom
1970-04,7.0,United Kingdom
1970-05,7.0,United Kingdom
1970-06,7.0,United Kingdom
1970-07,7.0,United Kingdom
1970-08,7.0,United Kingdom
1970-09,7.0,United Kingdom
1970-10,7.0,United Kingdom
1970-11,7.0,United Kingdom
1970-12,7.0,United Kingdom
1971-01,7.0,United Kingdom
1971-02,7.0,United Kingdom
1971-03,7.0,United Kingdom
1971-04,6.0,United Kingdom
1971-05,6.0,United Kingdom
1971-06,6.0,United Kingdom
1971-07,6.0,United Kingdom
1971-08,6.0,United Kingdom
1971-09,5.0,United Kingdom
1971-10,5.0,United Kingdom
1971-11,5.0,United Kingdom
1971-12,5.0,United Kingdom
1972-01,5.0,United Kingdom
1972-02,5.0,United Kingdom
1972-03,5.0,United Kingdom
1972-04,5.0,United Kingdom
1972-05,5.0,United Kingdom
1972-06,6.0,United Kingdom
1972-07,6.0,United Kingdom
1972-08,6.0,United Kingdom
1972-09,6.0,United Kingdom
1972-10,7.5,United Kingdom
1972-11,7.5,United Kingdom
1972-12,9.0,United Kingdom
1973-01,8.75,United Kingdom
1973-02,8.75,United Kingdom
1973-03,8.5,United Kingdom
1973-04,8.25,United Kingdom
1973-05,7.75,United Kingdom
1973-06,7.5,United Kingdom
1973-07,11.5,United Kingdom
1973-08,11.5,United Kingdom
1973-09,11.5,United Kingdom
1973-10,11.25,United Kingdom
1973-11,13.0,United Kingdom
1973-12,13.0,United Kingdom
1974-01,12.75,United Kingdom
1974-02,12.5,United Kingdom
1974-03,12.5,United Kingdom
1974-04,12.0,United Kingdom
1974-05,11.75,United Kingdom
1974-06,11.75,United Kingdom
1974-07,11.75,United Kingdom
1974-08,11.75,United Kingdom
1974-09,11.5,United Kingdom
1974-10,11.5,United Kingdom
1974-11,11.5,United Kingdom
1974-12,11.5,United Kingdom
1975-01,11.0,United Kingdom
1975-02,10.5,United Kingdom
1975-03,10.0,United Kingdom
1975-04,9.75,United Kingdom
1975-05,10.0,United Kingdom
1975-06,10.0,United Kingdom
1975-07,11.0,United Kingdom
1975-08,11.0,United Kingdom
1975-09,11.0,United Kingdom
1975-10,12.0,United Kingdom
1975-11,11.75,United Kingdom
1975-12,11.25,United Kingdom
1976-01,10.5,United Kingdom
1976-02,9.5,United Kingdom
1976-03,9.0,United Kingdom
1976-04,10.5,United Kingdom
1976-05,11.5,United Kingdom
1976-06,11.5,United Kingdom
1976-07,11.5,United Kingdom
1976-08,11.5,United Kingdom
1976-09,13.0,United Kingdom
1976-10,15.0,United Kingdom
1976-11,14.75,United Kingdom
1976-12,14.25,United Kingdom
1977-01,12.25,United Kingdom
1977-02,12.0,United Kingdom
1977-03,9.5,United Kingdom
1977-04,8.75,United Kingdom
1977-05,8.0,United Kingdom
1977-06,8.0,United Kingdom
1977-07,8.0,United Kingdom
1977-08,7.0,United Kingdom
1977-09,6.0,United Kingdom
1977-10,5.0,United Kingdom
1977-11,7.0,United Kingdom
1977-12,7.0,United Kingdom
1978-01,6.5,United Kingdom
1978-02,6.5,United Kingdom
1978-03,6.5,United Kingdom
1978-04,7.5,United Kingdom
1978-05,9.0,United Kingdom
1978-06,10.0,United Kingdom
1978-07,10.0,United Kingdom
1978-08,10.0,United Kingdom
1978-09,10.0,United Kingdom
1978-10,10.0,United Kingdom
1978-11,12.5,United Kingdom
1978-12,12.5,United Kingdom
1979-01,12.5,United Kingdom
1979-02,14.0,United Kingdom
1979-03,13.0,United Kingdom
1979-04,12.0,United Kingdom
1979-05,12.0,United Kingdom
1979-06,14.0,United Kingdom
1979-07,14.0,United Kingdom
1979-08,14.0,United Kingdom
1979-09,14.0,United Kingdom
1979-10,14.0,United Kingdom
1979-11,17.0,United Kingdom
1979-12,17.0,United Kingdom
1980-01,17.0,United Kingdom
1980-02,17.0,United Kingdom
1980-03,17.0,United Kingdom
1980-04,17.0,United Kingdom
1980-05,17.0,United Kingdom
1980-06,17.0,United Kingdom
1980-07,16.0,United Kingdom
1980-08,16.0,United Kingdom
1980-09,16.0,United Kingdom
1980-10,16.0,United Kingdom
1980-11,14.0,United Kingdom
1980-12,14.0,United Kingdom
1981-01,14.0,United Kingdom
1981-02,14.0,United Kingdom
1981-03,12.0,United Kingdom
1981-04,12.0,United Kingdom
1981-05,12.0,United Kingdom
1981-06,12.0,United Kingdom
1981-07,12.0,United Kingdom
1981-08,12.6875,United Kingdom
1981-09,14.0,United Kingdom
1981-10,15.125,United Kingdom
1981-11,14.5625,United Kingdom
1981-12,14.375,United Kingdom
1982-01,13.875,United Kingdom
1982-02,13.625,United Kingdom
1982-03,13.25,United Kingdom
1982-04,13.125,United Kingdom
