TIME_PERIOD,exchange_rate,Unit,country
1964-01,132.44,"Index, 2020 = 100",Canada
1964-02,132.29,"Index, 2020 = 100",Canada
1964-03,132.17,"Index, 2020 = 100",Canada
1964-04,132.71,"Index, 2020 = 100",Canada
1964-05,134.07,"Index, 2020 = 100",Canada
1964-06,133.88,"Index, 2020 = 100",Canada
1964-07,134.34,"Index, 2020 = 100",Canada
1964-08,134.82,"Index, 2020 = 100",Canada
1964-09,134.42,"Index, 2020 = 100",Canada
1964-10,134.18,"Index, 2020 = 100",Canada
1964-11,133.98,"Index, 2020 = 100",Canada
1964-12,134.62,"Index, 2020 = 100",Canada
1965-01,134.4,"Index, 2020 = 100",Canada
1965-02,134.12,"Index, 2020 = 100",Canada
1965-03,133.05,"Index, 2020 = 100",Canada
1965-04,133.46,"Index, 2020 = 100",Canada
1965-05,133.4,"Index, 2020 = 100",Canada
1965-06,134.0,"Index, 2020 = 100",Canada
1965-07,133.91,"Index, 2020 = 100",Canada
1965-08,134.37,"Index, 2020 = 100",Canada
1965-09,134.42,"Index, 2020 = 100",Canada
1965-10,134.11,"Index, 2020 = 100",Canada
1965-11,134.92,"Index, 2020 = 100",Canada
1965-12,135.15,"Index, 2020 = 100",Canada
1966-01,135.04,"Index, 2020 = 100",Canada
1966-02,134.87,"Index, 2020 = 100",Canada
1966-03,135.29,"Index, 2020 = 100",Canada
1966-04,135.1,"Index, 2020 = 100",Canada
1966-05,135.05,"Index, 2020 = 100",Canada
1966-06,135.45,"Index, 2020 = 100",Canada
1966-07,135.25,"Index, 2020 = 100",Canada
1966-08,135.42,"Index, 2020 = 100",Canada
1966-09,135.0,"Index, 2020 = 100",Canada
1966-10,133.83,"Index, 2020 = 100",Canada
1966-11,133.59,"Index, 2020 = 100",Canada
1966-12,134.07,"Index, 2020 = 100",Canada
1967-01,134.2,"Index, 2020 = 100",Canada
1967-02,133.97,"Index, 2020 = 100",Canada
1967-03,134.14,"Index, 2020 = 100",Canada
1967-04,134.41,"Index, 2020 = 100",Canada
1967-05,134.92,"Index, 2020 = 100",Canada
1967-06,135.55,"Index, 2020 = 100",Canada
1967-07,136.26,"Index, 2020 = 100",Canada
1967-08,136.8,"Index, 2020 = 100",Canada
1967-09,136.23,"Index, 2020 = 100",Canada
1967-10,136.14,"Index, 2020 = 100",Canada
1967-11,135.81,"Index, 2020 = 100",Canada
1967-12,135.87,"Index, 2020 = 100",Canada
1968-01,135.25,"Index, 2020 = 100",Canada
1968-02,134.53,"Index, 2020 = 100",Canada
1968-03,135.16,"Index, 2020 = 100",Canada
1968-04,135.3,"Index, 2020 = 100",Canada
1968-05,135.28,"Index, 2020 = 100",Canada
1968-06,135.6,"Index, 2020 = 100",Canada
1968-07,136.75,"Index, 2020 = 100",Canada
1968-08,137.1,"Index, 2020 = 100",Canada
1968-09,136.5,"Index, 2020 = 100",Canada
1968-10,135.83,"Index, 2020 = 100",Canada
1968-11,136.88,"Index, 2020 = 100",Canada
1968-12,136.66,"Index, 2020 = 100",Canada
1969-01,136.17,"Index, 2020 = 100",Canada
1969-02,135.32,"Index, 2020 = 100",Canada
1969-03,134.71,"Index, 2020 = 100",Canada
1969-04,136.17,"Index, 2020 = 100",Canada
1969-05,135.65,"Index, 2020 = 100",Canada
1969-06,135.55,"Index, 2020 = 100",Canada
1969-07,135.29,"Index, 2020 = 100",Canada
1969-08,135.67,"Index, 2020 = 100",Canada
1969-09,135.23,"Index, 2020 = 100",Canada
1969-10,134.08,"Index, 2020 = 100",Canada
1969-11,133.93,"Index, 2020 = 100",Canada
1969-12,134.8,"Index, 2020 = 100",Canada
1970-01,134.98,"Index, 2020 = 100",Canada
1970-02,134.26,"Index, 2020 = 100",Canada
1970-03,133.5,"Index, 2020 = 100",Canada
1970-04,133.13,"Index, 2020 = 100",Canada
1970-05,132.89,"Index, 2020 = 100",Canada
1970-06,136.9,"Index, 2020 = 100",Canada
1970-07,138.31,"Index, 2020 = 100",Canada
1970-08,139.56,"Index, 2020 = 100",Canada
1970-09,138.75,"Index, 2020 = 100",Canada
1970-10,137.18,"Index, 2020 = 100",Canada
1970-11,136.8,"Index, 2020 = 100",Canada
1970-12,135.81,"Index, 2020 = 100",Canada
1971-01,136.77,"Index, 2020 = 100",Canada
1971-02,137.64,"Index, 2020 = 100",Canada
1971-03,137.36,"Index, 2020 = 100",Canada
1971-04,138.06,"Index, 2020 = 100",Canada
1971-05,137.22,"Index, 2020 = 100",Canada
1971-06,135.34,"Index, 2020 = 100",Canada
1971-07,136.5,"Index, 2020 = 100",Canada
1971-08,138.26,"Index, 2020 = 100",Canada
1971-09,136.43,"Index, 2020 = 100",Canada
1971-10,137.49,"Index, 2020 = 100",Canada
1971-11,137.52,"Index, 2020 = 100",Canada
1971-12,137.52,"Index, 2020 = 100",Canada
1972-01,136.51,"Index, 2020 = 100",Canada
1972-02,136.08,"Index, 2020 = 100",Canada
1972-03,136.92,"Index, 2020 = 100",Canada
1972-04,137.58,"Index, 2020 = 100",Canada
1972-05,138.12,"Index, 2020 = 100",Canada
1972-06,139.06,"Index, 2020 = 100",Canada
1972-07,139.94,"Index, 2020 = 100",Canada
1972-08,140.82,"Index, 2020 = 100",Canada
1972-09,140.94,"Index, 2020 = 100",Canada
1972-10,140.58,"Index, 2020 = 100",Canada
1972-11,139.75,"Index, 2020 = 100",Canada
1972-12,138.58,"Index, 2020 = 100",Canada
1973-01,139.01,"Index, 2020 = 100",Canada
1973-02,137.8,"Index, 2020 = 100",Canada
1973-03,134.81,"Index, 2020 = 100",Canada
1973-04,135.15,"Index, 2020 = 100",Canada
1973-05,134.28,"Index, 2020 = 100",Canada
1973-06,134.13,"Index, 2020 = 100",Canada
1973-07,134.42,"Index, 2020 = 100",Canada
1973-08,134.0,"Index, 2020 = 100",Canada
1973-09,133.24,"Index, 2020 = 100",Canada
1973-10,133.29,"Index, 2020 = 100",Canada
1973-11,134.91,"Index, 2020 = 100",Canada
1973-12,134.73,"Index, 2020 = 100",Canada
1974-01,136.57,"Index, 2020 = 100",Canada
1974-02,136.62,"Index, 2020 = 100",Canada
1974-03,136.38,"Index, 2020 = 100",Canada
1974-04,136.58,"Index, 2020 = 100",Canada
1974-05,138.3,"Index, 2020 = 100",Canada
1974-06,138.16,"Index, 2020 = 100",Canada
1974-07,136.76,"Index, 2020 = 100",Canada
1974-08,136.9,"Index, 2020 = 100",Canada
1974-09,135.4,"Index, 2020 = 100",Canada
1974-10,135.7,"Index, 2020 = 100",Canada
1974-11,134.62,"Index, 2020 = 100",Canada
1974-12,135.12,"Index, 2020 = 100",Canada
1975-01,132.98,"Index, 2020 = 100",Canada
1975-02,132.1,"Index, 2020 = 100",Canada
1975-03,131.62,"Index, 2020 = 100",Canada
1975-04,130.81,"Index, 2020 = 100",Canada
1975-05,128.88,"Index, 2020 = 100",Canada
1975-06,129.72,"Index, 2020 = 100",Canada
1975-07,130.66,"Index, 2020 = 100",Canada
1975-08,131.84,"Index, 2020 = 100",Canada
1975-09,132.74,"Index, 2020 = 100",Canada
1975-10,132.98,"Index, 2020 = 100",Canada
1975-11,134.99,"Index, 2020 = 100",Canada
1975-12,135.4,"Index, 2020 = 100",Canada
1976-01,136.0,"Index, 2020 = 100",Canada
1976-02,137.88,"Index, 2020 = 100",Canada
1976-03,139.47,"Index, 2020 = 100",Canada
1976-04,139.64,"Index, 2020 = 100",Canada
1976-05,140.17,"Index, 2020 = 100",Canada
1976-06,141.57,"Index, 2020 = 100",Canada
1976-07,141.76,"Index, 2020 = 100",Canada
1976-08,138.88,"Index, 2020 = 100",Canada
1976-09,141.09,"Index, 2020 = 100",Canada
1976-10,141.76,"Index, 2020 = 100",Canada
1976-11,140.34,"Index, 2020 = 100",Canada
1976-12,134.92,"Index, 2020 = 100",Canada
1977-01,136.25,"Index, 2020 = 100",Canada
1977-02,133.36,"Index, 2020 = 100",Canada
1977-03,130.94,"Index, 2020 = 100",Canada
1977-04,130.36,"Index, 2020 = 100",Canada
1977-05,131.5,"Index, 2020 = 100",Canada
1977-06,129.71,"Index, 2020 = 100",Canada
1977-07,129.71,"Index, 2020 = 100",Canada
1977-08,127.56,"Index, 2020 = 100",Canada
1977-09,128.37,"Index, 2020 = 100",Canada
1977-10,125.34,"Index, 2020 = 100",Canada
1977-11,123.84,"Index, 2020 = 100",Canada
1977-12,124.81,"Index, 2020 = 100",Canada
1978-01,123.93,"Index, 2020 = 100",Canada
1978-02,122.61,"Index, 2020 = 100",Canada
1978-03,121.03,"Index, 2020 = 100",Canada
1978-04,118.21,"Index, 2020 = 100",Canada
1978-05,121.99,"Index, 2020 = 100",Canada
1978-06,120.79,"Index, 2020 = 100",Canada
1978-07,120.09,"Index, 2020 = 100",Canada
1978-08,117.28,"Index, 2020 = 100",Canada
1978-09,113.48,"Index, 2020 = 100",Canada
1978-10,111.45,"Index, 2020 = 100",Canada
1978-11,113.5,"Index, 2020 = 100",Canada
1978-12,112.77,"Index, 2020 = 100",Canada
1979-01,111.34,"Index, 2020 = 100",Canada
1979-02,111.24,"Index, 2020 = 100",Canada
1979-03,113.55,"Index, 2020 = 100",Canada
1979-04,116.41,"Index, 2020 = 100",Canada
1979-05,115.5,"Index, 2020 = 100",Canada
1979-06,113.25,"Index, 2020 = 100",Canada
1979-07,112.91,"Index, 2020 = 100",Canada
1979-08,111.77,"Index, 2020 = 100",Canada
1979-09,112.15,"Index, 2020 = 100",Canada
1979-10,111.54,"Index, 2020 = 100",Canada
1979-11,111.91,"Index, 2020 = 100",Canada
1979-12,111.85,"Index, 2020 = 100",Canada
1980-01,111.11,"Index, 2020 = 100",Canada
1980-02,112.06,"Index, 2020 = 100",Canada
1980-03,110.66,"Index, 2020 = 100",Canada
1980-04,109.09,"Index, 2020 = 100",Canada
1980-05,109.02,"Index, 2020 = 100",Canada
1980-06,110.56,"Index, 2020 = 100",Canada
1980-07,111.06,"Index, 2020 = 100",Canada
1980-08,111.21,"Index, 2020 = 100",Canada
1980-09,109.96,"Index, 2020 = 100",Canada
1980-10,109.54,"Index, 2020 = 100",Canada
1980-11,109.22,"Index, 2020 = 100",Canada
1980-12,107.97,"Index, 2020 = 100",Canada
1981-01,108.84,"Index, 2020 = 100",Canada
1981-02,109.16,"Index, 2020 = 100",Canada
1981-03,110.61,"Index, 2020 = 100",Canada
1981-04,111.22,"Index, 2020 = 100",Canada
1981-05,111.33,"Index, 2020 = 100",Canada
1981-06,112.64,"Index, 2020 = 100",Canada
1981-07,112.69,"Index, 2020 = 100",Canada
1981-08,112.14,"Index, 2020 = 100",Canada
1981-09,113.35,"Index, 2020 = 100",Canada
1981-10,113.71,"Index, 2020 = 100",Canada
1981-11,114.95,"Index, 2020 = 100",Canada
1981-12,115.34,"Index, 2020 = 100",Canada
1982-01,115.47,"Index, 2020 = 100",Canada
1982-02,115.58,"Index, 2020 = 100",Canada
1982-03,117.41,"Index, 2020 = 100",Canada
1982-04,117.38,"Index, 2020 = 100",Canada
1982-05,116.34,"Index, 2020 = 100",Canada
1982-06,114.02,"Index, 2020 = 100",Canada
1982-07,114.77,"Index, 2020 = 100",Canada
1982-08,118.1,"Index, 2020 = 100",Canada
1982-09,119.41,"Index, 2020 = 100",Canada
1982-10,120.91,"Index, 2020 = 100",Canada
1982-11,122.23,"Index, 2020 = 100",Canada
1982-12,120.28,"Index, 2020 = 100",Canada
1983-01,120.65,"Index, 2020 = 100",Canada
1983-02,121.55,"Index, 2020 = 100",Canada
1983-03,123.08,"Index, 2020 = 100",Canada
1983-04,121.61,"Index, 2020 = 100",Canada
1983-05,121.34,"Index, 2020 = 100",Canada
1983-06,122.59,"Index, 2020 = 100",Canada
1983-07,122.99,"Index, 2020 = 100",Canada
1983-08,123.73,"Index, 2020 = 100",Canada
1983-09,123.12,"Index, 2020 = 100",Canada
1983-10,122.84,"Index, 2020 = 100",Canada
1983-11,122.5,"Index, 2020 = 100",Canada
1983-12,122.02,"Index, 2020 = 100",Canada
1984-01,122.24,"Index, 2020 = 100",Canada
1984-02,121.76,"Index, 2020 = 100",Canada
1984-03,118.79,"Index, 2020 = 100",Canada
1984-04,117.91,"Index, 2020 = 100",Canada
1984-05,116.86,"Index, 2020 = 100",Canada
1984-06,116.73,"Index, 2020 = 100",Canada
1984-07,115.86,"Index, 2020 = 100",Canada
1984-08,117.48,"Index, 2020 = 100",Canada
1984-09,116.92,"Index, 2020 = 100",Canada
1984-10,116.79,"Index, 2020 = 100",Canada
1984-11,117.08,"Index, 2020 = 100",Canada
1984-12,117.36,"Index, 2020 = 100",Canada
1985-01,117.99,"Index, 2020 = 100",Canada
1985-02,116.54,"Index, 2020 = 100",Canada
1985-03,113.45,"Index, 2020 = 100",Canada
1985-04,113.82,"Index, 2020 = 100",Canada
1985-05,112.96,"Index, 2020 = 100",Canada
1985-06,113.58,"Index, 2020 = 100",Canada
1985-07,114.5,"Index, 2020 = 100",Canada
1985-08,113.45,"Index, 2020 = 100",Canada
1985-09,112.46,"Index, 2020 = 100",Canada
1985-10,110.98,"Index, 2020 = 100",Canada
1985-11,109.92,"Index, 2020 = 100",Canada
1985-12,108.26,"Index, 2020 = 100",Canada
1986-01,107.04,"Index, 2020 = 100",Canada
1986-02,106.64,"Index, 2020 = 100",Canada
1986-03,106.82,"Index, 2020 = 100",Canada
1986-04,107.79,"Index, 2020 = 100",Canada
1986-05,108.58,"Index, 2020 = 100",Canada
1986-06,107.46,"Index, 2020 = 100",Canada
1986-07,108.1,"Index, 2020 = 100",Canada
1986-08,106.92,"Index, 2020 = 100",Canada
1986-09,106.49,"Index, 2020 = 100",Canada
1986-10,107.0,"Index, 2020 = 100",Canada
1986-11,108.12,"Index, 2020 = 100",Canada
1986-12,108.4,"Index, 2020 = 100",Canada
1987-01,108.32,"Index, 2020 = 100",Canada
1987-02,110.39,"Index, 2020 = 100",Canada
1987-03,111.21,"Index, 2020 = 100",Canada
1987-04,110.48,"Index, 2020 = 100",Canada
1987-05,108.42,"Index, 2020 = 100",Canada
1987-06,109.05,"Index, 2020 = 100",Canada
1987-07,111.05,"Index, 2020 = 100",Canada
1987-08,110.53,"Index, 2020 = 100",Canada
1987-09,110.1,"Index, 2020 = 100",Canada
1987-10,110.52,"Index, 2020 = 100",Canada
1987-11,109.18,"Index, 2020 = 100",Canada
1987-12,109.06,"Index, 2020 = 100",Canada
1988-01,110.7,"Index, 2020 = 100",Canada
1988-02,112.73,"Index, 2020 = 100",Canada
1988-03,114.16,"Index, 2020 = 100",Canada
1988-04,114.93,"Index, 2020 = 100",Canada
1988-05,115.03,"Index, 2020 = 100",Canada
1988-06,117.43,"Index, 2020 = 100",Canada
1988-07,119.82,"Index, 2020 = 100",Canada
1988-08,118.31,"Index, 2020 = 100",Canada
1988-09,117.33,"Index, 2020 = 100",Canada
1988-10,118.84,"Index, 2020 = 100",Canada
1988-11,116.6,"Index, 2020 = 100",Canada
1988-12,118.47,"Index, 2020 = 100",Canada
1989-01,119.81,"Index, 2020 = 100",Canada
1989-02,120.65,"Index, 2020 = 100",Canada
1989-03,120.46,"Index, 2020 = 100",Canada
1989-04,120.64,"Index, 2020 = 100",Canada
1989-05,121.82,"Index, 2020 = 100",Canada
1989-06,122.27,"Index, 2020 = 100",Canada
1989-07,122.9,"Index, 2020 = 100",Canada
1989-08,124.58,"Index, 2020 = 100",Canada
1989-09,123.98,"Index, 2020 = 100",Canada
1989-10,123.96,"Index, 2020 = 100",Canada
1989-11,124.72,"Index, 2020 = 100",Canada
1989-12,124.78,"Index, 2020 = 100",Canada
1990-01,123.2,"Index, 2020 = 100",Canada
1990-02,120.62,"Index, 2020 = 100",Canada
1990-03,122.99,"Index, 2020 = 100",Canada
1990-04,124.48,"Index, 2020 = 100",Canada
1990-05,123.1,"Index, 2020 = 100",Canada
1990-06,123.35,"Index, 2020 = 100",Canada
1990-07,124.25,"Index, 2020 = 100",Canada
1990-08,123.9,"Index, 2020 = 100",Canada
1990-09,121.15,"Index, 2020 = 100",Canada
1990-10,120.24,"Index, 2020 = 100",Canada
1990-11,120.04,"Index, 2020 = 100",Canada
1990-12,120.72,"Index, 2020 = 100",Canada
1991-01,123.67,"Index, 2020 = 100",Canada
1991-02,122.93,"Index, 2020 = 100",Canada
1991-03,124.69,"Index, 2020 = 100",Canada
1991-04,125.48,"Index, 2020 = 100",Canada
1991-05,126.28,"Index, 2020 = 100",Canada
1991-06,128.02,"Index, 2020 = 100",Canada
1991-07,127.3,"Index, 2020 = 100",Canada
1991-08,126.95,"Index, 2020 = 100",Canada
1991-09,126.48,"Index, 2020 = 100",Canada
1991-10,126.65,"Index, 2020 = 100",Canada
1991-11,125.79,"Index, 2020 = 100",Canada
1991-12,122.89,"Index, 2020 = 100",Canada
1992-01,121.91,"Index, 2020 = 100",Canada
1992-02,119.3,"Index, 2020 = 100",Canada
1992-03,118.99,"Index, 2020 = 100",Canada
1992-04,119.05,"Index, 2020 = 100",Canada
1992-05,117.42,"Index, 2020 = 100",Canada
1992-06,116.91,"Index, 2020 = 100",Canada
1992-07,116.73,"Index, 2020 = 100",Canada
1992-08,116.39,"Index, 2020 = 100",Canada
1992-09,113.0,"Index, 2020 = 100",Canada
1992-10,111.28,"Index, 2020 = 100",Canada
1992-11,110.94,"Index, 2020 = 100",Canada
1992-12,110.62,"Index, 2020 = 100",Canada
1993-01,110.4,"Index, 2020 = 100",Canada
1993-02,111.96,"Index, 2020 = 100",Canada
1993-03,112.4,"Index, 2020 = 100",Canada
1993-04,109.88,"Index, 2020 = 100",Canada
1993-05,109.19,"Index, 2020 = 100",Canada
1993-06,108.36,"Index, 2020 = 100",Canada
1993-07,108.77,"Index, 2020 = 100",Canada
1993-08,106.32,"Index, 2020 = 100",Canada
1993-09,104.75,"Index, 2020 = 100",Canada
1993-10,104.44,"Index, 2020 = 100",Canada
1993-11,106.0,"Index, 2020 = 100",Canada
1993-12,104.57,"Index, 2020 = 100",Canada
1994-01,105.71,"Index, 2020 = 100",Canada
1994-02,102.16,"Index, 2020 = 100",Canada
1994-03,99.92,"Index, 2020 = 100",Canada
1994-04,98.36,"Index, 2020 = 100",Canada
1994-05,97.95,"Index, 2020 = 100",Canada
1994-06,97.52,"Index, 2020 = 100",Canada
1994-07,97.11,"Index, 2020 = 100",Canada
1994-08,97.18,"Index, 2020 = 100",Canada
1994-09,98.55,"Index, 2020 = 100",Canada
1994-10,98.27,"Index, 2020 = 100",Canada
1994-11,97.83,"Index, 2020 = 100",Canada
1994-12,96.88,"Index, 2020 = 100",Canada
1995-01,95.61,"Index, 2020 = 100",Canada
1995-02,96.29,"Index, 2020 = 100",Canada
1995-03,95.02,"Index, 2020 = 100",Canada
1995-04,95.98,"Index, 2020 = 100",Canada
1995-05,97.26,"Index, 2020 = 100",Canada
1995-06,95.83,"Index, 2020 = 100",Canada
1995-07,97.28,"Index, 2020 = 100",Canada
1995-08,98.2,"Index, 2020 = 100",Canada
1995-09,98.95,"Index, 2020 = 100",Canada
1995-10,98.75,"Index, 2020 = 100",Canada
1995-11,98.94,"Index, 2020 = 100",Canada
1995-12,97.67,"Index, 2020 = 100",Canada
1996-01,97.78,"Index, 2020 = 100",Canada
1996-02,96.91,"Index, 2020 = 100",Canada
1996-03,97.67,"Index, 2020 = 100",Canada
1996-04,98.05,"Index, 2020 = 100",Canada
1996-05,97.46,"Index, 2020 = 100",Canada
1996-06,97.77,"Index, 2020 = 100",Canada
1996-07,97.29,"Index, 2020 = 100",Canada
1996-08,96.66,"Index, 2020 = 100",Canada
1996-09,96.84,"Index, 2020 = 100",Canada
1996-10,98.32,"Index, 2020 = 100",Canada
1996-11,99.4,"Index, 2020 = 100",Canada
1996-12,97.85,"Index, 2020 = 100",Canada
1997-01,99.09,"Index, 2020 = 100",Canada
1997-02,99.33,"Index, 2020 = 100",Canada
1997-03,98.26,"Index, 2020 = 100",Canada
1997-04,96.55,"Index, 2020 = 100",Canada
1997-05,97.27,"Index, 2020 = 100",Canada
1997-06,96.87,"Index, 2020 = 100",Canada
1997-07,97.57,"Index, 2020 = 100",Canada
1997-08,97.1,"Index, 2020 = 100",Canada
1997-09,96.93,"Index, 2020 = 100",Canada
1997-10,96.69,"Index, 2020 = 100",Canada
1997-11,95.2,"Index, 2020 = 100",Canada
1997-12,95.15,"Index, 2020 = 100",Canada
1998-01,95.09,"Index, 2020 = 100",Canada
1998-02,95.08,"Index, 2020 = 100",Canada
1998-03,96.22,"Index, 2020 = 100",Canada
1998-04,95.0,"Index, 2020 = 100",Canada
1998-05,94.21,"Index, 2020 = 100",Canada
1998-06,93.36,"Index, 2020 = 100",Canada
1998-07,91.99,"Index, 2020 = 100",Canada
1998-08,89.39,"Index, 2020 = 100",Canada
1998-09,89.06,"Index, 2020 = 100",Canada
1998-10,86.99,"Index, 2020 = 100",Canada
1998-11,87.25,"Index, 2020 = 100",Canada
1998-12,86.57,"Index, 2020 = 100",Canada
1999-01,87.77,"Index, 2020 = 100",Canada
1999-02,89.46,"Index, 2020 = 100",Canada
1999-03,88.82,"Index, 2020 = 100",Canada
1999-04,90.36,"Index, 2020 = 100",Canada
1999-05,92.4,"Index, 2020 = 100",Canada
1999-06,92.25,"Index, 2020 = 100",Canada
1999-07,91.08,"Index, 2020 = 100",Canada
1999-08,90.17,"Index, 2020 = 100",Canada
1999-09,90.75,"Index, 2020 = 100",Canada
1999-10,90.58,"Index, 2020 = 100",Canada
1999-11,91.24,"Index, 2020 = 100",Canada
1999-12,90.85,"Index, 2020 = 100",Canada
2000-01,92.08,"Index, 2020 = 100",Canada
2000-02,92.52,"Index, 2020 = 100",Canada
2000-03,92.0,"Index, 2020 = 100",Canada
2000-04,91.31,"Index, 2020 = 100",Canada
2000-05,90.51,"Index, 2020 = 100",Canada
2000-06,91.43,"Index, 2020 = 100",Canada
2000-07,91.55,"Index, 2020 = 100",Canada
2000-08,91.38,"Index, 2020 = 100",Canada
2000-09,91.56,"Index, 2020 = 100",Canada
2000-10,90.31,"Index, 2020 = 100",Canada
2000-11,88.83,"Index, 2020 = 100",Canada
2000-12,89.69,"Index, 2020 = 100",Canada
2001-01,90.19,"Index, 2020 = 100",Canada
2001-02,89.36,"Index, 2020 = 100",Canada
2001-03,87.73,"Index, 2020 = 100",Canada
2001-04,88.19,"Index, 2020 = 100",Canada
2001-05,89.54,"Index, 2020 = 100",Canada
2001-06,90.7,"Index, 2020 = 100",Canada
2001-07,90.58,"Index, 2020 = 100",Canada
2001-08,89.32,"Index, 2020 = 100",Canada
2001-09,87.53,"Index, 2020 = 100",Canada
2001-10,87.15,"Index, 2020 = 100",Canada
2001-11,85.39,"Index, 2020 = 100",Canada
2001-12,86.82,"Index, 2020 = 100",Canada
2002-01,85.9,"Index, 2020 = 100",Canada
2002-02,86.59,"Index, 2020 = 100",Canada
2002-03,87.02,"Index, 2020 = 100",Canada
2002-04,87.29,"Index, 2020 = 100",Canada
2002-05,88.71,"Index, 2020 = 100",Canada
2002-06,89.4,"Index, 2020 = 100",Canada
2002-07,88.41,"Index, 2020 = 100",Canada
2002-08,87.41,"Index, 2020 = 100",Canada
2002-09,87.05,"Index, 2020 = 100",Canada
2002-10,87.11,"Index, 2020 = 100",Canada
2002-11,87.38,"Index, 2020 = 100",Canada
2002-12,87.68,"Index, 2020 = 100",Canada
2003-01,88.69,"Index, 2020 = 100",Canada
2003-02,90.5,"Index, 2020 = 100",Canada
2003-03,92.59,"Index, 2020 = 100",Canada
2003-04,92.87,"Index, 2020 = 100",Canada
2003-05,97.29,"Index, 2020 = 100",Canada
2003-06,99.28,"Index, 2020 = 100",Canada
2003-07,97.79,"Index, 2020 = 100",Canada
2003-08,96.88,"Index, 2020 = 100",Canada
2003-09,98.7,"Index, 2020 = 100",Canada
2003-10,100.8,"Index, 2020 = 100",Canada
2003-11,102.2,"Index, 2020 = 100",Canada
2003-12,101.64,"Index, 2020 = 100",Canada
2004-01,102.09,"Index, 2020 = 100",Canada
2004-02,99.16,"Index, 2020 = 100",Canada
2004-03,99.41,"Index, 2020 = 100",Canada
2004-04,98.79,"Index, 2020 = 100",Canada
2004-05,96.88,"Index, 2020 = 100",Canada
2004-06,97.73,"Index, 2020 = 100",Canada
2004-07,100.35,"Index, 2020 = 100",Canada
2004-08,100.79,"Index, 2020 = 100",Canada
2004-09,102.6,"Index, 2020 = 100",Canada
2004-10,105.27,"Index, 2020 = 100",Canada
2004-11,109.37,"Index, 2020 = 100",Canada
2004-12,106.8,"Index, 2020 = 100",Canada
2005-01,106.43,"Index, 2020 = 100",Canada
2005-02,105.1,"Index, 2020 = 100",Canada
2005-03,106.64,"Index, 2020 = 100",Canada
2005-04,105.09,"Index, 2020 = 100",Canada
2005-05,103.73,"Index, 2020 = 100",Canada
2005-06,105.71,"Index, 2020 = 100",Canada
2005-07,107.56,"Index, 2020 = 100",Canada
2005-08,108.68,"Index, 2020 = 100",Canada
2005-09,111.09,"Index, 2020 = 100",Canada
2005-10,111.12,"Index, 2020 = 100",Canada
2005-11,111.5,"Index, 2020 = 100",Canada
2005-12,113.48,"Index, 2020 = 100",Canada
2006-01,113.19,"Index, 2020 = 100",Canada
2006-02,113.98,"Index, 2020 = 100",Canada
2006-03,113.27,"Index, 2020 = 100",Canada
2006-04,114.03,"Index, 2020 = 100",Canada
2006-05,116.66,"Index, 2020 = 100",Canada
2006-06,116.39,"Index, 2020 = 100",Canada
2006-07,114.65,"Index, 2020 = 100",Canada
2006-08,115.25,"Index, 2020 = 100",Canada
2006-09,115.51,"Index, 2020 = 100",Canada
2006-10,114.63,"Index, 2020 = 100",Canada
2006-11,113.74,"Index, 2020 = 100",Canada
2006-12,111.72,"Index, 2020 = 100",Canada
2007-01,109.7,"Index, 2020 = 100",Canada
2007-02,110.44,"Index, 2020 = 100",Canada
2007-03,110.48,"Index, 2020 = 100",Canada
2007-04,113.28,"Index, 2020 = 100",Canada
2007-05,117.39,"Index, 2020 = 100",Canada
2007-06,120.45,"Index, 2020 = 100",Canada
2007-07,121.68,"Index, 2020 = 100",Canada
2007-08,120.64,"Index, 2020 = 100",Canada
2007-09,123.72,"Index, 2020 = 100",Canada
2007-10,128.89,"Index, 2020 = 100",Canada
2007-11,129.36,"Index, 2020 = 100",Canada
2007-12,124.73,"Index, 2020 = 100",Canada
2008-01,123.03,"Index, 2020 = 100",Canada
2008-02,124.13,"Index, 2020 = 100",Canada
2008-03,122.34,"Index, 2020 = 100",Canada
2008-04,120.73,"Index, 2020 = 100",Canada
2008-05,123.25,"Index, 2020 = 100",Canada
2008-06,120.97,"Index, 2020 = 100",Canada
2008-07,120.91,"Index, 2020 = 100",Canada
2008-08,117.56,"Index, 2020 = 100",Canada
2008-09,118.34,"Index, 2020 = 100",Canada
2008-10,108.26,"Index, 2020 = 100",Canada
2008-11,106.8,"Index, 2020 = 100",Canada
2008-12,104.64,"Index, 2020 = 100",Canada
2009-01,105.27,"Index, 2020 = 100",Canada
2009-02,104.91,"Index, 2020 = 100",Canada
2009-03,103.61,"Index, 2020 = 100",Canada
2009-04,105.29,"Index, 2020 = 100",Canada
2009-05,111.66,"Index, 2020 = 100",Canada
2009-06,113.52,"Index, 2020 = 100",Canada
2009-07,113.26,"Index, 2020 = 100",Canada
2009-08,116.17,"Index, 2020 = 100",Canada
2009-09,116.37,"Index, 2020 = 100",Canada
2009-10,118.65,"Index, 2020 = 100",Canada
2009-11,118.21,"Index, 2020 = 100",Canada
2009-12,118.88,"Index, 2020 = 100",Canada
2010-01,120.5,"Index, 2020 = 100",Canada
2010-02,120.13,"Index, 2020 = 100",Canada
2010-03,123.35,"Index, 2020 = 100",Canada
2010-04,125.9,"Index, 2020 = 100",Canada
2010-05,123.39,"Index, 2020 = 100",Canada
2010-06,124.01,"Index, 2020 = 100",Canada
2010-07,123.01,"Index, 2020 = 100",Canada
