TIME_PERIOD,exchange_rate,Unit,country
2002-09,100.59,"Index, 2020 = 100",France
2002-10,100.72,"Index, 2020 = 100",France
2002-11,101.12,"Index, 2020 = 100",France
2002-12,101.39,"Index, 2020 = 100",France
2003-01,102.35,"Index, 2020 = 100",France
2003-02,103.1,"Index, 2020 = 100",France
2003-03,103.39,"Index, 2020 = 100",France
2003-04,103.4,"Index, 2020 = 100",France
2003-05,104.74,"Index, 2020 = 100",France
2003-06,104.93,"Index, 2020 = 100",France
2003-07,104.42,"Index, 2020 = 100",France
2003-08,104.03,"Index, 2020 = 100",France
2003-09,104.05,"Index, 2020 = 100",France
2003-10,104.78,"Index, 2020 = 100",France
2003-11,104.89,"Index, 2020 = 100",France
2003-12,105.79,"Index, 2020 = 100",France
2004-01,106.15,"Index, 2020 = 100",France
2004-02,106.19,"Index, 2020 = 100",France
2004-03,105.59,"Index, 2020 = 100",France
2004-04,104.8,"Index, 2020 = 100",France
2004-05,105.21,"Index, 2020 = 100",France
2004-06,105.16,"Index, 2020 = 100",France
2004-07,105.31,"Index, 2020 = 100",France
2004-08,105.3,"Index, 2020 = 100",France
2004-09,105.46,"Index, 2020 = 100",France
2004-10,105.8,"Index, 2020 = 100",France
2004-11,106.36,"Index, 2020 = 100",France
2004-12,106.79,"Index, 2020 = 100",France
2005-01,106.13,"Index, 2020 = 100",France
2005-02,106.14,"Index, 2020 = 100",France
2005-03,106.5,"Index, 2020 = 100",France
2005-04,106.06,"Index, 2020 = 100",France
2005-05,105.55,"Index, 2020 = 100",France
2005-06,104.68,"Index, 2020 = 100",France
2005-07,104.58,"Index, 2020 = 100",France
2005-08,104.99,"Index, 2020 = 100",France
2005-09,104.85,"Index, 2020 = 100",France
2005-10,104.53,"Index, 2020 = 100",France
2005-11,104.25,"Index, 2020 = 100",France
2005-12,104.24,"Index, 2020 = 100",France
2006-01,104.47,"Index, 2020 = 100",France
2006-02,104.34,"Index, 2020 = 100",France
2006-03,104.6,"Index, 2020 = 100",France
2006-04,104.82,"Index, 2020 = 100",France
2006-05,105.32,"Index, 2020 = 100",France
2006-06,105.25,"Index, 2020 = 100",France
2006-07,105.08,"Index, 2020 = 100",France
2006-08,105.37,"Index, 2020 = 100",France
2006-09,105.19,"Index, 2020 = 100",France
2006-10,104.84,"Index, 2020 = 100",France
2006-11,105.2,"Index, 2020 = 100",France
2006-12,105.53,"Index, 2020 = 100",France
2007-01,105.1,"Index, 2020 = 100",France
2007-02,105.13,"Index, 2020 = 100",France
2007-03,105.42,"Index, 2020 = 100",France
2007-04,105.75,"Index, 2020 = 100",France
2007-05,105.87,"Index, 2020 = 100",France
2007-06,105.74,"Index, 2020 = 100",France
2007-07,105.72,"Index, 2020 = 100",France
2007-08,105.94,"Index, 2020 = 100",France
2007-09,106.24,"Index, 2020 = 100",France
2007-10,106.46,"Index, 2020 = 100",France
2007-11,107.09,"Index, 2020 = 100",France
2007-12,107.33,"Index, 2020 = 100",France
2008-01,107.48,"Index, 2020 = 100",France
2008-02,107.2,"Index, 2020 = 100",France
2008-03,108.22,"Index, 2020 = 100",France
2008-04,108.81,"Index, 2020 = 100",France
2008-05,108.6,"Index, 2020 = 100",France
2008-06,108.56,"Index, 2020 = 100",France
2008-07,108.3,"Index, 2020 = 100",France
2008-08,107.65,"Index, 2020 = 100",France
2008-09,106.91,"Index, 2020 = 100",France
2008-10,105.71,"Index, 2020 = 100",France
2008-11,105.48,"Index, 2020 = 100",France
2008-12,107.06,"Index, 2020 = 100",France
2009-01,106.69,"Index, 2020 = 100",France
2009-02,106.12,"Index, 2020 = 100",France
2009-03,107.16,"Index, 2020 = 100",France
2009-04,106.86,"Index, 2020 = 100",France
2009-05,107.07,"Index, 2020 = 100",France
2009-06,107.31,"Index, 2020 = 100",France
2009-07,107.14,"Index, 2020 = 100",France
2009-08,107.46,"Index, 2020 = 100",France
2009-09,107.72,"Index, 2020 = 100",France
2009-10,108.0,"Index, 2020 = 100",France
2009-11,107.98,"Index, 2020 = 100",France
2009-12,107.67,"Index, 2020 = 100",France
2010-01,106.91,"Index, 2020 = 100",France
2010-02,106.34,"Index, 2020 = 100",France
2010-03,106.16,"Index, 2020 = 100",France
2010-04,105.61,"Index, 2020 = 100",France
2010-05,104.35,"Index, 2020 = 100",France
2010-06,103.55,"Index, 2020 = 100",France
2010-07,103.93,"Index, 2020 = 100",France
2010-08,103.88,"Index, 2020 = 100",France
2010-09,103.85,"Index, 2020 = 100",France
2010-10,104.99,"Index, 2020 = 100",France
2010-11,104.5,"Index, 2020 = 100",France
2010-12,103.69,"Index, 2020 = 100",France
2011-01,103.43,"Index, 2020 = 100",France
2011-02,103.82,"Index, 2020 = 100",France
2011-03,104.6,"Index, 2020 = 100",France
2011-04,105.21,"Index, 2020 = 100",France
2011-05,104.73,"Index, 2020 = 100",France
2011-06,104.84,"Index, 2020 = 100",France
2011-07,103.86,"Index, 2020 = 100",France
2011-08,104.13,"Index, 2020 = 100",France
2011-09,103.44,"Index, 2020 = 100",France
2011-10,103.57,"Index, 2020 = 100",France
2011-11,103.55,"Index, 2020 = 100",France
2011-12,103.2,"Index, 2020 = 100",France
2012-01,102.18,"Index, 2020 = 100",France
2012-02,102.53,"Index, 2020 = 100",France
2012-03,102.95,"Index, 2020 = 100",France
2012-04,102.59,"Index, 2020 = 100",France
2012-05,102.01,"Index, 2020 = 100",France
2012-06,101.84,"Index, 2020 = 100",France
2012-07,100.64,"Index, 2020 = 100",France
2012-08,100.95,"Index, 2020 = 100",France
2012-09,101.11,"Index, 2020 = 100",France
2012-10,101.38,"Index, 2020 = 100",France
2012-11,101.2,"Index, 2020 = 100",France
2012-12,101.96,"Index, 2020 = 100",France
2013-01,102.37,"Index, 2020 = 100",France
2013-02,102.76,"Index, 2020 = 100",France
2013-03,102.65,"Index, 2020 = 100",France
2013-04,102.7,"Index, 2020 = 100",France
2013-05,102.72,"Index, 2020 = 100",France
2013-06,103.11,"Index, 2020 = 100",France
2013-07,102.69,"Index, 2020 = 100",France
2013-08,103.32,"Index, 2020 = 100",France
2013-09,102.88,"Index, 2020 = 100",France
2013-10,103.18,"Index, 2020 = 100",France
2013-11,103.01,"Index, 2020 = 100",France
2013-12,103.59,"Index, 2020 = 100",France
2014-01,103.25,"Index, 2020 = 100",France
2014-02,103.52,"Index, 2020 = 100",France
2014-03,103.93,"Index, 2020 = 100",France
2014-04,103.54,"Index, 2020 = 100",France
2014-05,103.3,"Index, 2020 = 100",France
2014-06,102.85,"Index, 2020 = 100",France
2014-07,102.35,"Index, 2020 = 100",France
2014-08,102.57,"Index, 2020 = 100",France
2014-09,101.65,"Index, 2020 = 100",France
2014-10,101.48,"Index, 2020 = 100",France
2014-11,101.54,"Index, 2020 = 100",France
2014-12,101.82,"Index, 2020 = 100",France
2015-01,99.98,"Index, 2020 = 100",France
2015-02,99.5,"Index, 2020 = 100",France
2015-03,98.71,"Index, 2020 = 100",France
2015-04,98.24,"Index, 2020 = 100",France
2015-05,98.82,"Index, 2020 = 100",France
2015-06,98.94,"Index, 2020 = 100",France
2015-07,98.28,"Index, 2020 = 100",France
2015-08,99.22,"Index, 2020 = 100",France
2015-09,99.24,"Index, 2020 = 100",France
2015-10,99.08,"Index, 2020 = 100",France
2015-11,98.15,"Index, 2020 = 100",France
2015-12,98.94,"Index, 2020 = 100",France
2016-01,98.89,"Index, 2020 = 100",France
2016-02,99.5,"Index, 2020 = 100",France
2016-03,99.43,"Index, 2020 = 100",France
2016-04,99.58,"Index, 2020 = 100",France
2016-05,99.63,"Index, 2020 = 100",France
2016-06,99.42,"Index, 2020 = 100",France
2016-07,99.08,"Index, 2020 = 100",France
2016-08,99.58,"Index, 2020 = 100",France
2016-09,99.35,"Index, 2020 = 100",France
2016-10,99.23,"Index, 2020 = 100",France
2016-11,99.07,"Index, 2020 = 100",France
2016-12,98.66,"Index, 2020 = 100",France
2017-01,98.74,"Index, 2020 = 100",France
2017-02,98.24,"Index, 2020 = 100",France
2017-03,98.83,"Index, 2020 = 100",France
2017-04,98.32,"Index, 2020 = 100",France
2017-05,99.19,"Index, 2020 = 100",France
2017-06,99.55,"Index, 2020 = 100",France
2017-07,99.69,"Index, 2020 = 100",France
2017-08,100.7,"Index, 2020 = 100",France
2017-09,100.51,"Index, 2020 = 100",France
2017-10,100.42,"Index, 2020 = 100",France
2017-11,100.56,"Index, 2020 = 100",France
2017-12,100.82,"Index, 2020 = 100",France
2018-01,101.35,"Index, 2020 = 100",France
2018-02,101.16,"Index, 2020 = 100",France
2018-03,101.89,"Index, 2020 = 100",France
2018-04,101.66,"Index, 2020 = 100",France
2018-05,101.07,"Index, 2020 = 100",France
2018-06,100.78,"Index, 2020 = 100",France
2018-07,100.66,"Index, 2020 = 100",France
2018-08,100.74,"Index, 2020 = 100",France
2018-09,100.62,"Index, 2020 = 100",France
2018-10,100.2,"Index, 2020 = 100",France
2018-11,100.07,"Index, 2020 = 100",France
2018-12,100.32,"Index, 2020 = 100",France
2019-01,100.12,"Index, 2020 = 100",France
2019-02,99.66,"Index, 2020 = 100",France
2019-03,99.91,"Index, 2020 = 100",France
2019-04,99.6,"Index, 2020 = 100",France
2019-05,99.65,"Index, 2020 = 100",France
2019-06,100.02,"Index, 2020 = 100",France
2019-07,99.61,"Index, 2020 = 100",France
2019-08,99.98,"Index, 2020 = 100",France
2019-09,99.31,"Index, 2020 = 100",France
2019-10,99.09,"Index, 2020 = 100",France
2019-11,99.18,"Index, 2020 = 100",France
2019-12,99.4,"Index, 2020 = 100",France
2020-01,99.08,"Index, 2020 = 100",France
2020-02,98.57,"Index, 2020 = 100",France
2020-03,99.58,"Index, 2020 = 100",France
2020-04,99.19,"Index, 2020 = 100",France
2020-05,99.43,"Index, 2020 = 100",France
2020-06,99.86,"Index, 2020 = 100",France
2020-07,100.74,"Index, 2020 = 100",France
2020-08,101.14,"Index, 2020 = 100",France
2020-09,100.63,"Index, 2020 = 100",France
2020-10,100.25,"Index, 2020 = 100",France
2020-11,100.47,"Index, 2020 = 100",France
2020-12,101.05,"Index, 2020 = 100",France
2021-01,100.59,"Index, 2020 = 100",France
2021-02,100.1,"Index, 2020 = 100",France
2021-03,100.03,"Index, 2020 = 100",France
2021-04,99.76,"Index, 2020 = 100",France
2021-05,100.03,"Index, 2020 = 100",France
2021-06,99.67,"Index, 2020 = 100",France
2021-07,99.13,"Index, 2020 = 100",France
2021-08,99.33,"Index, 2020 = 100",France
2021-09,98.92,"Index, 2020 = 100",France
2021-10,98.19,"Index, 2020 = 100",France
2021-11,97.77,"Index, 2020 = 100",France
2021-12,97.44,"Index, 2020 = 100",France
2022-01,97.04,"Index, 2020 = 100",France
2022-02,97.16,"Index, 2020 = 100",France
2022-03,96.42,"Index, 2020 = 100",France
2022-04,96.11,"Index, 2020 = 100",France
2022-05,95.99,"Index, 2020 = 100",France
2022-06,96.16,"Index, 2020 = 100",France
2022-07,95.25,"Index, 2020 = 100",France
2022-08,94.96,"Index, 2020 = 100",France
2022-09,93.81,"Index, 2020 = 100",France
2022-10,93.82,"Index, 2020 = 100",France
2022-11,94.57,"Index, 2020 = 100",France
2022-12,94.98,"Index, 2020 = 100",France
2023-01,95.35,"Index, 2020 = 100",France
2023-02,95.78,"Index, 2020 = 100",France
2023-03,96.25,"Index, 2020 = 100",France
2023-04,96.81,"Index, 2020 = 100",France
2023-05,96.46,"Index, 2020 = 100",France
2023-06,96.35,"Index, 2020 = 100",France
2023-07,96.47,"Index, 2020 = 100",France
2023-08,96.99,"Index, 2020 = 100",France
2023-09,96.06,"Index, 2020 = 100",France
2023-10,96.0,"Index, 2020 = 100",France
2023-11,96.51,"Index, 2020 = 100",France
2023-12,96.33,"Index, 2020 = 100",France
2024-01,96.02,"Index, 2020 = 100",France
2024-02,96.31,"Index, 2020 = 100",France
2024-03,96.33,"Index, 2020 = 100",France
2024-04,96.48,"Index, 2020 = 100",France
2024-05,96.5,"Index, 2020 = 100",France
2024-06,96.31,"Index, 2020 = 100",France
2024-07,96.43,"Index, 2020 = 100",France
2024-08,96.88,"Index, 2020 = 100",France
1964-01,119.22,"Index, 2020 = 100",Italy
1964-02,119.17,"Index, 2020 = 100",Italy
1964-03,119.35,"Index, 2020 = 100",Italy
1964-04,119.03,"Index, 2020 = 100",Italy
1964-05,120.18,"Index, 2020 = 100",Italy
1964-06,121.17,"Index, 2020 = 100",Italy
1964-07,121.49,"Index, 2020 = 100",Italy
1964-08,121.46,"Index, 2020 = 100",Italy
1964-09,121.46,"Index, 2020 = 100",Italy
1964-10,121.76,"Index, 2020 = 100",Italy
1964-11,121.86,"Index, 2020 = 100",Italy
1964-12,121.83,"Index, 2020 = 100",Italy
1965-01,121.77,"Index, 2020 = 100",Italy
1965-02,121.81,"Index, 2020 = 100",Italy
1965-03,121.7,"Index, 2020 = 100",Italy
1965-04,121.26,"Index, 2020 = 100",Italy
1965-05,121.42,"Index, 2020 = 100",Italy
1965-06,121.03,"Index, 2020 = 100",Italy
1965-07,121.43,"Index, 2020 = 100",Italy
1965-08,121.53,"Index, 2020 = 100",Italy
1965-09,121.43,"Index, 2020 = 100",Italy
1965-10,120.88,"Index, 2020 = 100",Italy
1965-11,120.39,"Index, 2020 = 100",Italy
1965-12,120.36,"Index, 2020 = 100",Italy
1966-01,120.41,"Index, 2020 = 100",Italy
1966-02,120.17,"Index, 2020 = 100",Italy
1966-03,119.88,"Index, 2020 = 100",Italy
1966-04,119.65,"Index, 2020 = 100",Italy
1966-05,119.54,"Index, 2020 = 100",Italy
1966-06,119.36,"Index, 2020 = 100",Italy
1966-07,119.25,"Index, 2020 = 100",Italy
1966-08,119.22,"Index, 2020 = 100",Italy
1966-09,118.97,"Index, 2020 = 100",Italy
1966-10,118.69,"Index, 2020 = 100",Italy
1966-11,118.46,"Index, 2020 = 100",Italy
1966-12,118.53,"Index, 2020 = 100",Italy
1967-01,118.11,"Index, 2020 = 100",Italy
1967-02,118.13,"Index, 2020 = 100",Italy
1967-03,118.07,"Index, 2020 = 100",Italy
1967-04,117.95,"Index, 2020 = 100",Italy
1967-05,117.87,"Index, 2020 = 100",Italy
1967-06,118.25,"Index, 2020 = 100",Italy
1967-07,118.31,"Index, 2020 = 100",Italy
1967-08,118.54,"Index, 2020 = 100",Italy
1967-09,118.97,"Index, 2020 = 100",Italy
1967-10,118.67,"Index, 2020 = 100",Italy
1967-11,119.27,"Index, 2020 = 100",Italy
1967-12,120.24,"Index, 2020 = 100",Italy
1968-01,119.77,"Index, 2020 = 100",Italy
1968-02,119.5,"Index, 2020 = 100",Italy
1968-03,119.29,"Index, 2020 = 100",Italy
1968-04,119.13,"Index, 2020 = 100",Italy
1968-05,119.54,"Index, 2020 = 100",Italy
1968-06,119.32,"Index, 2020 = 100",Italy
1968-07,119.18,"Index, 2020 = 100",Italy
1968-08,119.16,"Index, 2020 = 100",Italy
1968-09,118.62,"Index, 2020 = 100",Italy
1968-10,117.95,"Index, 2020 = 100",Italy
1968-11,117.52,"Index, 2020 = 100",Italy
1968-12,117.64,"Index, 2020 = 100",Italy
1969-01,117.19,"Index, 2020 = 100",Italy
1969-02,116.87,"Index, 2020 = 100",Italy
1969-03,116.31,"Index, 2020 = 100",Italy
1969-04,116.51,"Index, 2020 = 100",Italy
1969-05,116.49,"Index, 2020 = 100",Italy
1969-06,117.05,"Index, 2020 = 100",Italy
1969-07,117.01,"Index, 2020 = 100",Italy
1969-08,118.58,"Index, 2020 = 100",Italy
1969-09,118.68,"Index, 2020 = 100",Italy
1969-10,116.53,"Index, 2020 = 100",Italy
1969-11,116.86,"Index, 2020 = 100",Italy
1969-12,116.44,"Index, 2020 = 100",Italy
1970-01,115.62,"Index, 2020 = 100",Italy
1970-02,116.12,"Index, 2020 = 100",Italy
1970-03,115.86,"Index, 2020 = 100",Italy
1970-04,115.44,"Index, 2020 = 100",Italy
1970-05,115.64,"Index, 2020 = 100",Italy
1970-06,115.47,"Index, 2020 = 100",Italy
1970-07,115.23,"Index, 2020 = 100",Italy
1970-08,115.35,"Index, 2020 = 100",Italy
1970-09,116.08,"Index, 2020 = 100",Italy
1970-10,116.41,"Index, 2020 = 100",Italy
1970-11,116.85,"Index, 2020 = 100",Italy
1970-12,116.65,"Index, 2020 = 100",Italy
1971-01,115.9,"Index, 2020 = 100",Italy
1971-02,115.76,"Index, 2020 = 100",Italy
1971-03,115.74,"Index, 2020 = 100",Italy
1971-04,115.21,"Index, 2020 = 100",Italy
1971-05,114.29,"Index, 2020 = 100",Italy
1971-06,113.17,"Index, 2020 = 100",Italy
1971-07,113.12,"Index, 2020 = 100",Italy
1971-08,112.55,"Index, 2020 = 100",Italy
1971-09,112.45,"Index, 2020 = 100",Italy
1971-10,111.96,"Index, 2020 = 100",Italy
1971-11,111.74,"Index, 2020 = 100",Italy
1971-12,112.15,"Index, 2020 = 100",Italy
1972-01,111.75,"Index, 2020 = 100",Italy
1972-02,111.22,"Index, 2020 = 100",Italy
1972-03,111.18,"Index, 2020 = 100",Italy
1972-04,110.84,"Index, 2020 = 100",Italy
1972-05,111.57,"Index, 2020 = 100",Italy
1972-06,111.93,"Index, 2020 = 100",Italy
1972-07,111.69,"Index, 2020 = 100",Italy
1972-08,112.16,"Index, 2020 = 100",Italy
1972-09,112.65,"Index, 2020 = 100",Italy
1972-10,113.32,"Index, 2020 = 100",Italy
1972-11,113.62,"Index, 2020 = 100",Italy
1972-12,113.71,"Index, 2020 = 100",Italy
1973-01,113.6,"Index, 2020 = 100",Italy
1973-02,110.71,"Index, 2020 = 100",Italy
1973-03,106.11,"Index, 2020 = 100",Italy
1973-04,103.98,"Index, 2020 = 100",Italy
1973-05,103.27,"Index, 2020 = 100",Italy
1973-06,97.7,"Index, 2020 = 100",Italy
1973-07,95.53,"Index, 2020 = 100",Italy
1973-08,99.44,"Index, 2020 = 100",Italy
1973-09,101.02,"Index, 2020 = 100",Italy
1973-10,99.8,"Index, 2020 = 100",Italy
1973-11,99.73,"Index, 2020 = 100",Italy
1973-12,100.12,"Index, 2020 = 100",Italy
1974-01,99.18,"Index, 2020 = 100",Italy
1974-02,96.49,"Index, 2020 = 100",Italy
1974-03,98.37,"Index, 2020 = 100",Italy
1974-04,96.78,"Index, 2020 = 100",Italy
1974-05,96.31,"Index, 2020 = 100",Italy
1974-06,96.26,"Index, 2020 = 100",Italy
1974-07,97.44,"Index, 2020 = 100",Italy
1974-08,98.62,"Index, 2020 = 100",Italy
1974-09,100.41,"Index, 2020 = 100",Italy
1974-10,98.91,"Index, 2020 = 100",Italy
1974-11,98.13,"Index, 2020 = 100",Italy
1974-12,97.67,"Index, 2020 = 100",Italy
1975-01,97.46,"Index, 2020 = 100",Italy
1975-02,97.84,"Index, 2020 = 100",Italy
1975-03,97.41,"Index, 2020 = 100",Italy
1975-04,98.77,"Index, 2020 = 100",Italy
1975-05,98.61,"Index, 2020 = 100",Italy
1975-06,98.78,"Index, 2020 = 100",Italy
1975-07,99.09,"Index, 2020 = 100",Italy
1975-08,99.71,"Index, 2020 = 100",Italy
1975-09,99.59,"Index, 2020 = 100",Italy
1975-10,99.33,"Index, 2020 = 100",Italy
1975-11,99.91,"Index, 2020 = 100",Italy
1975-12,100.58,"Index, 2020 = 100",Italy
1976-01,97.47,"Index, 2020 = 100",Italy
1976-02,90.56,"Index, 2020 = 100",Italy
1976-03,86.37,"Index, 2020 = 100",Italy
1976-04,82.49,"Index, 2020 = 100",Italy
1976-05,86.42,"Index, 2020 = 100",Italy
1976-06,87.96,"Index, 2020 = 100",Italy
1976-07,89.63,"Index, 2020 = 100",Italy
1976-08,89.65,"Index, 2020 = 100",Italy
1976-09,89.16,"Index, 2020 = 100",Italy
1976-10,89.5,"Index, 2020 = 100",Italy
1976-11,89.82,"Index, 2020 = 100",Italy
1976-12,89.69,"Index, 2020 = 100",Italy
1977-01,88.64,"Index, 2020 = 100",Italy
1977-02,89.6,"Index, 2020 = 100",Italy
1977-03,89.6,"Index, 2020 = 100",Italy
1977-04,89.37,"Index, 2020 = 100",Italy
1977-05,89.74,"Index, 2020 = 100",Italy
1977-06,89.69,"Index, 2020 = 100",Italy
1977-07,89.32,"Index, 2020 = 100",Italy
1977-08,90.51,"Index, 2020 = 100",Italy
1977-09,91.51,"Index, 2020 = 100",Italy
1977-10,91.18,"Index, 2020 = 100",Italy
1977-11,90.97,"Index, 2020 = 100",Italy
1977-12,89.06,"Index, 2020 = 100",Italy
1978-01,88.11,"Index, 2020 = 100",Italy
1978-02,89.27,"Index, 2020 = 100",Italy
1978-03,89.12,"Index, 2020 = 100",Italy
1978-04,88.7,"Index, 2020 = 100",Italy
1978-05,89.77,"Index, 2020 = 100",Italy
1978-06,90.06,"Index, 2020 = 100",Italy
1978-07,89.55,"Index, 2020 = 100",Italy
1978-08,88.55,"Index, 2020 = 100",Italy
1978-09,89.46,"Index, 2020 = 100",Italy
1978-10,88.05,"Index, 2020 = 100",Italy
1978-11,87.72,"Index, 2020 = 100",Italy
1978-12,87.47,"Index, 2020 = 100",Italy
1979-01,87.59,"Index, 2020 = 100",Italy
1979-02,88.32,"Index, 2020 = 100",Italy
1979-03,88.92,"Index, 2020 = 100",Italy
1979-04,90.06,"Index, 2020 = 100",Italy
1979-05,90.17,"Index, 2020 = 100",Italy
1979-06,90.11,"Index, 2020 = 100",Italy
1979-07,90.16,"Index, 2020 = 100",Italy
1979-08,91.26,"Index, 2020 = 100",Italy
1979-09,92.77,"Index, 2020 = 100",Italy
1979-10,92.52,"Index, 2020 = 100",Italy
1979-11,93.22,"Index, 2020 = 100",Italy
1979-12,94.26,"Index, 2020 = 100",Italy
1980-01,96.23,"Index, 2020 = 100",Italy
1980-02,97.2,"Index, 2020 = 100",Italy
1980-03,95.96,"Index, 2020 = 100",Italy
1980-04,95.64,"Index, 2020 = 100",Italy
1980-05,95.95,"Index, 2020 = 100",Italy
1980-06,95.72,"Index, 2020 = 100",Italy
1980-07,96.35,"Index, 2020 = 100",Italy
1980-08,96.92,"Index, 2020 = 100",Italy
1980-09,97.57,"Index, 2020 = 100",Italy
1980-10,97.71,"Index, 2020 = 100",Italy
1980-11,98.2,"Index, 2020 = 100",Italy
1980-12,98.08,"Index, 2020 = 100",Italy
1981-01,97.77,"Index, 2020 = 100",Italy
1981-02,97.54,"Index, 2020 = 100",Italy
1981-03,96.64,"Index, 2020 = 100",Italy
1981-04,95.03,"Index, 2020 = 100",Italy
1981-05,95.07,"Index, 2020 = 100",Italy
1981-06,94.84,"Index, 2020 = 100",Italy
1981-07,94.43,"Index, 2020 = 100",Italy
1981-08,94.59,"Index, 2020 = 100",Italy
1981-09,95.53,"Index, 2020 = 100",Italy
1981-10,93.87,"Index, 2020 = 100",Italy
1981-11,94.07,"Index, 2020 = 100",Italy
1981-12,94.26,"Index, 2020 = 100",Italy
1982-01,94.55,"Index, 2020 = 100",Italy
1982-02,95.43,"Index, 2020 = 100",Italy
1982-03,95.35,"Index, 2020 = 100",Italy
1982-04,94.55,"Index, 2020 = 100",Italy
1982-05,94.96,"Index, 2020 = 100",Italy
1982-06,94.69,"Index, 2020 = 100",Italy
1982-07,95.67,"Index, 2020 = 100",Italy
1982-08,97.33,"Index, 2020 = 100",Italy
1982-09,98.05,"Index, 2020 = 100",Italy
1982-10,98.59,"Index, 2020 = 100",Italy
1982-11,98.75,"Index, 2020 = 100",Italy
1982-12,100.48,"Index, 2020 = 100",Italy
1983-01,102.39,"Index, 2020 = 100",Italy
1983-02,103.26,"Index, 2020 = 100",Italy
1983-03,102.34,"Index, 2020 = 100",Italy
1983-04,102.25,"Index, 2020 = 100",Italy
1983-05,102.23,"Index, 2020 = 100",Italy
1983-06,102.25,"Index, 2020 = 100",Italy
1983-07,102.62,"Index, 2020 = 100",Italy
1983-08,101.56,"Index, 2020 = 100",Italy
1983-09,101.62,"Index, 2020 = 100",Italy
1983-10,102.27,"Index, 2020 = 100",Italy
1983-11,102.53,"Index, 2020 = 100",Italy
1983-12,102.17,"Index, 2020 = 100",Italy
1984-01,102.23,"Index, 2020 = 100",Italy
1984-02,102.46,"Index, 2020 = 100",Italy
1984-03,102.96,"Index, 2020 = 100",Italy
1984-04,103.32,"Index, 2020 = 100",Italy
1984-05,103.09,"Index, 2020 = 100",Italy
1984-06,103.53,"Index, 2020 = 100",Italy
1984-07,103.8,"Index, 2020 = 100",Italy
1984-08,103.29,"Index, 2020 = 100",Italy
1984-09,102.64,"Index, 2020 = 100",Italy
1984-10,102.77,"Index, 2020 = 100",Italy
1984-11,103.41,"Index, 2020 = 100",Italy
1984-12,104.07,"Index, 2020 = 100",Italy
1985-01,104.82,"Index, 2020 = 100",Italy
1985-02,104.42,"Index, 2020 = 100",Italy
1985-03,102.63,"Index, 2020 = 100",Italy
1985-04,102.36,"Index, 2020 = 100",Italy
1985-05,102.94,"Index, 2020 = 100",Italy
1985-06,103.54,"Index, 2020 = 100",Italy
1985-07,102.07,"Index, 2020 = 100",Italy
1985-08,100.77,"Index, 2020 = 100",Italy
1985-09,100.79,"Index, 2020 = 100",Italy
1985-10,102.23,"Index, 2020 = 100",Italy
1985-11,103.05,"Index, 2020 = 100",Italy
1985-12,103.49,"Index, 2020 = 100",Italy
1986-01,104.61,"Index, 2020 = 100",Italy
1986-02,106.03,"Index, 2020 = 100",Italy
1986-03,107.1,"Index, 2020 = 100",Italy
1986-04,106.52,"Index, 2020 = 100",Italy
1986-05,106.98,"Index, 2020 = 100",Italy
1986-06,107.11,"Index, 2020 = 100",Italy
1986-07,108.14,"Index, 2020 = 100",Italy
1986-08,109.79,"Index, 2020 = 100",Italy
1986-09,109.96,"Index, 2020 = 100",Italy
1986-10,111.2,"Index, 2020 = 100",Italy
1986-11,111.78,"Index, 2020 = 100",Italy
1986-12,112.36,"Index, 2020 = 100",Italy
1987-01,111.91,"Index, 2020 = 100",Italy
1987-02,112.23,"Index, 2020 = 100",Italy
1987-03,111.62,"Index, 2020 = 100",Italy
1987-04,110.91,"Index, 2020 = 100",Italy
1987-05,110.01,"Index, 2020 = 100",Italy
1987-06,109.78,"Index, 2020 = 100",Italy
1987-07,109.57,"Index, 2020 = 100",Italy
1987-08,109.44,"Index, 2020 = 100",Italy
1987-09,110.35,"Index, 2020 = 100",Italy
1987-10,110.97,"Index, 2020 = 100",Italy
1987-11,110.86,"Index, 2020 = 100",Italy
1987-12,111.15,"Index, 2020 = 100",Italy
1988-01,111.3,"Index, 2020 = 100",Italy
1988-02,110.8,"Index, 2020 = 100",Italy
1988-03,110.36,"Index, 2020 = 100",Italy
1988-04,109.45,"Index, 2020 = 100",Italy
1988-05,109.12,"Index, 2020 = 100",Italy
1988-06,108.76,"Index, 2020 = 100",Italy
1988-07,108.15,"Index, 2020 = 100",Italy
1988-08,107.97,"Index, 2020 = 100",Italy
1988-09,107.99,"Index, 2020 = 100",Italy
1988-10,108.77,"Index, 2020 = 100",Italy
1988-11,110.01,"Index, 2020 = 100",Italy
1988-12,110.8,"Index, 2020 = 100",Italy
1989-01,110.44,"Index, 2020 = 100",Italy
1989-02,111.04,"Index, 2020 = 100",Italy
1989-03,110.96,"Index, 2020 = 100",Italy
1989-04,110.92,"Index, 2020 = 100",Italy
1989-05,111.55,"Index, 2020 = 100",Italy
1989-06,112.48,"Index, 2020 = 100",Italy
1989-07,113.3,"Index, 2020 = 100",Italy
1989-08,113.72,"Index, 2020 = 100",Italy
1989-09,113.57,"Index, 2020 = 100",Italy
1989-10,113.27,"Index, 2020 = 100",Italy
1989-11,114.47,"Index, 2020 = 100",Italy
1989-12,114.96,"Index, 2020 = 100",Italy
1990-01,115.38,"Index, 2020 = 100",Italy
1990-02,116.39,"Index, 2020 = 100",Italy
1990-03,117.13,"Index, 2020 = 100",Italy
1990-04,117.67,"Index, 2020 = 100",Italy
