Time Series Search Export,Search term,Search filters,,Last update of Effective exchange rates data,Downloaded at,Source,Source URL,Download URL,About Effective exchange rates
,,,,2024-10-10,2024-10-11 18:02 CEST,BIS,"https:/data.bis.org/topics/EER/BIS,WS_EER,1.0/M.R.N.FR?","https:/data.bis.org/topics/EER/BIS,WS_EER,1.0/M.R.N.FR?&file_format=csv&format=long&split_frequencies=false&transposed=false&include=code%2Clabel",https://data.bis.org/topics/EER

DATAFLOW_ID:Dataflow ID,KEY:Timeseries Key,FREQ:Frequency,EER_TYPE:Type,EER_BASKET:Basket,REF_AREA:Reference area,Unit,Unit multiplier,TIME_PERIOD:Period,OBS_CONF:Confidentiality,OBS_PRE_BREAK:Pre-break value,OBS_STATUS:Status,OBS_VALUE:Value
"BIS,WS_EER,1.0",M.R.N.FR,M:Monthly,R:Real,N:Narrow (27 economies),FR:France,"Index, 2020 = 100",,1972-03-31,F:Free,,A:Normal value,113.06
"BIS,WS_EER,1.0",M.R.N.FR,M:Monthly,R:Real,N:Narrow (27 economies),FR:France,"Index, 2020 = 100",,1972-04-30,F:Free,,A:Normal value,113.37
"BIS,WS_EER,1.0",M.R.N.FR,M:Monthly,R:Real,N:Narrow (27 economies),FR:France,"Index, 2020 = 100",,1972-05-31,F:Free,,A:Normal value,113.94
"BIS,WS_EER,1.0",M.R.N.FR,M:Monthly,R:Real,N:Narrow (27 economies),FR:France,"Index, 2020 = 100",,1972-06-30,F:Free,,A:Normal value,114.11
"BIS,WS_EER,1.0",M.R.N.FR,M:Monthly,R:Real,N:Narrow (27 economies),FR:France,"Index, 2020 = 100",,1972-07-31,F:Free,,A:Normal value,114.7
"BIS,WS_EER,1.0",M.R.N.FR,M:Monthly,R:Real,N:Narrow (27 economies),FR:France,"Index, 2020 = 100",,1972-08-31,F:Free,,A:Normal value,115.19
"BIS,WS_EER,1.0",M.R.N.FR,M:Monthly,R:Real,N:Narrow (27 economies),FR:France,"Index, 2020 = 100",,1972-09-30,F:Free,,A:Normal value,114.99
"BIS,WS_EER,1.0",M.R.N.FR,M:Monthly,R:Real,N:Narrow (27 economies),FR:France,"Index, 2020 = 100",,1972-10-31,F:Free,,A:Normal value,115.34
"BIS,WS_EER,1.0",M.R.N.FR,M:Monthly,R:Real,N:Narrow (27 economies),FR:France,"Index, 2020 = 100",,1972-11-30,F:Free,,A:Normal value,115.28
"BIS,WS_EER,1.0",M.R.N.FR,M:Monthly,R:Real,N:Narrow (27 economies),FR:France,"Index, 2020 = 100",,1972-12-31,F:Free,,A:Normal value,114.34
"BIS,WS_EER,1.0",M.R.N.FR,M:Monthly,R:Real,N:Narrow (27 economies),FR:France,"Index, 2020 = 100",,1973-01-31,F:Free,,A:Normal value,113.37
"BIS,WS_EER,1.0",M.R.N.FR,M:Monthly,R:Real,N:Narrow (27 economies),FR:France,"Index, 2020 = 100",,1973-02-28,F:Free,,A:Normal value,115.18
"BIS,WS_EER,1.0",M.R.N.FR,M:Monthly,R:Real,N:Narrow (27 economies),FR:France,"Index, 2020 = 100",,1973-03-31,F:Free,,A:Normal value,116.79
"BIS,WS_EER,1.0",M.R.N.FR,M:Monthly,R:Real,N:Narrow (27 economies),FR:France,"Index, 2020 = 100",,1973-04-30,F:Free,,A:Normal value,116.28
"BIS,WS_EER,1.0",M.R.N.FR,M:Monthly,R:Real,N:Narrow (27 economies),FR:France,"Index, 2020 = 100",,1973-05-31,F:Free,,A:Normal value,117.04
"BIS,WS_EER,1.0",M.R.N.FR,M:Monthly,R:Real,N:Narrow (27 economies),FR:France,"Index, 2020 = 100",,1973-06-30,F:Free,,A:Normal value,119.19
"BIS,WS_EER,1.0",M.R.N.FR,M:Monthly,R:Real,N:Narrow (27 economies),FR:France,"Index, 2020 = 100",,1973-07-31,F:Free,,A:Normal value,119.96
"BIS,WS_EER,1.0",M.R.N.FR,M:Monthly,R:Real,N:Narrow (27 economies),FR:France,"Index, 2020 = 100",,1973-08-31,F:Free,,A:Normal value,116.67
"BIS,WS_EER,1.0",M.R.N.FR,M:Monthly,R:Real,N:Narrow (27 economies),FR:France,"Index, 2020 = 100",,1973-09-30,F:Free,,A:Normal value,116.59
"BIS,WS_EER,1.0",M.R.N.FR,M:Monthly,R:Real,N:Narrow (27 economies),FR:France,"Index, 2020 = 100",,1973-10-31,F:Free,,A:Normal value,117.2
"BIS,WS_EER,1.0",M.R.N.FR,M:Monthly,R:Real,N:Narrow (27 economies),FR:France,"Index, 2020 = 100",,1973-11-30,F:Free,,A:Normal value,116.49
"BIS,WS_EER,1.0",M.R.N.FR,M:Monthly,R:Real,N:Narrow (27 economies),FR:France,"Index, 2020 = 100",,1973-12-31,F:Free,,A:Normal value,114.28
"BIS,WS_EER,1.0",M.R.N.FR,M:Monthly,R:Real,N:Narrow (27 economies),FR:France,"Index, 2020 = 100",,1974-01-31,F:Free,,A:Normal value,109.44
"BIS,WS_EER,1.0",M.R.N.FR,M:Monthly,R:Real,N:Narrow (27 economies),FR:France,"Index, 2020 = 100",,1974-02-28,F:Free,,A:Normal value,108.72
"BIS,WS_EER,1.0",M.R.N.FR,M:Monthly,R:Real,N:Narrow (27 economies),FR:France,"Index, 2020 = 100",,1974-03-31,F:Free,,A:Normal value,109.21
"BIS,WS_EER,1.0",M.R.N.FR,M:Monthly,R:Real,N:Narrow (27 economies),FR:France,"Index, 2020 = 100",,1974-04-30,F:Free,,A:Normal value,106.31
"BIS,WS_EER,1.0",M.R.N.FR,M:Monthly,R:Real,N:Narrow (27 economies),FR:France,"Index, 2020 = 100",,1974-05-31,F:Free,,A:Normal value,104.62
"BIS,WS_EER,1.0",M.R.N.FR,M:Monthly,R:Real,N:Narrow (27 economies),FR:France,"Index, 2020 = 100",,1974-06-30,F:Free,,A:Normal value,108.31
"BIS,WS_EER,1.0",M.R.N.FR,M:Monthly,R:Real,N:Narrow (27 economies),FR:France,"Index, 2020 = 100",,1974-07-31,F:Free,,A:Normal value,109.47
"BIS,WS_EER,1.0",M.R.N.FR,M:Monthly,R:Real,N:Narrow (27 economies),FR:France,"Index, 2020 = 100",,1974-08-31,F:Free,,A:Normal value,110.99
"BIS,WS_EER,1.0",M.R.N.FR,M:Monthly,R:Real,N:Narrow (27 economies),FR:France,"Index, 2020 = 100",,1974-09-30,F:Free,,A:Normal value,111.43
"BIS,WS_EER,1.0",M.R.N.FR,M:Monthly,R:Real,N:Narrow (27 economies),FR:France,"Index, 2020 = 100",,1974-10-31,F:Free,,A:Normal value,111.54
